HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N0.HOG0008611	OG0008383	n0	XP_020910927.1	XP_032233491.2	XP_022801936.1	Xe_022067-T1
N0.HOG0008612	OG0008384	n0	XP_020910936.1	XP_032222900.1	XP_022794441.1	Xe_010126-T1
N0.HOG0008613	OG0008385	n0	XP_020910939.1	XP_032242525.2	XP_022803844.1	Xe_009520-T1
N0.HOG0008614	OG0008386	n0	XP_020910946.1	XP_048579853.1	XP_022792892.1	Xe_009765-T1
N0.HOG0008615	OG0008387	n0	XP_020910949.1	XP_032228500.2	XP_022802593.1	Xe_000347-T1
N0.HOG0008616	OG0008388	n0	XP_020910950.1	XP_032222898.1	XP_022787442.1	Xe_021543-T1
N0.HOG0008617	OG0008389	n0	XP_020910969.1	XP_048575968.1	XP_022782355.1	Xe_017415-T1
N0.HOG0008618	OG0008390	n0	XP_020910973.1	XP_048575966.1	XP_022782352.1	Xe_017362-T1
N0.HOG0008619	OG0008391	n0	XP_020910978.1	XP_001641256.1	XP_022797591.1	Xe_005746-T1
N0.HOG0008620	OG0008392	n0	XP_020910979.1	XP_048576748.1	XP_022785335.1	Xe_005784-T1
N0.HOG0008621	OG0008393	n0	XP_020910981.1	XP_048576935.1	XP_022793701.1	Xe_005367-T1
N0.HOG0008622	OG0008394	n0	XP_020910987.1	XP_032227802.1	XP_022806109.1	Xe_007089-T1
N0.HOG0008623	OG0008395	n0	XP_020910990.1	XP_048576891.1	XP_022806118.1	Xe_007088-T1
N0.HOG0008624	OG0008396	n0	XP_020911056.1, XP_020910992.1	XP_048577003.1	XP_022794788.1	
N0.HOG0008625	OG0008397	n0	XP_020911002.1, XP_020911005.1	XP_001638052.2		Xe_016132-T1
N0.HOG0008626	OG0008398	n0	XP_020911006.1	XP_048576844.1	XP_022794799.1	Xe_007118-T1
N0.HOG0008627	OG0008399	n0	XP_020911007.1	XP_001634063.3	XP_022805959.1	Xe_005506-T1
N0.HOG0008628	OG0008400	n0	XP_020911010.1	XP_001624559.1	XP_022794768.1	Xe_007114-T1
N0.HOG0008629	OG0008401	n0	XP_020911013.1	XP_048577199.1	XP_022805327.1	Xe_006694-T1
N0.HOG0008630	OG0008402	n0	XP_020911015.1	XP_048577072.1	XP_022797611.1	Xe_004743-T1
N0.HOG0008631	OG0008403	n0	XP_020911020.1	XP_001627551.1	XP_022805196.1	Xe_006693-T1
N0.HOG0008632	OG0008404	n0	XP_020911042.2	XP_001631282.1	XP_022805781.1	Xe_007112-T1
N0.HOG0008633	OG0008405	n0	XP_020911043.1	XP_001628752.3	XP_022790035.1	Xe_006274-T1
N0.HOG0008634	OG0008406	n0	XP_020911046.1	XP_032239242.2	XP_022805922.1	Xe_005505-T1
N0.HOG0008635	OG0008407	n0	XP_020911048.1	XP_001623931.2	XP_022806114.1	Xe_007087-T1
N0.HOG0008636	OG0008408	n0	XP_020911049.1	XP_001626018.2	XP_022796590.1	Xe_025044-T1
N0.HOG0008637	OG0008409	n0	XP_020911052.1	XP_032225638.1	XP_022794781.1	Xe_005511-T1
N0.HOG0008638	OG0008410	n0	XP_020911060.1	XP_001634028.3	XP_022805847.1	Xe_005504-T1
N0.HOG0008639	OG0008411	n0	XP_020911067.2	XP_048589521.1, XP_001636516.1	XP_022801732.1	
N0.HOG0008640	OG0008412	n0	XP_020911070.1	XP_001639259.2	XP_022783838.1	Xe_008631-T1
N0.HOG0008641	OG0008413	n0	XP_020911071.1	XP_032220073.1	XP_022783823.1	Xe_008973-T2
N0.HOG0008642	OG0008414	n0	XP_020911074.1	XP_032220053.1	XP_022783795.1	Xe_008887-T1
N0.HOG0008643	OG0008415	n0	XP_020911078.1	XP_048584887.1	XP_022800081.1	Xe_013661-T1
N0.HOG0008644	OG0008416	n0	XP_020911080.2	XP_032237451.1	XP_022800497.1	Xe_015665-T1
N0.HOG0008645	OG0008417	n0	XP_020911081.1	XP_001640757.3	XP_022800105.1	Xe_013660-T1
N0.HOG0008646	OG0008418	n0	XP_020911086.1	XP_048582972.1	XP_022810337.1	Xe_000926-T1
N0.HOG0008647	OG0008419	n0	XP_020911097.1	XP_032233229.1	XP_022781949.1	Xe_024454-T1
N0.HOG0008648	OG0008420	n0	XP_020911114.1	XP_048589197.1	XP_022801480.1	Xe_016044-T1
N0.HOG0008649	OG0008421	n0	XP_020911115.1	XP_001630124.3	XP_022784101.1	Xe_018780-T1
N0.HOG0008650	OG0008422	n0	XP_020911116.1	XP_001630128.2	XP_022784127.1	Xe_029018-T1
N0.HOG0008651	OG0008423	n0	XP_020911117.1	XP_032234373.2	XP_022784166.1	Xe_015199-T1
N0.HOG0008652	OG0008424	n0	XP_020911121.1	XP_001627115.2	XP_022778355.1	Xe_016618-T1
N0.HOG0008653	OG0008425	n0	XP_020911126.1	XP_048585829.1	XP_022795894.1	Xe_016047-T1
N0.HOG0008654	OG0008426	n0	XP_020911128.1	XP_001632138.1	XP_022790453.1	Xe_018587-T1
N0.HOG0008655	OG0008427	n0	XP_020911129.1	XP_048575929.1	XP_022780646.1	Xe_018029-T1
N0.HOG0008656	OG0008428	n0	XP_020911132.1	XP_001632101.2	XP_022790427.1	Xe_004870-T1
N0.HOG0008657	OG0008429	n0	XP_020911134.1	XP_001630123.2	XP_022799138.1	Xe_018781-T1
N0.HOG0008658	OG0008430	n0	XP_020911139.1	XP_001630152.1	XP_022795465.1	Xe_018751-T1
N0.HOG0008659	OG0008431	n0	XP_020911141.2	XP_001630151.2	XP_022795452.1	Xe_012863-T1
N0.HOG0008660	OG0008432	n0	XP_020911146.1	XP_048586157.1	XP_022802504.1	Xe_000809-T1
N0.HOG0008661	OG0008433	n0	XP_020911148.1	XP_001635991.1	XP_022782166.1	Xe_000762-T1
N0.HOG0008662	OG0008434	n0	XP_020911158.1	XP_032229781.2	XP_022788879.1	Xe_014624-T1
N0.HOG0008663	OG0008435	n0	XP_020911160.1	XP_048589415.1	XP_022787965.1	Xe_015706-T1
N0.HOG0008664	OG0008436	n0	XP_020911163.1	XP_032229778.2	XP_022788869.1	Xe_014625-T1
N0.HOG0008665	OG0008437	n0	XP_020911165.1	XP_001627526.1	XP_022801368.1	Xe_016045-T1
N0.HOG0008666	OG0008438	n0	XP_020911166.1	XP_001636529.1	XP_022787938.1	Xe_015969-T1
N0.HOG0008667	OG0008439	n0	XP_020911173.1	XP_032219915.2	XP_022808937.1	Xe_015370-T1
N0.HOG0008668	OG0008440	n0	XP_020911179.1	XP_032237478.1	XP_022787726.1	Xe_016468-T1
N0.HOG0008669	OG0008441	n0	XP_020911182.1	XP_032238978.1	XP_022781102.1, XP_022803303.1	
N0.HOG0008670	OG0008442	n0	XP_020911185.1	XP_032237805.2	XP_022786071.1	Xe_014421-T1
N0.HOG0008671	OG0008443	n0	XP_020911187.1	XP_001639073.3	XP_022787434.1	Xe_014424-T1
N0.HOG0008672	OG0008444	n0	XP_020911193.1	XP_001641693.2	XP_022788829.1	Xe_014545-T1
N0.HOG0008673	OG0008445	n0	XP_020911194.1	XP_001633846.2	XP_022787918.1	Xe_015996-T1
N0.HOG0008674	OG0008446	n0	XP_020911198.1	XP_048589252.1	XP_022794018.1	Xe_014678-T1
N0.HOG0008675	OG0008447	n0	XP_020911207.1	XP_001639139.2	XP_022803967.1	Xe_014422-T1
N0.HOG0008676	OG0008448	n0	XP_020911220.1	XP_001625661.1	XP_022799667.1	Xe_011474-T1
N0.HOG0008677	OG0008449	n0	XP_028519233.1, XP_020911226.1, XP_020917576.1, XP_028519014.1			
N0.HOG0008678	OG0008450	n0	XP_020911236.1	XP_032220812.1	XP_022788366.1	Xe_012634-T1
N0.HOG0008679	OG0008451	n0	XP_020911237.1	XP_001639874.1	XP_022788365.1	Xe_012617-T1
N0.HOG0008680	OG0008452	n0	XP_020914301.2, XP_028513241.1, XP_020911247.1		XP_022793849.1	
N0.HOG0008681	OG0008453	n0	XP_020911248.1	XP_048578506.1	XP_022779828.1	Xe_008106-T1
N0.HOG0008682	OG0008454	n0	XP_020911252.1	XP_032239820.2	XP_022782568.1	Xe_010174-T1
N0.HOG0008683	OG0008455	n0	XP_020911262.1	XP_032229884.1	XP_022800573.1	Xe_022181-T1
N0.HOG0008684	OG0008456	n0	XP_020911270.1	XP_048578918.1	XP_022807885.1	Xe_008218-T1
N0.HOG0008685	OG0008457	n0	XP_020911271.1	XP_001623545.2	XP_022807892.1	Xe_008219-T1
N0.HOG0008686	OG0008458	n0	XP_020911272.1	XP_048578520.1	XP_022792209.1	Xe_019871-T1
N0.HOG0008687	OG0008459	n0	XP_020911279.2	XP_032239794.1	XP_022792896.1	Xe_009622-T1
N0.HOG0008688	OG0008460	n0	XP_020911281.1	XP_032222384.2	XP_022798364.1	Xe_022214-T1
N0.HOG0008689	OG0008461	n0	XP_020911285.1	XP_001635945.2	XP_022799418.1	Xe_009715-T1
N0.HOG0008690	OG0008462	n0	XP_020911287.1	XP_001635881.2	XP_022799439.1	Xe_009145-T1
N0.HOG0008691	OG0008463	n0	XP_020911288.1	XP_001634569.1	XP_022792898.1	Xe_025203-T1
N0.HOG0008692	OG0008464	n0	XP_020911289.1	XP_032239793.1	XP_022810036.1	Xe_009623-T1
N0.HOG0008693	OG0008465	n0	XP_020911290.1	XP_032241170.1	XP_022799032.1	Xe_009624-T1
N0.HOG0008694	OG0008466	n0	XP_020911292.1	XP_032240302.2	XP_022792901.1	Xe_024938-T1
N0.HOG0008695	OG0008467	n0	XP_020911295.1	XP_048580534.1	XP_022808526.1, XP_022805467.1	
N0.HOG0008696	OG0008468	n0	XP_020911296.1	XP_001641093.2	XP_022782628.1	Xe_009523-T1
N0.HOG0008697	OG0008469	n0	XP_020911297.2	XP_032234188.1	XP_022807153.1	Xe_013503-T1
N0.HOG0008698	OG0008470	n0	XP_020911300.1, XP_020911298.1	XP_032242110.2, XP_048587709.1		
N0.HOG0008699	OG0008471	n0	XP_020911306.1	XP_032228953.1	XP_022785508.1	Xe_010384-T1
N0.HOG0008700	OG0008472	n0	XP_020911316.1	XP_001640969.1	XP_022782567.1	Xe_009522-T1
N0.HOG0008701	OG0008473	n0	XP_020911325.1	XP_048577942.1	XP_022796027.1	Xe_021858-T1
N0.HOG0008702	OG0008474	n0	XP_020911332.1	XP_032218377.2	XP_022792023.1	Xe_009807-T1
N0.HOG0008703	OG0008475	n0	XP_020911333.1	XP_032222375.1	XP_022792030.1	Xe_009941-T1
N0.HOG0008704	OG0008476	n0	XP_020911335.1	XP_001629460.3	XP_022808613.1	Xe_000425-T1
N0.HOG0008705	OG0008477	n0	XP_020911337.1	XP_001640946.3	XP_022792015.1	Xe_009938-T1
N0.HOG0008706	OG0008478	n0	XP_020911338.1	XP_032222391.1	XP_022792776.1	Xe_000876-T1
N0.HOG0008707	OG0008479	n0	XP_020911343.1	XP_048578346.1	XP_022779888.1	Xe_008147-T1
N0.HOG0008708	OG0008480	n0	XP_028519467.1, XP_020911347.1, XP_028518621.1		XP_022788170.1	
N0.HOG0008709	OG0008481	n0	XP_020911348.1	XP_032239995.1	XP_022779913.1	Xe_008145-T1
N0.HOG0008710	OG0008482	n0	XP_020911350.1	XP_048578675.1	XP_022807882.1	Xe_008370-T1
N0.HOG0008711	OG0008483	n0	XP_020911354.1	XP_032225258.1	XP_022786173.1	Xe_008617-T1
N0.HOG0008712	OG0008484	n0	XP_020911355.1	XP_048579828.1	XP_022794423.1	Xe_021170-T1
N0.HOG0008713	OG0008485	n0	XP_020911357.1	XP_001631190.2	XP_022791431.1	Xe_012276-T1
N0.HOG0008714	OG0008486	n0	XP_020911359.1	XP_001631223.2	XP_022800137.1	Xe_015821-T1
N0.HOG0008715	OG0008487	n0	XP_020911370.1	XP_048585825.1	XP_022791144.1	Xe_011882-T1
N0.HOG0008716	OG0008488	n0	XP_020911371.1	XP_032241664.2	XP_022784395.1	Xe_012222-T1
N0.HOG0008717	OG0008489	n0	XP_020911383.2	XP_048585866.1	XP_022803677.1	Xe_002766-T1
N0.HOG0008718	OG0008490	n0	XP_020911399.1	XP_001639105.2	XP_022786905.1	Xe_014502-T1
N0.HOG0008719	OG0008491	n0	XP_020911416.1	XP_032241568.1	XP_022783138.1	Xe_000784-T1
N0.HOG0008720	OG0008492	n0	XP_020911417.1	XP_048581509.1	XP_022783081.1	Xe_001106-T1
N0.HOG0008721	OG0008493	n0	XP_020911419.1	XP_032241611.2	XP_022783107.1	Xe_001109-T1
N0.HOG0008722	OG0008494	n0	XP_020911422.1	XP_032230596.1	XP_022781489.1	Xe_000987-T1
N0.HOG0008723	OG0008495	n0	XP_020911429.1	XP_032219681.1	XP_022787070.1	Xe_000532-T1
N0.HOG0008724	OG0008496	n0	XP_020911440.1	XP_032241584.2	XP_022807878.1	Xe_000803-T1
N0.HOG0008725	OG0008497	n0	XP_020911448.2	XP_001635999.3	XP_022807875.1	Xe_000805-T1
N0.HOG0008726	OG0008498	n0	XP_020911459.2	XP_032230593.2	XP_022781443.1	Xe_000986-T1
N0.HOG0008727	OG0008499	n0	XP_020911460.1	XP_032235487.1	XP_022795811.1	Xe_018470-T1
N0.HOG0008728	OG0008500	n0	XP_020911462.1	XP_048583736.1	XP_022781490.1	Xe_000947-T1
N0.HOG0008729	OG0008501	n0	XP_020911465.1	XP_032222307.2	XP_022779352.1	Xe_002141-T1
N0.HOG0008730	OG0008502	n0	XP_020911474.1, XP_020911478.1		XP_022793743.1, XP_022805917.1	
N0.HOG0008731	OG0008503	n0	XP_020911481.1	XP_032241563.2	XP_022782105.1	Xe_028801-T1
N0.HOG0008732	OG0008504	n0	XP_020911492.1, XP_028513802.1, XP_020911493.1, XP_028517330.1			
N0.HOG0008733	OG0008505	n0	XP_020911505.1	XP_032240902.2	XP_022786393.1	Xe_008325-T1
N0.HOG0008734	OG0008506	n0	XP_020911523.1		XP_022781651.1, XP_022793730.1, XP_022810328.1	
N0.HOG0008735	OG0008507	n0	XP_020911552.1	XP_048590274.1	XP_022801238.1	Xe_002883-T1
N0.HOG0008736	OG0008508	n0	XP_020911569.2	XP_001625323.1	XP_022804277.1	Xe_002528-T1
N0.HOG0008737	OG0008509	n0	XP_020911571.1	XP_048590659.1	XP_022804276.1	Xe_002483-T1
N0.HOG0008738	OG0008510	n0	XP_020911574.1	XP_048589993.1	XP_022804291.1	Xe_002461-T1
N0.HOG0008739	OG0008511	n0	XP_020911604.1	XP_001623869.3	XP_022786332.1	Xe_002450-T1
N0.HOG0008740	OG0008512	n0	XP_020911615.1	XP_032228586.2	XP_022804278.1	Xe_002397-T1
N0.HOG0008741	OG0008513	n0	XP_020911622.1	XP_001626519.2	XP_022802961.1	Xe_002774-T1
N0.HOG0008742	OG0008514	n0	XP_020911623.1	XP_001626535.2	XP_022802962.1	Xe_002775-T1
N0.HOG0008743	OG0008515	n0	XP_020911633.1	XP_032229998.1	XP_022786325.1	Xe_002759-T1
N0.HOG0008744	OG0008516	n0	XP_020911634.2	XP_001638431.2	XP_022808028.1	Xe_002507-T1
N0.HOG0008745	OG0008517	n0	XP_020911636.1	XP_048576355.1	XP_022806927.1	Xe_003631-T1
N0.HOG0008746	OG0008518	n0	XP_020911639.2	XP_048590658.1	XP_022804282.1	Xe_002522-T1
N0.HOG0008747	OG0008519	n0	XP_020911645.1	XP_001631966.3	XP_022801234.1	Xe_002390-T1
N0.HOG0008748	OG0008520	n0	XP_020911653.1	XP_001625293.3	XP_022804302.1	Xe_002442-T1
N0.HOG0008749	OG0008521	n0	XP_020911661.1	XP_032228613.1	XP_022804280.1	Xe_002530-T1
N0.HOG0008750	OG0008522	n0	XP_020911662.1	XP_001626539.2	XP_022804292.1	Xe_002556-T1
N0.HOG0008751	OG0008523	n0	XP_020911668.1	XP_048589273.1	XP_022804337.1	Xe_014980-T1
N0.HOG0008752	OG0008524	n0	XP_020911671.1	XP_001629958.1	XP_022804336.1	Xe_014981-T1
N0.HOG0008753	OG0008525	n0	XP_020911672.1	XP_048589857.1	XP_022800332.1	Xe_014304-T1
N0.HOG0008754	OG0008526	n0	XP_020911673.1	XP_048589343.1	XP_022787927.1	Xe_015987-T1
N0.HOG0008755	OG0008527	n0	XP_020911674.1	XP_001627984.2	XP_022780583.1	Xe_023052-T1
N0.HOG0008756	OG0008528	n0	XP_020911675.1	XP_032219880.1	XP_022786096.1	Xe_015737-T1
N0.HOG0008757	OG0008529	n0	XP_020911676.1	XP_032237477.1	XP_022800341.1	Xe_014303-T1
N0.HOG0008758	OG0008530	n0	XP_020911677.1	XP_032237453.1	XP_022800322.1	Xe_014302-T1
N0.HOG0008759	OG0008531	n0	XP_020911678.1	XP_001641687.3	XP_022792192.1	Xe_016089-T1
N0.HOG0008760	OG0008532	n0	XP_020911689.1	XP_001632547.2	XP_022800347.1	Xe_014094-T1
N0.HOG0008761	OG0008533	n0	XP_020911691.1	XP_001633801.1	XP_022800313.1	Xe_014301-T1
N0.HOG0008762	OG0008534	n0	XP_020911697.2	XP_032223234.1	XP_022800721.1	Xe_016157-T1
N0.HOG0008763	OG0008535	n0	XP_028514410.1, XP_020911706.1	XP_048585466.1	XP_022781984.1	
N0.HOG0008764	OG0008536	n0	XP_020911708.1	XP_048589659.1	XP_022787975.1	Xe_015734-T1
N0.HOG0008765	OG0008537	n0	XP_020911712.2	XP_048589494.1	XP_022788841.1	Xe_014901-T1
N0.HOG0008766	OG0008538	n0	XP_020911715.1	XP_032219860.1	XP_022788139.1	Xe_016126-T1
N0.HOG0008767	OG0008539	n0	XP_020911717.1	XP_048584730.1	XP_022784941.1	Xe_023243-T1
N0.HOG0008768	OG0008540	n0	XP_020911719.1	XP_032219863.1	XP_022788364.1	Xe_016131-T1
N0.HOG0008769	OG0008541	n0	XP_020911720.1	XP_001631076.2	XP_022800977.1	Xe_016198-T1
N0.HOG0008770	OG0008542	n0	XP_020911721.1	XP_032228765.2	XP_022792135.1	Xe_016196-T1
N0.HOG0008771	OG0008543	n0	XP_020911722.1	XP_032230292.1	XP_022800345.1	Xe_014098-T1
N0.HOG0008772	OG0008544	n0	XP_020911723.1	XP_032239016.1	XP_022800346.1	Xe_014143-T1
N0.HOG0008773	OG0008545	n0	XP_020911725.1	XP_032219890.1	XP_022781173.1	Xe_014113-T1
N0.HOG0008774	OG0008546	n0	XP_020911726.1	XP_032219889.2	XP_022781172.1	Xe_014112-T1
N0.HOG0008775	OG0008547	n0	XP_020911728.1	XP_032219883.1	XP_022781105.1	Xe_014082-T2
N0.HOG0008776	OG0008548	n0	XP_020911730.1	XP_001632876.2	XP_022795348.1	Xe_015692-T1
N0.HOG0008777	OG0008549	n0	XP_020911731.1	XP_032237489.1	XP_022800349.1	Xe_014093-T1
N0.HOG0008778	OG0008550	n0	XP_020911736.2	XP_032238992.2	XP_022800692.1	Xe_016151-T1
N0.HOG0008779	OG0008551	n0	XP_020911737.1	XP_001633839.1	XP_022800718.1	Xe_016195-T1
N0.HOG0008780	OG0008552	n0	XP_020911739.1	XP_048589823.1	XP_022804330.1	Xe_014983-T2
N0.HOG0008781	OG0008553	n0	XP_020911743.1	XP_001633848.1	XP_022800717.1	Xe_014999-T1
N0.HOG0008782	OG0008554	n0	XP_020911744.1	XP_001633800.2	XP_022800703.1	Xe_016137-T1
N0.HOG0008783	OG0008555	n0	XP_020911745.1	XP_001633847.1	XP_022800712.1	Xe_016138-T1
N0.HOG0008784	OG0008556	n0	XP_020911750.1	XP_032238945.2	XP_022800735.1	Xe_016154-T1
N0.HOG0008785	OG0008557	n0	XP_020911752.1	XP_032234341.2	XP_022794025.1	Xe_016071-T1
N0.HOG0008786	OG0008558	n0	XP_020911756.1	XP_001631056.2	XP_022801006.1	Xe_016199-T1
N0.HOG0008787	OG0008559	n0	XP_020911757.1	XP_032238970.2	XP_022800713.1	Xe_015773-T1
N0.HOG0008788	OG0008560	n0	XP_020911759.1	XP_032219948.2	XP_022804322.1	Xe_015939-T1
N0.HOG0008789	OG0008561	n0	XP_020911760.1	XP_001636525.2	XP_022804313.1	Xe_015938-T1
N0.HOG0008790	OG0008562	n0	XP_020911767.1	XP_032237470.2	XP_022800315.1	Xe_014306-T1
N0.HOG0008791	OG0008563	n0	XP_020911770.1	XP_032223027.1	XP_022800709.1	Xe_002385-T1
N0.HOG0008792	OG0008564	n0	XP_020911773.2	XP_048589755.1	XP_022787977.1	Xe_014938-T1
N0.HOG0008793	OG0008565	n0	XP_020911790.1	XP_048581550.1	XP_022808072.1	Xe_022307-T1
N0.HOG0008794	OG0008566	n0	XP_020911796.1	XP_048581398.1	XP_022808077.1	Xe_029088-T1
N0.HOG0008795	OG0008567	n0	XP_020911803.2	XP_032230669.2	XP_022794894.1	Xe_000993-T1
N0.HOG0008796	OG0008568	n0	XP_020911813.1, XP_020914574.1	XP_048581458.1	XP_022794895.1	
N0.HOG0008797	OG0008569	n0	XP_020911814.1	XP_001623059.2	XP_022802874.1	Xe_017552-T1
N0.HOG0008798	OG0008570	n0	XP_020911826.1	XP_048587059.1	XP_022801894.1	Xe_020777-T1
N0.HOG0008799	OG0008571	n0	XP_020911833.1	XP_048587329.1	XP_022786413.1	Xe_008178-T1
N0.HOG0008800	OG0008572	n0	XP_020911835.1	XP_001624802.2	XP_022790244.1	Xe_014728-T1
N0.HOG0008801	OG0008573	n0	XP_020911842.1	XP_032238667.2	XP_022792482.1	Xe_021798-T1
N0.HOG0008802	OG0008574	n0	XP_020911844.1	XP_032238646.2	XP_022792459.1	Xe_021906-T1
N0.HOG0008803	OG0008575	n0	XP_020911850.1	XP_032220772.2	XP_022808451.1	Xe_021909-T1
N0.HOG0008804	OG0008576	n0	XP_020911851.1	XP_048581782.1	XP_022790077.1	Xe_021904-T1
N0.HOG0008805	OG0008577	n0	XP_020911852.1	XP_032220773.1	XP_022808452.1	Xe_021903-T1
N0.HOG0008806	OG0008578	n0	XP_020911853.1	XP_001639879.2	XP_022790078.1	Xe_021905-T1
N0.HOG0008807	OG0008579	n0	XP_020911864.1		XP_022779375.1, XP_022798026.1, XP_022784266.1	
N0.HOG0008808	OG0008580	n0	XP_020911872.1	XP_048586934.1	XP_022810360.1, XP_022802529.1	
N0.HOG0008809	OG0008581	n0	XP_020911877.1	XP_048578158.1	XP_022788511.1	Xe_010003-T1
N0.HOG0008810	OG0008582	n0	XP_020911878.1	XP_001629452.3	XP_022788488.1	Xe_009683-T1
N0.HOG0008811	OG0008583	n0	XP_020911879.1	XP_032241502.2	XP_022788512.1	Xe_010002-T1
N0.HOG0008812	OG0008584	n0	XP_020911882.1	XP_048579904.1	XP_022782448.1	Xe_021425-T1
N0.HOG0008813	OG0008585	n0	XP_020911883.1	XP_001626434.2	XP_022791272.1	Xe_021373-T1
N0.HOG0008814	OG0008586	n0	XP_020911885.1	XP_001622422.2	XP_022782427.1	Xe_021827-T1
N0.HOG0008815	OG0008587	n0	XP_020911893.1	XP_001629080.3	XP_022782504.1	Xe_021424-T1
N0.HOG0008816	OG0008588	n0	XP_020911894.1	XP_001641600.2	XP_022791274.1	Xe_021372-T1
N0.HOG0008817	OG0008589	n0	XP_020911898.1	XP_032241348.2	XP_022782430.1	Xe_021546-T1
N0.HOG0008818	OG0008590	n0	XP_020911930.1	XP_032233635.2	XP_022788505.1	Xe_009682-T1
N0.HOG0008819	OG0008591	n0	XP_020911934.1	XP_001629063.2	XP_022782451.1	Xe_021423-T1
N0.HOG0008820	OG0008592	n0	XP_020911945.1	XP_001640905.2	XP_022794684.1	Xe_001379-T1
N0.HOG0008821	OG0008593	n0	XP_028514290.1, XP_020912998.1, XP_028517087.1, XP_020911962.1			
N0.HOG0008822	OG0008594	n0	XP_020911964.2	XP_032232784.2	XP_022809700.1	Xe_002470-T1
N0.HOG0008823	OG0008595	n0	XP_020911965.1	XP_048590689.1	XP_022806336.1	Xe_002701-T1
N0.HOG0008824	OG0008596	n0	XP_020911966.1	XP_032232783.2	XP_022809958.1	Xe_002469-T1
N0.HOG0008825	OG0008597	n0	XP_020911967.1	XP_032218980.2	XP_022806329.1	Xe_002705-T1
N0.HOG0008826	OG0008598	n0	XP_020911968.1	XP_001638335.1	XP_022806341.1	Xe_002704-T1
N0.HOG0008827	OG0008599	n0	XP_020911969.1	XP_032237044.1	XP_022806335.1	Xe_002702-T1
N0.HOG0008828	OG0008600	n0	XP_020911970.1	XP_032218978.2	XP_022806330.1	Xe_002703-T1
N0.HOG0008829	OG0008601	n0	XP_020911971.2, XP_028518202.1	XP_001641320.1	XP_022781766.1	
N0.HOG0008830	OG0008602	n0	XP_020911986.1	XP_048580394.1	XP_022783017.1	Xe_021687-T1
N0.HOG0008831	OG0008603	n0	XP_020911988.1	XP_001625180.1	XP_022783020.1	Xe_021686-T1
N0.HOG0008832	OG0008604	n0	XP_020912022.2	XP_048582311.1	XP_022786806.1	Xe_020048-T1
N0.HOG0008833	OG0008605	n0	XP_020912024.1	XP_032234149.1	XP_022793083.1	Xe_005044-T1
N0.HOG0008834	OG0008606	n0	XP_020913242.1, XP_028517152.1, XP_020912029.1		XP_022784758.1	
N0.HOG0008835	OG0008607	n0	XP_020912031.1	XP_001636815.2	XP_022793125.1	Xe_022003-T1
N0.HOG0008836	OG0008608	n0	XP_020912036.1	XP_032218470.1	XP_022796573.1	Xe_006338-T1
N0.HOG0008837	OG0008609	n0	XP_020912037.1	XP_001638024.1	XP_022801961.1	Xe_005672-T1
N0.HOG0008838	OG0008610	n0	XP_020912086.1, XP_020912043.1		XP_022793480.1	Xe_005579-T1
N0.HOG0008839	OG0008611	n0	XP_020912051.1	XP_001638077.2	XP_022796592.1	Xe_005220-T1
N0.HOG0008840	OG0008612	n0	XP_020912054.1	XP_048577090.1	XP_022806666.1	Xe_006068-T1
N0.HOG0008841	OG0008613	n0	XP_020912064.1	XP_001638022.1	XP_022796593.1	Xe_005219-T1
N0.HOG0008842	OG0008614	n0	XP_020912067.1	XP_032220173.1	XP_022806671.1	Xe_006066-T1
N0.HOG0008843	OG0008615	n0	XP_020912079.2	XP_048585174.1	XP_022781750.1	Xe_013531-T1
N0.HOG0008844	OG0008616	n0	XP_020912082.1	XP_001637995.2	XP_022779491.1	Xe_005333-T1
N0.HOG0008845	OG0008617	n0	XP_020912083.1	XP_001633667.2	XP_022802654.1	Xe_006508-T1
N0.HOG0008846	OG0008618	n0	XP_020912084.1	XP_001633665.3	XP_022794356.1	Xe_006359-T1
N0.HOG0008847	OG0008619	n0	XP_020912089.1	XP_048577082.1	XP_022790005.1	Xe_006285-T1
N0.HOG0008848	OG0008620	n0	XP_020912115.1	XP_048584374.1	XP_022783476.1	Xe_003459-T1
N0.HOG0008849	OG0008621	n0	XP_020912116.1	XP_001628227.2	XP_022783487.1	Xe_003471-T1
N0.HOG0008850	OG0008622	n0	XP_020912135.1		XP_022800628.1, XP_022778283.1, XP_022791541.1	
N0.HOG0008851	OG0008623	n0	XP_020912146.1	XP_001634114.1	XP_022784038.1	Xe_020759-T1
N0.HOG0008852	OG0008624	n0	XP_020912149.2, XP_020912318.1, XP_028518273.1		XP_022787868.1	
N0.HOG0008853	OG0008625	n0	XP_020912154.1	XP_048583797.1	XP_022784280.1	Xe_002183-T1
N0.HOG0008854	OG0008626	n0	XP_020914460.1, XP_020912156.1	XP_001637681.3	XP_022781860.1	
N0.HOG0008855	OG0008627	n0	XP_020912157.1	XP_001637613.1	XP_022781902.1	Xe_001888-T1
N0.HOG0008856	OG0008628	n0	XP_020912165.1	XP_001625638.2	XP_022805311.1	Xe_011218-T1
N0.HOG0008857	OG0008629	n0	XP_020912166.1	XP_001630748.1	XP_022805316.1	Xe_011216-T2
N0.HOG0008858	OG0008630	n0	XP_020912168.1	XP_032228995.1	XP_022805312.1	Xe_011217-T2
