Orthogroup	aip	nvec	spis	xenia	aip_LOC	single_copy	xenia_marker_status	xenia_marker_genes	spis_marker_status	spis_marker_genes	nvec_marker_status	nvec_marker_genes	aip_marker_status	aip_marker_genes
OG0005428	XP_020896285.1	XP_032221330.1	XP_022799763.1	Xe_009591	LOC110235186	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005429	XP_020896288.1	XP_001622502.3	XP_022787578.1	Xe_011967	LOC110235188	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235188
OG0005430	XP_020896289.1	XP_001623402.2	XP_022804393.1	Xe_000952	LOC110235189	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005431	XP_020896291.1	XP_032226352.2	XP_022804394.1	Xe_000951	LOC110235192	TRUE	FALSE	NA	TRUE	XP_022804394.1	FALSE	NA	FALSE	NA
OG0005432	XP_020896298.1	XP_001630310.1	XP_022808504.1	Xe_003372	LOC110235163	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005433	XP_020896306.2	XP_048579867.1	XP_022795982.1	Xe_000525	LOC110235205	TRUE	TRUE	Xe_000525	FALSE	NA	FALSE	NA	FALSE	NA
OG0005434	XP_020896311.1	XP_048579870.1	XP_022808205.1	Xe_000374	LOC110235209	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005435	XP_020896313.1, XP_020896314.1	XP_001622431.3	NA	Xe_000488	LOC110235210, LOC110235212	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005436	XP_020896317.1	XP_032219671.2	XP_022782057.1	Xe_000384	LOC110235211	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005437	XP_020896319.1	XP_048587883.1	XP_022799772.1	Xe_025042	LOC110235216	TRUE	TRUE	Xe_025042	FALSE	NA	FALSE	NA	FALSE	NA
OG0005438	XP_020896320.1	XP_048583199.1	XP_022795580.1	Xe_000418	LOC110235218	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005439	XP_020896321.1	XP_048578101.1	XP_022803043.1	Xe_001246	LOC110235219	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005440	XP_020896322.1	XP_001637205.1	XP_022777856.1	Xe_001089	LOC110235220	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005441	XP_020896325.2	XP_032243144.1	XP_022799738.1	Xe_009716	LOC110235224	TRUE	FALSE	NA	TRUE	XP_022799738.1	FALSE	NA	FALSE	NA
OG0005442	XP_020896326.1	XP_032219676.1	XP_022782072.1	Xe_000799	LOC110235222	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005443	XP_020896331.1	XP_001635443.1	XP_022789672.1	Xe_008320	LOC110235229	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235229
OG0005444	XP_020896343.1	XP_048587040.1	XP_022794320.1	Xe_008014	LOC110235239	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005445	XP_020896347.1	XP_032240931.1	XP_022789692.1	Xe_008318	LOC110235243	TRUE	TRUE	Xe_008318	FALSE	NA	FALSE	NA	FALSE	NA
OG0005446	XP_020896348.1	NA	XP_022784480.1, XP_022784481.1	Xe_007006	LOC110235241	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005447	XP_020896351.1	XP_032240888.1	XP_022789655.1	Xe_008317	LOC110235245	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005448	XP_020896355.2	XP_032231683.2	XP_022794317.1	Xe_008085	LOC110235248	TRUE	TRUE	Xe_008085	FALSE	NA	FALSE	NA	FALSE	NA
OG0005449	XP_020896357.1	XP_048587037.1	XP_022787856.1	Xe_008792	LOC110235252	TRUE	FALSE	NA	TRUE	XP_022787856.1	FALSE	NA	FALSE	NA
OG0005450	XP_020896358.1	XP_001635481.3	XP_022789659.1	Xe_008321	LOC110235253	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005451	XP_020896391.1	XP_032240929.1	XP_022789671.1	Xe_008322	LOC110235284	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005452	XP_020896392.1, XP_028517347.1	XP_001640609.2	XP_022787153.1	NA	LOC110235285, LOC110247291	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005453	XP_020896400.1	XP_032232270.1	XP_022793310.1	Xe_000400	LOC110235290	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005454	XP_020896405.2	XP_001635485.2	XP_022789695.1	Xe_007480	LOC110235297	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005455	XP_020896406.1	XP_032240928.1	XP_022789658.1	Xe_007433	LOC110235298	TRUE	FALSE	NA	TRUE	XP_022789658.1	FALSE	NA	FALSE	NA
OG0005456	XP_020896430.1	XP_032219736.2	XP_022796941.1	Xe_009679	LOC110235316	TRUE	TRUE	Xe_009679	FALSE	NA	FALSE	NA	FALSE	NA
OG0005457	XP_020896436.1	XP_048585101.1	XP_022790825.1	Xe_026747	LOC110235325	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005458	XP_020896439.1	XP_032222580.2	XP_022780621.1	Xe_023245	LOC110235328	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235328
OG0005459	XP_020896451.1, XP_028515036.1	XP_001628321.1, XP_048582118.1	NA	NA	LOC110235338, LOC110239622	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110239622
OG0005460	XP_020896461.1	XP_001628437.3	XP_022793319.1	Xe_014008	LOC110235347	TRUE	TRUE	Xe_014008	FALSE	NA	FALSE	NA	FALSE	NA
OG0005461	XP_020896466.2	XP_032242606.1	XP_022790795.1	Xe_021990	LOC110235351	TRUE	TRUE	Xe_021990	FALSE	NA	FALSE	NA	FALSE	NA
OG0005462	XP_020896467.1	XP_032233496.2	XP_022790774.1	Xe_021569	LOC110235352	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005463	XP_020896469.1	XP_032242610.1	XP_022790776.1	Xe_021473	LOC110235354	TRUE	TRUE	Xe_021473	TRUE	XP_022790776.1	TRUE	XP_020896469.1	TRUE	LOC110235354
OG0005464	XP_020896470.1	XP_048577016.1	XP_022787530.1	Xe_011807	LOC110235355	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005465	XP_020896472.1	XP_032243267.1	XP_022790704.1	Xe_014106	LOC110235358	TRUE	TRUE	Xe_014106	FALSE	NA	FALSE	NA	FALSE	NA
OG0005466	XP_020896474.1	XP_032232271.1	XP_022793329.1	Xe_000398	LOC110235356	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005467	XP_020896480.1	XP_032237953.2	XP_022788602.1	Xe_015623	LOC110235365	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005468	XP_020896486.1	XP_001628415.2	XP_022791622.1	Xe_014007	LOC110235372	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005469	XP_020896487.1	XP_048579811.1	XP_022788720.1	Xe_009865	LOC110235373	TRUE	TRUE	Xe_009865	FALSE	NA	FALSE	NA	FALSE	NA
OG0005470	XP_020896490.1	XP_032240330.2	XP_022807089.1	Xe_020657	LOC110235375	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005471	XP_020896492.1	XP_032226915.2	XP_022780075.1	Xe_022242	LOC110235377	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005472	XP_020896497.1	XP_001627051.1	XP_022782103.1	Xe_000942	LOC110235379	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005473	XP_020896498.1	XP_001641645.2	XP_022788300.1, XP_022788305.1	NA	LOC110235381	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005474	XP_020896501.1, XP_020899219.1	XP_048588119.1	NA	Xe_015437	LOC110235385, LOC110237939	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005475	XP_020896525.1, XP_020899231.1	XP_001632032.3	XP_022792143.1	NA	LOC110235409, LOC110237951	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005476	XP_020896530.1	XP_001625251.3	XP_022788345.1	Xe_009713	LOC110235412	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005477	XP_020896533.1, XP_020910943.1	XP_032231581.2	NA	Xe_011762	LOC110235414, LOC110248736	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005478	XP_020896542.1	XP_032230931.2	XP_022791903.1	Xe_014708	LOC110235421	TRUE	FALSE	NA	TRUE	XP_022791903.1	FALSE	NA	FALSE	NA
OG0005479	XP_020896546.1	XP_048588747.1	XP_022792025.1	Xe_014709	LOC110235425	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005480	XP_020896554.1	XP_048590212.1	XP_022806555.1	Xe_002565	LOC110235432	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005481	XP_020896555.1	XP_032218930.2	XP_022804574.1	Xe_002406	LOC110235435	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005482	XP_020896556.1	XP_032219057.2	XP_022804582.1	Xe_002407	LOC110235436	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005483	XP_020896558.1	XP_001634617.2	XP_022796926.1	Xe_001057	LOC110235434	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005484	XP_020896565.1	XP_001628349.2	XP_022799702.1	Xe_002669	LOC110235442	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005485	XP_020896566.2	XP_001628329.2	XP_022799701.1	Xe_002467	LOC110235443	TRUE	TRUE	Xe_002467	FALSE	NA	FALSE	NA	FALSE	NA
OG0005486	XP_020896568.1	XP_032232312.1	XP_022799683.1	Xe_002466	LOC110235446	TRUE	TRUE	Xe_002466	FALSE	NA	FALSE	NA	FALSE	NA
OG0005487	XP_020896574.1	XP_001628350.1	XP_022799673.1	Xe_002668	LOC110235451	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005488	XP_020896579.1	XP_032226244.1	XP_022799674.1	Xe_021648	LOC110235457	TRUE	TRUE	Xe_021648	FALSE	NA	FALSE	NA	FALSE	NA
OG0005489	XP_020896581.1	XP_001631558.3	XP_022787023.1	Xe_001039	LOC110235455	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005490	XP_020896585.1	XP_001628328.1	XP_022799700.1	Xe_002567	LOC110235462	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005491	XP_020896612.1	XP_032220532.1	XP_022799223.1	Xe_022814	LOC110235492	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005492	XP_020896618.1	XP_001635226.3	XP_022794910.1	Xe_013325	LOC110235496	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005493	XP_020896632.1	XP_048577098.1	XP_022808670.1	Xe_005421	LOC110235509	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005494	XP_020896637.1	XP_032219162.2	XP_022808658.1	Xe_005422	LOC110235516	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005495	XP_020896643.2	XP_001638010.1	XP_022799380.1	Xe_005858	LOC110235518	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005496	XP_020896650.1	XP_001638485.2	XP_022799381.1	Xe_005268	LOC110235525	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005497	XP_020896652.1	XP_001626021.1	XP_022799776.1, XP_022799785.1	NA	LOC110235527	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005498	XP_020896656.1, XP_020905911.1, XP_028517751.1	XP_048587692.1	NA	NA	LOC110235531, LOC110244089, LOC110248318	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005499	XP_020896671.1	XP_032242481.2	XP_022781357.1	Xe_010742	LOC110235546	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005500	XP_020896680.1	XP_001623001.3	XP_022808708.1	Xe_011327	LOC110235556	TRUE	TRUE	Xe_011327	FALSE	NA	FALSE	NA	FALSE	NA
OG0005501	XP_020896697.1	XP_001638781.2	XP_022781269.1	Xe_011613	LOC110235576	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005502	XP_020896707.1	XP_001636767.3	XP_022782110.1	Xe_010386	LOC110235586	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005503	XP_020896708.1	XP_032235155.2	XP_022781254.1	Xe_010388	LOC110235587	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005504	XP_020896709.1	XP_001636725.3	XP_022782122.1	Xe_010387	LOC110235588	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005505	XP_020896717.1	XP_032221819.2	XP_022788030.1	Xe_012009	LOC110235596	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005506	XP_020896725.1	XP_032219514.2	XP_022803606.1	Xe_011954	LOC110235600	TRUE	TRUE	Xe_011954	FALSE	NA	FALSE	NA	FALSE	NA
OG0005507	XP_020896728.1	XP_001640689.1	XP_022803600.1	Xe_011956	LOC110235604	TRUE	TRUE	Xe_011956	TRUE	XP_022803600.1	FALSE	NA	FALSE	NA
OG0005508	XP_020896729.1	XP_032221687.1	XP_022799049.1	Xe_012167	LOC110235605	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235605
OG0005509	XP_020896733.1	XP_001636174.1	XP_022798614.1	Xe_012195	LOC110235607	TRUE	TRUE	Xe_012195	FALSE	NA	FALSE	NA	FALSE	NA
OG0005510	XP_020896734.1	XP_048586381.1	XP_022798599.1	Xe_012198	LOC110235608	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005511	XP_020896737.1	XP_048585779.1	XP_022787266.1	Xe_012026	LOC110235611	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005512	XP_020896739.1	XP_032231872.2	XP_022797651.1	Xe_012508	LOC110235613	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005513	XP_020896751.1	XP_001632217.1	XP_022796492.1	Xe_002563	LOC110235618	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005514	XP_020896752.2	XP_032237108.1	XP_022796508.1	Xe_012368	LOC110235619	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005515	XP_020896754.2	XP_032237135.2	XP_022796467.1	Xe_019408	LOC110235622	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005516	XP_020896755.1	XP_048586027.1	XP_022787154.1	Xe_012000	LOC110235623	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005517	XP_020896757.1	XP_001640531.2	XP_022796509.1	Xe_012366	LOC110235624	TRUE	TRUE	Xe_012366	FALSE	NA	FALSE	NA	FALSE	NA
OG0005518	XP_020896758.1	XP_001635091.2	XP_022788032.1	Xe_012125	LOC110235626	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005519	XP_020896759.1	XP_001640639.3	XP_022792806.1	Xe_012332	LOC110235627	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005520	XP_020896762.1	XP_048586403.1	XP_022791010.1	Xe_015553	LOC110235629	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005521	XP_020896764.1	XP_032237128.1	XP_022799080.1	Xe_011916	LOC110235632	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005522	XP_020896765.1	XP_032227227.2	XP_022779418.1	Xe_012385	LOC110235633	TRUE	TRUE	Xe_012385	FALSE	NA	FALSE	NA	FALSE	NA
OG0005523	XP_020896769.1	XP_032235767.1	XP_022801595.1	Xe_012103	LOC110235636	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005524	XP_020896775.1	XP_048580735.1	XP_022778260.1, XP_022810306.1	NA	LOC110235643	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005525	XP_020896777.1	XP_001625120.2	XP_022796473.1	Xe_012159	LOC110235645	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005526	XP_020896778.2	XP_048576357.1	XP_022797561.1	Xe_022066	LOC110235642	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005527	XP_020896781.1	XP_001625345.1	XP_022787180.1	Xe_012464	LOC110235648	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005528	XP_020896787.1	XP_032221661.2	XP_022806788.1	Xe_022030	LOC110235652	TRUE	FALSE	NA	TRUE	XP_022806788.1	FALSE	NA	FALSE	NA
OG0005529	XP_020896790.1	XP_001640605.1	XP_022789104.1	Xe_015822	LOC110235655	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005530	XP_020896792.1	XP_032227506.1	XP_022806437.1	Xe_011979	LOC110235657	TRUE	TRUE	Xe_011979	FALSE	NA	FALSE	NA	FALSE	NA
OG0005531	XP_020896794.1	XP_001624361.1	XP_022806430.1	Xe_011978	LOC110235660	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005532	XP_020896801.1	XP_001632316.3	XP_022803511.1	Xe_012080	LOC110235666	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005533	XP_020896820.2	XP_032239841.2	XP_022785168.1	Xe_014891	LOC110235679	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005534	XP_020896821.1	XP_001631143.3	XP_022803298.1	Xe_012102	LOC110235683	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005535	XP_020896823.1	XP_001640600.1, XP_032221803.1	XP_022796824.1	NA	LOC110235685	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005536	XP_020896834.1	XP_001640651.1	XP_022787420.1	Xe_012492	LOC110235695	TRUE	TRUE	Xe_012492	FALSE	NA	FALSE	NA	FALSE	NA
OG0005537	XP_020896841.1	XP_001624055.1	XP_022793090.1	Xe_005010	LOC110235702	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005538	XP_020896843.1	XP_048585854.1	XP_022779422.1	Xe_012383	LOC110235704	TRUE	TRUE	Xe_012383	FALSE	NA	FALSE	NA	FALSE	NA
OG0005539	XP_020896847.1	XP_032227239.2	XP_022779474.1	Xe_012384	LOC110235706	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005540	XP_020896848.1	XP_001632270.2	XP_022784302.1	Xe_012251	LOC110235707	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005541	XP_020896849.1	XP_001632224.2	XP_022784304.1	Xe_012252	LOC110235708	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005542	XP_020896867.1	XP_048585919.1	XP_022786278.1	Xe_008804	LOC110235723	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005543	XP_020896877.1	XP_001634252.2	XP_022804334.1	Xe_009187	LOC110235728	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005544	XP_020896886.1	XP_001624181.2	XP_022782289.1	Xe_012081	LOC110235738	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005545	XP_020896887.1	XP_048579486.1	XP_022791656.1	Xe_022182	LOC110235735	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005546	XP_020896889.1	XP_001632254.2	XP_022790935.1	Xe_012268	LOC110235740	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005547	XP_020896898.1	XP_001641161.2	XP_022797589.1	Xe_022215	LOC110235745	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005548	XP_020896902.1	XP_048586353.1	XP_022800729.1	Xe_012011	LOC110235750	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005549	XP_020896903.1	XP_032233626.2, XP_032234545.2	XP_022788062.1	NA	LOC110235751	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005550	XP_020896904.1	XP_001631203.1	XP_022788070.1	Xe_023282	LOC110235752	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235752
OG0005551	XP_020896905.1	XP_001632219.1	XP_022799047.1	Xe_012426	LOC110235753	TRUE	TRUE	Xe_012426	FALSE	NA	FALSE	NA	FALSE	NA
OG0005552	XP_020896910.1	XP_048585923.1	XP_022798615.1	Xe_012163	LOC110235758	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005553	XP_020896916.1	XP_032228667.2	XP_022787181.1	Xe_014458	LOC110235763	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005554	XP_020896919.1	XP_032237143.1	XP_022803508.1	Xe_012306	LOC110235766	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235766
OG0005555	XP_020896926.1	XP_001630201.2	XP_022777429.1	Xe_012351	LOC110235772	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005556	XP_020896937.1, XP_020905625.1, XP_028516255.1, XP_028516256.1	NA	NA	NA	LOC110235782, LOC110243830, LOC110243827, LOC110243828	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005557	XP_020896953.1	XP_032221663.2	XP_022791031.1	Xe_012266	LOC110235797	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005558	XP_020896957.1	XP_001622870.2	XP_022787209.1	Xe_006099	LOC110235801	TRUE	TRUE	Xe_006099	FALSE	NA	FALSE	NA	FALSE	NA
OG0005559	XP_020896964.1	XP_001638817.3	XP_022806418.1	Xe_012036	LOC110235807	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005560	XP_020896969.1	XP_001634972.2	XP_022797580.1	Xe_021178	LOC110235809	TRUE	TRUE	Xe_021178	FALSE	NA	FALSE	NA	FALSE	NA
OG0005561	XP_020896976.1	XP_048586566.1	XP_022778069.1, XP_022800352.1	NA	LOC110235819	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005562	XP_020896988.1	XP_048579484.1	XP_022794613.1	Xe_022082	LOC110235827	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005563	XP_020896994.1	XP_048585707.1	XP_022803601.1	Xe_011955	LOC110235836	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	LOC110235836
OG0005564	XP_020897002.1	XP_032221707.2	XP_022794350.1	Xe_012023	LOC110235844	TRUE	TRUE	Xe_012023	FALSE	NA	FALSE	NA	FALSE	NA
OG0005565	XP_020897018.1, XP_028513941.1	XP_048576614.1, XP_048576617.1	NA	NA	LOC110235884, LOC114574742	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005566	XP_020897026.1	XP_001635706.2	XP_022781463.1	Xe_016204	LOC110235893	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005567	XP_020897029.1	XP_048584967.1	XP_022792680.1	Xe_013929	LOC110235896	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005568	XP_020897033.2	XP_048585179.1	XP_022781590.1	Xe_013095	LOC110235901	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005569	XP_020897034.1	XP_001635169.1	XP_022779415.1	Xe_013890	LOC110235902	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005570	XP_020897037.1	XP_001634826.2	XP_022779075.1	Xe_013067	LOC110235904	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005571	XP_020897049.1	XP_032233030.2	XP_022797201.1	Xe_013081	LOC110235916	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005572	XP_020897051.1	XP_032240642.2	XP_022784684.1	Xe_013064	LOC110235918	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005573	XP_020897052.1	XP_001635272.1	XP_022784685.1	Xe_013829	LOC110235919	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005574	XP_020897056.2, XP_020897112.2	XP_001624437.2	XP_022791870.1	NA	LOC110235924, LOC110235976	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005575	XP_020897057.1	XP_032222537.2	XP_022779056.1	Xe_013794	LOC110235925	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005576	XP_020897059.1	XP_001625640.1	XP_022785484.1	Xe_010728	LOC110235926	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005577	XP_020897060.1	XP_001623179.1	XP_022783710.1	Xe_013228	LOC110235927	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005578	XP_020897061.1	XP_032222071.2	XP_022806984.1	Xe_013838	LOC110235928	TRUE	TRUE	Xe_013838	FALSE	NA	FALSE	NA	TRUE	LOC110235928
OG0005579	XP_020897062.1, XP_020910324.1, XP_020911642.2	XP_001626521.2	NA	NA	LOC110235929, LOC110248165, LOC110249412	FALSE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005580	XP_020897065.1	XP_001640776.3	XP_022792712.1	Xe_013982	LOC110235932	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005581	XP_020897071.1	XP_048584811.1	XP_022781670.1	Xe_013094	LOC110235937	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005582	XP_020897074.1	XP_001635219.2	XP_022779411.1	Xe_013784	LOC110235939	TRUE	TRUE	Xe_013784	FALSE	NA	FALSE	NA	FALSE	NA
OG0005583	XP_020897076.1	XP_001630958.2	XP_022783167.1	Xe_011661	LOC110235940	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
OG0005584	XP_020897078.1	XP_048578232.1	XP_022785497.1	Xe_028936	LOC110235943	TRUE	TRUE	Xe_028936	FALSE	NA	FALSE	NA	FALSE	NA
OG0005585	XP_020897080.1	NA	XP_022780385.1, XP_022780427.1	Xe_016423	LOC110235944	FALSE	TRUE	Xe_016423	FALSE	NA	FALSE	NA	FALSE	NA
OG0005586	XP_020897083.1	XP_048584835.1	XP_022795715.1	Xe_013118	LOC110235945	TRUE	TRUE	Xe_013118	FALSE	NA	FALSE	NA	FALSE	NA
OG0005587	XP_020897084.1	XP_001639706.3	XP_022795707.1	Xe_013910	LOC110235946	TRUE	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
