Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	4	4
OG0001396	3	3
OG0001397	6	6
OG0001398	3	3
OG0001399	6	6
OG0001400	4	4
OG0001401	4	4
OG0001402	1	1
OG0001403	5	5
OG0001404	5	5
OG0001405	4	4
OG0001406	5	5
OG0001407	6	6
OG0001408	5	5
OG0001409	6	6
OG0001410	4	4
OG0001411	4	4
OG0001412	4	4
OG0001413	5	5
OG0001414	4	4
OG0001415	7	7
OG0001416	1	1
OG0001417	2	2
OG0001418	4	4
OG0001419	5	5
OG0001420	4	4
OG0001421	2	2
OG0001422	3	3
OG0001423	5	5
OG0001424	6	6
OG0001425	4	4
OG0001426	4	4
OG0001427	4	4
OG0001428	2	2
OG0001429	5	5
OG0001430	4	4
OG0001431	4	4
OG0001432	3	3
OG0001433	3	2
OG0001434	2	2
OG0001435	4	4
OG0001436	4	4
OG0001437	4	4
OG0001438	6	6
OG0001439	4	4
OG0001440	4	4
OG0001441	4	4
OG0001442	1	1
OG0001443	6	6
OG0001444	4	4
OG0001445	3	3
OG0001446	2	2
OG0001447	1	1
OG0001448	2	2
OG0001449	2	2
OG0001450	3	3
OG0001451	5	5
OG0001452	4	4
OG0001453	7	7
OG0001454	5	5
OG0001455	5	5
OG0001456	4	4
OG0001457	4	4
OG0001458	4	4
OG0001459	5	5
OG0001460	4	4
OG0001461	2	2
OG0001462	5	5
OG0001463	2	2
OG0001464	3	3
OG0001465	1	1
OG0001466	4	4
OG0001467	1	1
OG0001468	4	4
OG0001469	1	1
OG0001470	6	6
OG0001471	4	4
OG0001472	4	4
OG0001473	2	2
OG0001474	7	7
OG0001475	3	3
OG0001476	6	6
OG0001477	4	3
OG0001478	4	4
OG0001479	1	1
OG0001480	3	3
OG0001481	3	3
OG0001482	6	6
OG0001483	5	5
OG0001484	2	2
OG0001485	5	5
OG0001486	2	2
OG0001487	2	2
OG0001488	4	4
OG0001489	3	3
OG0001490	6	6
OG0001491	5	5
OG0001492	5	5
OG0001493	4	4
OG0001494	5	5
OG0001495	6	6
OG0001496	3	3
OG0001497	2	2
OG0001498	2	2
OG0001499	5	5
OG0001500	4	4
OG0001501	4	4
OG0001502	5	5
OG0001503	4	4
OG0001504	1	1
OG0001505	4	4
OG0001506	7	7
OG0001507	2	2
OG0001508	5	5
OG0001509	4	4
OG0001510	2	2
OG0001511	6	6
OG0001512	3	3
OG0001513	1	1
OG0001514	4	4
OG0001515	4	4
OG0001516	4	4
OG0001517	5	5
OG0001518	5	5
OG0001519	4	4
OG0001520	4	4
OG0001521	2	2
OG0001522	3	3
OG0001523	2	2
OG0001524	3	3
OG0001525	5	5
OG0001526	2	2
OG0001527	4	4
OG0001528	2	1
OG0001529	5	5
OG0001530	7	7
OG0001531	4	4
OG0001532	6	6
OG0001533	5	5
OG0001534	5	5
OG0001535	5	5
OG0001536	6	6
OG0001537	3	2
OG0001538	1	1
OG0001539	2	2
OG0001540	4	4
OG0001541	4	4
OG0001542	4	4
OG0001543	2	2
OG0001544	4	4
OG0001545	4	4
OG0001546	4	4
OG0001547	5	5
OG0001548	4	4
OG0001549	3	3
OG0001550	4	4
OG0001551	4	4
OG0001552	4	4
OG0001553	4	4
OG0001554	3	3
OG0001555	2	2
OG0001556	3	3
OG0001557	5	5
OG0001558	3	1
OG0001559	3	3
OG0001560	2	2
OG0001561	3	3
OG0001562	4	4
OG0001563	6	6
OG0001564	4	4
OG0001565	4	4
OG0001566	4	4
OG0001567	6	6
OG0001568	6	6
OG0001569	5	5
OG0001570	5	5
OG0001571	4	4
OG0001572	3	3
OG0001573	6	6
OG0001574	2	2
OG0001575	6	6
OG0001576	4	4
OG0001577	5	5
OG0001578	6	6
OG0001579	3	3
OG0001580	4	4
OG0001581	4	4
OG0001582	5	5
OG0001583	6	6
OG0001584	4	4
OG0001585	7	7
OG0001586	7	7
OG0001587	6	6
OG0001588	5	5
OG0001589	7	7
OG0001590	7	7
OG0001591	7	7
OG0001592	7	7
OG0001593	6	6
OG0001594	7	7
OG0001595	6	6
OG0001596	6	6
OG0001597	7	7
OG0001598	6	6
OG0001599	6	6
OG0001600	6	6
OG0001601	7	7
OG0001602	7	7
OG0001603	7	7
OG0001604	7	7
OG0001605	7	7
OG0001606	7	7
OG0001607	7	7
OG0001608	7	7
OG0001609	7	7
OG0001610	7	7
OG0001611	7	7
OG0001612	6	6
OG0001613	7	7
OG0001614	7	7
OG0001615	7	7
OG0001616	7	7
OG0001617	7	7
OG0001618	7	7
OG0001619	7	7
OG0001620	7	7
OG0001621	7	7
OG0001622	5	5
OG0001623	7	7
OG0001624	6	6
OG0001625	6	6
OG0001626	6	6
OG0001627	7	7
OG0001628	7	7
OG0001629	7	7
OG0001630	7	7
OG0001631	7	7
OG0001632	7	7
OG0001633	7	7
OG0001634	7	7
OG0001635	7	7
OG0001636	7	7
OG0001637	7	7
OG0001638	7	7
OG0001639	7	7
OG0001640	7	7
OG0001641	7	7
OG0001642	7	7
OG0001643	7	7
OG0001644	7	7
OG0001645	7	7
OG0001646	7	7
OG0001647	7	7
OG0001648	7	7
OG0001649	7	7
OG0001650	7	7
OG0001651	7	7
OG0001652	7	7
OG0001653	7	7
OG0001654	7	7
OG0001655	7	7
OG0001656	7	7
OG0001657	7	7
OG0001658	7	7
OG0001659	7	7
OG0001660	7	7
OG0001661	7	7
OG0001662	7	7
OG0001663	7	7
OG0001664	7	7
OG0001665	7	7
OG0001666	7	7
OG0001667	7	7
OG0001668	7	7
OG0001669	7	7
OG0001670	7	7
OG0001671	7	7
OG0001672	3	3
OG0001673	5	5
OG0001674	4	4
OG0001675	3	3
OG0001676	1	1
OG0001677	1	1
OG0001678	3	3
OG0001679	2	2
OG0001680	6	6
OG0001681	3	3
OG0001682	2	2
OG0001683	1	1
OG0001684	4	4
OG0001685	6	6
OG0001686	1	1
OG0001687	1	1
OG0001688	3	3
OG0001689	3	3
OG0001690	3	3
OG0001691	4	4
OG0001692	2	2
OG0001693	6	6
OG0001694	3	3
OG0001695	5	5
OG0001696	4	4
OG0001697	6	6
OG0001698	2	2
OG0001699	1	1
OG0001700	2	2
OG0001701	3	3
OG0001702	4	4
OG0001703	3	3
OG0001704	3	3
OG0001705	3	3
OG0001706	2	1
OG0001707	4	4
OG0001708	3	2
OG0001709	3	3
OG0001710	1	1
OG0001711	3	3
OG0001712	3	3
OG0001713	1	1
OG0001714	3	3
OG0001715	3	3
OG0001716	3	3
OG0001717	5	5
OG0001718	4	4
OG0001719	2	2
OG0001720	6	6
OG0001721	5	5
OG0001722	4	4
OG0001723	3	3
OG0001724	5	5
OG0001725	4	4
OG0001726	6	6
OG0001727	2	2
OG0001728	2	2
OG0001729	2	2
OG0001730	3	3
OG0001731	1	1
OG0001732	3	3
OG0001733	3	3
OG0001734	4	4
OG0001735	5	5
OG0001736	6	6
OG0001737	2	2
OG0001738	3	3
OG0001739	3	3
OG0001740	3	3
OG0001741	2	2
OG0001742	1	1
OG0001743	6	6
OG0001744	3	3
OG0001745	4	4
OG0001746	1	1
OG0001747	1	1
OG0001748	3	3
OG0001749	6	6
OG0001750	3	3
OG0001751	2	2
OG0001752	3	3
OG0001753	5	5
OG0001754	6	6
OG0001755	4	4
OG0001756	2	2
OG0001757	1	1
OG0001758	2	2
OG0001759	3	3
OG0001760	3	3
OG0001761	3	3
OG0001762	3	3
OG0001763	1	1
OG0001764	4	4
OG0001765	5	5
OG0001766	2	2
OG0001767	5	5
OG0001768	3	3
OG0001769	2	2
OG0001770	3	3
OG0001771	1	1
OG0001772	3	3
OG0001773	6	6
OG0001774	3	3
OG0001775	4	4
OG0001776	3	3
OG0001777	6	6
OG0001778	5	5
OG0001779	1	1
OG0001780	3	3
OG0001781	3	3
OG0001782	1	1
OG0001783	2	1
OG0001784	5	5
OG0001785	6	6
OG0001786	3	3
OG0001787	1	1
OG0001788	6	6
OG0001789	3	3
OG0001790	3	3
OG0001791	3	3
OG0001792	1	1
OG0001793	1	1
OG0001794	2	2
OG0001795	1	1
OG0001796	1	1
OG0001797	3	3
OG0001798	1	1
OG0001799	4	4
OG0001800	1	1
OG0001801	3	3
OG0001802	1	1
OG0001803	3	3
OG0001804	2	2
OG0001805	1	1
OG0001806	4	4
OG0001807	4	4
OG0001808	1	1
OG0001809	3	3
OG0001810	4	4
OG0001811	4	4
OG0001812	5	5
OG0001813	6	6
OG0001814	5	5
OG0001815	1	1
OG0001816	4	4
OG0001817	1	1
OG0001818	1	1
OG0001819	1	1
OG0001820	3	3
OG0001821	3	3
OG0001822	3	3
OG0001823	3	3
OG0001824	1	1
OG0001825	5	5
OG0001826	3	3
OG0001827	5	5
OG0001828	3	3
OG0001829	3	3
OG0001830	3	3
OG0001831	3	2
OG0001832	5	5
OG0001833	3	3
OG0001834	2	2
OG0001835	3	3
OG0001836	3	3
OG0001837	3	3
OG0001838	1	1
OG0001839	1	1
OG0001840	3	3
OG0001841	1	1
OG0001842	3	3
OG0001843	2	2
OG0001844	3	3
OG0001845	4	4
OG0001846	1	1
OG0001847	2	2
OG0001848	3	3
OG0001849	4	4
OG0001850	1	1
OG0001851	2	2
OG0001852	4	4
OG0001853	2	2
OG0001854	5	5
OG0001855	5	5
OG0001856	3	3
OG0001857	3	3
OG0001858	5	5
OG0001859	3	3
OG0001860	2	2
OG0001861	2	2
OG0001862	1	1
OG0001863	3	3
OG0001864	4	4
OG0001865	1	1
OG0001866	3	3
OG0001867	6	6
OG0001868	3	3
OG0001869	5	5
OG0001870	2	2
OG0001871	3	3
OG0001872	3	3
OG0001873	3	3
OG0001874	3	3
OG0001875	2	2
OG0001876	3	3
OG0001877	6	6
OG0001878	4	4
OG0001879	5	5
OG0001880	3	3
OG0001881	6	6
OG0001882	4	4
OG0001883	3	3
OG0001884	1	1
OG0001885	2	2
OG0001886	2	2
OG0001887	4	4
OG0001888	4	4
OG0001889	5	5
OG0001890	3	3
OG0001891	3	3
OG0001892	4	4
OG0001893	1	1
OG0001894	2	2
OG0001895	4	4
OG0001896	3	3
OG0001897	2	2
OG0001898	1	1
OG0001899	2	2
OG0001900	5	5
OG0001901	1	1
OG0001902	1	1
OG0001903	4	4
OG0001904	3	3
OG0001905	3	3
OG0001906	4	4
OG0001907	3	3
OG0001908	5	5
OG0001909	5	5
OG0001910	6	6
OG0001911	3	3
OG0001912	3	3
OG0001913	2	2
OG0001914	4	4
OG0001915	3	3
OG0001916	3	3
OG0001917	1	1
OG0001918	3	3
OG0001919	1	1
OG0001920	4	4
OG0001921	3	3
OG0001922	3	3
OG0001923	3	3
OG0001924	1	1
OG0001925	2	2
OG0001926	6	6
OG0001927	3	3
OG0001928	1	1
OG0001929	1	1
OG0001930	2	2
OG0001931	2	2
OG0001932	3	3
OG0001933	1	1
OG0001934	3	3
OG0001935	3	3
OG0001936	1	1
OG0001937	4	4
OG0001938	3	3
OG0001939	3	3
OG0001940	2	2
OG0001941	3	3
OG0001942	2	2
OG0001943	4	4
OG0001944	3	3
OG0001945	4	4
OG0001946	3	3
OG0001947	1	1
OG0001948	3	3
OG0001949	3	3
OG0001950	4	4
OG0001951	4	4
OG0001952	3	3
OG0001953	2	2
OG0001954	2	2
OG0001955	4	4
OG0001956	3	3
OG0001957	4	4
OG0001958	2	2
OG0001959	3	3
OG0001960	3	3
OG0001961	4	4
OG0001962	3	3
OG0001963	3	3
OG0001964	3	3
OG0001965	2	2
OG0001966	4	4
OG0001967	3	3
OG0001968	4	4
OG0001969	4	4
OG0001970	2	2
OG0001971	3	3
OG0001972	3	3
OG0001973	2	2
OG0001974	1	1
OG0001975	3	3
OG0001976	4	4
OG0001977	5	5
OG0001978	3	3
OG0001979	3	3
OG0001980	3	3
OG0001981	1	1
OG0001982	5	5
OG0001983	3	3
OG0001984	1	1
OG0001985	4	4
OG0001986	2	2
OG0001987	3	3
OG0001988	3	3
OG0001989	4	4
OG0001990	3	3
OG0001991	1	1
OG0001992	3	3
OG0001993	4	4
OG0001994	4	4
OG0001995	3	3
OG0001996	5	5
OG0001997	4	4
OG0001998	6	6
OG0001999	6	6
OG0002000	6	6
OG0002001	5	5
OG0002002	6	6
OG0002003	5	5
OG0002004	3	2
OG0002005	6	6
OG0002006	6	6
OG0002007	6	6
OG0002008	6	6
OG0002009	6	6
OG0002010	6	6
OG0002011	6	6
OG0002012	6	6
OG0002013	6	6
OG0002014	5	5
OG0002015	5	5
OG0002016	5	5
OG0002017	5	5
OG0002018	5	5
OG0002019	4	4
OG0002020	6	6
OG0002021	6	6
OG0002022	6	6
OG0002023	6	6
OG0002024	4	4
OG0002025	6	6
OG0002026	5	5
OG0002027	6	6
OG0002028	6	6
OG0002029	6	6
OG0002030	6	6
OG0002031	6	6
OG0002032	6	6
OG0002033	6	6
OG0002034	6	6
OG0002035	6	6
OG0002036	6	6
OG0002037	6	6
OG0002038	6	6
OG0002039	6	6
OG0002040	5	5
OG0002041	6	6
OG0002042	5	5
OG0002043	6	6
OG0002044	6	6
OG0002045	6	6
OG0002046	6	6
OG0002047	6	6
OG0002048	6	6
OG0002049	6	6
OG0002050	5	5
OG0002051	6	6
OG0002052	6	6
OG0002053	6	6
OG0002054	5	5
OG0002055	5	5
OG0002056	5	5
OG0002057	5	5
OG0002058	5	5
OG0002059	6	6
OG0002060	6	6
OG0002061	6	6
OG0002062	6	6
OG0002063	6	6
OG0002064	6	6
OG0002065	6	6
OG0002066	6	6
OG0002067	6	6
OG0002068	6	6
OG0002069	6	6
OG0002070	6	6
OG0002071	6	6
OG0002072	6	6
OG0002073	6	6
OG0002074	6	6
OG0002075	6	6
OG0002076	6	6
OG0002077	6	6
OG0002078	6	6
OG0002079	6	6
OG0002080	6	6
OG0002081	6	6
OG0002082	6	6
OG0002083	6	6
OG0002084	6	6
OG0002085	6	6
OG0002086	6	6
OG0002087	6	6
OG0002088	6	6
OG0002089	6	6
OG0002090	6	6
OG0002091	6	6
OG0002092	6	6
OG0002093	6	6
OG0002094	6	6
OG0002095	6	6
OG0002096	6	6
OG0002097	6	6
OG0002098	6	6
OG0002099	6	6
OG0002100	6	6
OG0002101	6	6
OG0002102	6	6
OG0002103	6	6
OG0002104	6	6
OG0002105	6	6
OG0002106	6	6
OG0002107	6	6
OG0002108	6	6
OG0002109	6	6
OG0002110	2	2
OG0002111	2	2
OG0002112	5	5
OG0002113	5	5
OG0002114	2	2
OG0002115	2	2
OG0002116	4	4
OG0002117	2	2
OG0002118	2	2
OG0002119	3	3
OG0002120	2	2
OG0002121	3	3
OG0002122	2	2
OG0002123	3	3
OG0002124	2	2
OG0002125	4	4
OG0002126	3	3
OG0002127	3	3
OG0002128	3	3
OG0002129	5	5
OG0002130	2	2
OG0002131	2	2
OG0002132	3	3
OG0002133	3	3
OG0002134	1	1
OG0002135	1	1
OG0002136	1	1
OG0002137	2	2
OG0002138	4	4
OG0002139	2	2
OG0002140	2	2
OG0002141	1	1
OG0002142	2	2
OG0002143	2	2
OG0002144	2	2
OG0002145	2	2
OG0002146	2	2
OG0002147	2	2
OG0002148	3	3
OG0002149	1	1
OG0002150	3	3
OG0002151	1	1
OG0002152	2	2
OG0002153	4	4
OG0002154	1	1
OG0002155	1	1
OG0002156	2	2
OG0002157	1	1
OG0002158	1	1
OG0002159	2	2
OG0002160	4	4
OG0002161	2	2
OG0002162	2	2
OG0002163	4	4
OG0002164	1	1
OG0002165	1	1
OG0002166	2	2
OG0002167	4	4
OG0002168	4	4
OG0002169	4	4
OG0002170	2	2
OG0002171	3	3
OG0002172	2	2
OG0002173	2	2
OG0002174	4	4
OG0002175	2	2
OG0002176	2	2
OG0002177	3	3
OG0002178	2	2
OG0002179	3	3
OG0002180	2	2
OG0002181	1	1
OG0002182	2	2
OG0002183	3	3
OG0002184	2	2
OG0002185	1	1
OG0002186	2	2
OG0002187	2	2
OG0002188	2	2
OG0002189	3	3
OG0002190	2	2
OG0002191	5	5
OG0002192	2	2
OG0002193	2	2
OG0002194	1	1
OG0002195	2	2
OG0002196	2	2
OG0002197	2	2
OG0002198	2	2
OG0002199	4	4
OG0002200	1	1
OG0002201	3	3
OG0002202	2	2
OG0002203	2	2
OG0002204	2	2
OG0002205	2	2
OG0002206	2	2
OG0002207	1	1
OG0002208	2	2
OG0002209	2	2
OG0002210	2	2
OG0002211	2	2
OG0002212	5	5
OG0002213	2	2
OG0002214	1	1
OG0002215	5	5
OG0002216	3	3
OG0002217	1	1
OG0002218	3	3
OG0002219	2	2
OG0002220	2	2
OG0002221	3	3
OG0002222	2	2
OG0002223	1	1
OG0002224	2	2
OG0002225	2	2
OG0002226	2	2
OG0002227	3	3
OG0002228	4	4
OG0002229	2	2
OG0002230	2	2
OG0002231	5	5
OG0002232	2	2
OG0002233	2	2
OG0002234	2	2
OG0002235	3	3
OG0002236	2	2
OG0002237	5	5
OG0002238	2	2
OG0002239	4	4
OG0002240	5	5
OG0002241	1	1
OG0002242	2	2
OG0002243	2	2
OG0002244	2	2
OG0002245	3	3
OG0002246	2	2
OG0002247	1	1
OG0002248	2	2
OG0002249	2	2
OG0002250	3	3
OG0002251	1	1
OG0002252	2	2
OG0002253	2	2
OG0002254	1	1
OG0002255	2	2
OG0002256	3	3
OG0002257	2	2
OG0002258	2	2
OG0002259	2	2
OG0002260	1	1
OG0002261	2	2
OG0002262	1	1
OG0002263	3	3
OG0002264	3	3
OG0002265	2	2
OG0002266	3	3
OG0002267	3	3
OG0002268	2	2
OG0002269	3	3
OG0002270	2	2
OG0002271	2	2
OG0002272	2	2
OG0002273	2	2
OG0002274	4	4
OG0002275	2	2
OG0002276	2	2
OG0002277	2	2
OG0002278	2	2
OG0002279	5	5
OG0002280	5	5
OG0002281	2	2
OG0002282	2	2
OG0002283	2	2
OG0002284	2	2
OG0002285	1	1
OG0002286	2	2
OG0002287	2	2
OG0002288	2	2
OG0002289	2	2
OG0002290	2	2
OG0002291	2	2
OG0002292	3	3
OG0002293	2	2
OG0002294	2	2
OG0002295	2	2
OG0002296	4	4
OG0002297	2	2
OG0002298	3	3
OG0002299	2	2
OG0002300	2	2
OG0002301	1	1
OG0002302	3	3
OG0002303	3	3
OG0002304	2	2
OG0002305	2	2
OG0002306	2	2
OG0002307	2	2
OG0002308	2	2
OG0002309	2	2
OG0002310	2	2
OG0002311	2	2
OG0002312	2	2
OG0002313	2	2
OG0002314	5	5
OG0002315	2	2
OG0002316	4	4
OG0002317	2	2
OG0002318	2	2
OG0002319	3	3
OG0002320	1	1
OG0002321	3	3
OG0002322	2	2
OG0002323	2	2
OG0002324	1	1
OG0002325	2	2
OG0002326	2	2
OG0002327	2	2
OG0002328	2	2
OG0002329	2	2
OG0002330	3	3
OG0002331	2	2
OG0002332	2	2
OG0002333	3	3
OG0002334	2	2
OG0002335	2	2
OG0002336	2	2
OG0002337	2	2
OG0002338	2	2
OG0002339	1	1
OG0002340	2	2
OG0002341	2	2
OG0002342	5	5
OG0002343	3	3
OG0002344	2	2
OG0002345	1	1
OG0002346	3	3
OG0002347	3	3
OG0002348	2	2
OG0002349	2	2
OG0002350	1	1
OG0002351	2	2
OG0002352	2	2
OG0002353	1	1
OG0002354	1	1
OG0002355	2	2
OG0002356	2	2
OG0002357	2	2
OG0002358	3	3
OG0002359	2	2
OG0002360	4	4
OG0002361	2	2
OG0002362	2	2
OG0002363	2	2
OG0002364	2	2
OG0002365	2	2
OG0002366	2	2
OG0002367	1	1
OG0002368	2	2
OG0002369	1	1
OG0002370	2	2
OG0002371	5	5
OG0002372	2	2
OG0002373	5	5
OG0002374	5	5
OG0002375	2	2
OG0002376	2	2
OG0002377	1	1
OG0002378	2	2
OG0002379	2	2
OG0002380	2	2
OG0002381	2	2
OG0002382	3	3
OG0002383	5	5
OG0002384	3	3
OG0002385	2	2
OG0002386	2	2
OG0002387	1	1
OG0002388	5	5
OG0002389	2	2
OG0002390	2	2
OG0002391	2	2
OG0002392	2	2
OG0002393	2	2
OG0002394	3	3
OG0002395	2	2
OG0002396	2	2
OG0002397	2	2
OG0002398	4	4
OG0002399	3	3
OG0002400	2	2
OG0002401	2	2
OG0002402	4	4
OG0002403	2	2
OG0002404	2	2
OG0002405	4	4
OG0002406	3	3
OG0002407	3	3
OG0002408	2	2
OG0002409	2	2
OG0002410	3	3
OG0002411	2	2
OG0002412	2	2
OG0002413	2	1
OG0002414	3	3
OG0002415	3	3
OG0002416	2	2
OG0002417	3	3
OG0002418	4	4
OG0002419	2	2
OG0002420	1	1
OG0002421	1	1
OG0002422	3	3
OG0002423	1	1
OG0002424	2	2
OG0002425	4	4
OG0002426	2	2
OG0002427	2	2
OG0002428	2	2
OG0002429	2	2
OG0002430	2	2
OG0002431	2	2
OG0002432	2	2
OG0002433	2	2
OG0002434	4	4
OG0002435	2	2
OG0002436	2	2
OG0002437	5	5
OG0002438	4	4
OG0002439	2	2
OG0002440	2	2
OG0002441	3	3
OG0002442	4	4
OG0002443	2	2
OG0002444	3	3
OG0002445	2	2
OG0002446	2	2
OG0002447	2	2
OG0002448	2	2
OG0002449	2	2
OG0002450	1	1
OG0002451	2	2
OG0002452	2	2
OG0002453	2	2
OG0002454	1	1
OG0002455	1	1
OG0002456	1	1
OG0002457	2	2
OG0002458	3	3
OG0002459	1	1
OG0002460	2	2
OG0002461	2	2
OG0002462	2	2
OG0002463	3	3
OG0002464	2	2
OG0002465	1	1
OG0002466	1	1
OG0002467	3	3
OG0002468	3	3
OG0002469	4	4
OG0002470	3	3
OG0002471	3	3
OG0002472	2	2
OG0002473	2	2
OG0002474	1	1
OG0002475	2	2
OG0002476	1	1
OG0002477	2	2
OG0002478	5	5
OG0002479	2	2
OG0002480	3	3
OG0002481	1	1
OG0002482	4	4
OG0002483	1	1
OG0002484	5	5
OG0002485	2	2
OG0002486	2	2
OG0002487	2	2
OG0002488	2	2
OG0002489	1	1
OG0002490	4	4
OG0002491	1	1
OG0002492	4	4
OG0002493	2	2
OG0002494	3	3
OG0002495	3	3
OG0002496	4	4
OG0002497	1	1
OG0002498	3	3
OG0002499	2	2
OG0002500	2	2
OG0002501	2	2
OG0002502	2	2
OG0002503	3	3
OG0002504	1	1
OG0002505	2	2
OG0002506	3	3
OG0002507	1	1
OG0002508	3	3
OG0002509	2	2
OG0002510	1	1
OG0002511	4	4
OG0002512	2	2
OG0002513	1	1
OG0002514	3	3
OG0002515	2	2
OG0002516	2	2
OG0002517	2	2
OG0002518	1	1
OG0002519	3	3
OG0002520	2	2
OG0002521	2	2
OG0002522	1	1
OG0002523	2	2
OG0002524	2	2
OG0002525	2	2
OG0002526	2	2
OG0002527	5	5
OG0002528	3	3
OG0002529	3	3
OG0002530	3	3
OG0002531	1	1
OG0002532	4	4
OG0002533	2	2
OG0002534	1	1
OG0002535	3	3
OG0002536	1	1
OG0002537	3	3
OG0002538	2	2
OG0002539	2	2
OG0002540	2	2
OG0002541	2	2
OG0002542	2	2
OG0002543	3	3
OG0002544	3	3
OG0002545	4	4
OG0002546	2	2
OG0002547	4	4
OG0002548	2	2
OG0002549	2	2
OG0002550	2	2
OG0002551	4	4
OG0002552	1	1
OG0002553	2	2
OG0002554	1	1
OG0002555	4	4
OG0002556	3	3
OG0002557	3	3
OG0002558	1	1
OG0002559	1	1
OG0002560	2	2
OG0002561	2	2
OG0002562	2	2
OG0002563	3	3
OG0002564	3	3
OG0002565	2	2
OG0002566	2	2
OG0002567	2	2
OG0002568	4	4
OG0002569	1	1
OG0002570	2	2
OG0002571	2	2
OG0002572	2	2
OG0002573	3	3
OG0002574	2	2
OG0002575	2	2
OG0002576	2	2
OG0002577	3	3
OG0002578	3	3
OG0002579	1	1
OG0002580	2	2
OG0002581	1	1
OG0002582	1	1
OG0002583	2	2
OG0002584	3	3
OG0002585	1	1
OG0002586	3	3
OG0002587	1	1
OG0002588	1	1
OG0002589	2	2
OG0002590	2	2
OG0002591	1	1
OG0002592	2	2
OG0002593	4	4
OG0002594	4	4
OG0002595	2	2
OG0002596	2	2
OG0002597	1	1
OG0002598	3	3
OG0002599	2	2
OG0002600	2	2
OG0002601	3	3
OG0002602	1	1
OG0002603	2	2
OG0002604	2	2
OG0002605	2	2
OG0002606	2	2
OG0002607	2	2
OG0002608	2	2
OG0002609	2	2
OG0002610	1	1
OG0002611	3	3
OG0002612	1	1
OG0002613	2	2
OG0002614	2	2
OG0002615	2	2
OG0002616	2	2
OG0002617	2	2
OG0002618	2	2
OG0002619	2	2
OG0002620	2	2
OG0002621	3	3
OG0002622	2	1
OG0002623	1	1
OG0002624	2	2
OG0002625	2	2
OG0002626	2	2
OG0002627	4	4
OG0002628	1	1
OG0002629	2	2
OG0002630	2	2
OG0002631	2	2
OG0002632	4	4
OG0002633	2	2
OG0002634	2	2
OG0002635	2	2
OG0002636	4	4
OG0002637	2	2
OG0002638	2	2
OG0002639	2	2
OG0002640	2	2
OG0002641	2	2
OG0002642	2	2
OG0002643	2	1
OG0002644	2	2
OG0002645	1	1
OG0002646	4	4
OG0002647	2	2
OG0002648	2	2
OG0002649	2	2
OG0002650	1	1
OG0002651	2	2
OG0002652	1	1
OG0002653	2	2
OG0002654	5	5
OG0002655	3	3
OG0002656	2	2
OG0002657	2	2
OG0002658	2	2
OG0002659	3	3
OG0002660	2	2
OG0002661	2	2
OG0002662	2	2
OG0002663	1	1
OG0002664	4	4
OG0002665	2	2
OG0002666	4	4
OG0002667	2	2
OG0002668	4	4
OG0002669	1	1
OG0002670	2	2
OG0002671	2	2
OG0002672	2	2
OG0002673	2	2
OG0002674	2	2
OG0002675	2	2
OG0002676	3	3
OG0002677	2	2
OG0002678	1	1
OG0002679	4	4
OG0002680	3	3
OG0002681	3	3
OG0002682	4	4
OG0002683	2	2
OG0002684	2	2
OG0002685	1	1
OG0002686	1	1
OG0002687	4	4
OG0002688	2	2
OG0002689	1	1
OG0002690	2	2
OG0002691	3	3
OG0002692	2	2
OG0002693	4	4
OG0002694	2	2
OG0002695	2	2
OG0002696	1	1
OG0002697	1	1
OG0002698	2	2
OG0002699	1	1
OG0002700	2	2
OG0002701	1	1
OG0002702	4	4
OG0002703	5	5
OG0002704	5	5
OG0002705	5	5
OG0002706	4	4
OG0002707	5	5
OG0002708	4	4
OG0002709	5	5
OG0002710	5	5
OG0002711	5	5
OG0002712	4	4
OG0002713	4	4
OG0002714	5	5
OG0002715	5	5
OG0002716	4	4
OG0002717	5	5
OG0002718	5	5
OG0002719	5	5
OG0002720	3	3
OG0002721	5	5
OG0002722	4	4
OG0002723	5	5
OG0002724	3	3
OG0002725	4	4
OG0002726	5	5
OG0002727	5	5
OG0002728	5	5
OG0002729	4	4
OG0002730	5	5
OG0002731	5	5
OG0002732	4	4
OG0002733	4	4
OG0002734	4	4
OG0002735	4	4
OG0002736	3	3
OG0002737	5	5
OG0002738	4	4
OG0002739	5	5
OG0002740	5	5
OG0002741	5	5
OG0002742	5	5
OG0002743	5	5
OG0002744	5	5
OG0002745	5	5
OG0002746	5	5
OG0002747	5	5
OG0002748	5	5
OG0002749	5	5
OG0002750	5	5
OG0002751	5	5
OG0002752	5	5
OG0002753	5	5
OG0002754	4	4
OG0002755	5	5
OG0002756	5	5
OG0002757	5	5
OG0002758	5	5
OG0002759	4	4
OG0002760	4	4
OG0002761	5	5
OG0002762	4	4
OG0002763	5	5
OG0002764	5	5
OG0002765	5	5
OG0002766	5	5
OG0002767	4	4
OG0002768	4	4
OG0002769	5	5
OG0002770	5	5
OG0002771	3	3
OG0002772	5	5
OG0002773	5	5
OG0002774	5	5
OG0002775	5	5
OG0002776	4	4
OG0002777	4	4
OG0002778	5	5
OG0002779	5	5
OG0002780	5	5
OG0002781	5	5
OG0002782	5	5
OG0002783	5	5
OG0002784	5	5
OG0002785	5	5
OG0002786	4	4
OG0002787	4	4
OG0002788	5	5
OG0002789	5	5
OG0002790	5	5
OG0002791	5	5
