Master.Protein.Accessions,ID,Expal4.Quality.Tier.Quality.Tier,Expal4.prot.profile.stdev,Expal4.prot.aggv.dist.mean,Expal4.prot.aggv.dist.max,Expal4.prot.nb.feats,Expal4.prot.mean.SPS.MM,Expal4.PCA.Dim.1,Expal4.PCA.Dim.2,Expal4.PCA.Dim.3,Expal4.tSNE.Dim.1,Expal4.tSNE.Dim.2,Expal4.tSNE.2D.p40.Dim.1,Expal4.tSNE.2D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.1,Expal4.tSNE.3D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.3,Expal4.umap.Dim.1,Expal4.umap.Dim.2,Expal4.umap.3D.Dim.1,Expal4.umap.3D.Dim.2,Expal4.umap.3D.Dim.3,Expal4.126,Expal4.127N,Expal4.127C,Expal4.130C,Expal4.131N,Expal4.131C,Expal4.132N,Expal4.132C,Expal4.133N,Expal4.133C,Expal4.134N,Expal4.134C,XP,pepSize,XM,geneID,gene_coords,LOC,HumanGene,signalP,Pfam,KEGG,Panther,refseq_desc,AIP,KXJ_pepSize
KXJ10401.1,Host,tier1,0.055018550326177224,0.26495543429012436,0.42777184188977196,5,80,-2.955459823,1.6342076784195798,-0.867033205,-40.13008426,-56.72752688,-29.16905788,-94.79896929,73.95199612651565,5.723028515182263,88.34563372,1.951727144,4.211608893866924,0.002449316,0.8499564239329747,4.519212020768732,0.092419019,0.06177304,0.084891799,0.055463946,0.03917078,0.035333749,0.055593456,0.051187134663189755,0.093088898,0.17749847475537314,0.2079519402232735,0.045627763,XP_020907443.1,150,XM_021051784.2,110245499,NW_018386998.1:34908-37685,LOC110245499,-,-,Usp(1),-,PTHR46989:SF3::USP_DOMAIN-CONTAINING_PROTEIN,-,AIPGENE23527,150
KXJ10413.1,Host,tier1,0.130039908,0.061463523754229164,0.077805132,3,82.5,-4.856945137,-4.632601417,-2.541964483,-23.96428794,-95.86508755,8.476558840298523,-145.759786,155.94771043895057,1.0905420920123596,38.20912715798462,1.1550187992930443,7.344214799959944,-3.083677452,-1.140075909,6.132483581908954,0.3334770608074451,0.3706404221353546,0.12780612540100084,0.037071117,0.015627379,0.00659793,0.006009183,0.006352026,0.014161362495128593,0.015518534710533436,0.036899939,0.02983892,XP_020907427.1,381,XM_021051768.1,110245484,NW_018386989.1:135288-142249,LOC110245484,-,SP(Sec/SPI),Lipase(1),"K14074:PNLIPRP1,_PLRP1;_pancreatic_lipase-related_protein_1_[EC:3.1.1.3]",PTHR11610::LIPASE,phospholipase_A1_2,AIPGENE19570,341
KXJ10443.1,Host,tier2,0.020128792,0.1920594556876752,0.1920594556876752,2,55,-0.874266488,-0.7085078,-0.790036009,3.7368383202516005,-11.3745904,5.492025964,-7.979458608,68.59395167106057,9.973750510871081,10.257127077441469,-0.070291278,0.4256656471323632,-0.28424592,-0.021249189,0.4218008657955963,0.11955420409808826,0.08773264,0.094527561,0.066728814,0.07451601,0.080936424,0.068411162,0.082179262,0.069556739,0.077955471,0.056276689,0.12162502316350349,XP_020907368.1,405,XM_021051709.1,110245428,NW_018386969.1:74464-78162,LOC110245428,-,-,Octopine_DH(1),-,PTHR38015:SF1::OCTOPINE_DH_DOMAIN-CONTAINING_PROTEIN,tauropine_dehydrogenase,AIPGENE5627,614
KXJ10453.1,Host,tier1,0.067430492,0.2437779005932248,0.2437779005932248,2,75,-3.591631472,-2.047622948,1.178239579585311,17.68293558086549,-63.76682795,60.91090355808449,-75.24592935,111.01940252773672,-11.42233735,2.4686674407795484,-1.861173295,5.123946004873496,-2.774013839,-1.158390492,4.287566064417016,0.13688613128623928,0.18899958774210113,0.1873952239803694,0.14299842512262084,0.072984185,0.013159489768260722,0.008847977,0.019723952544643632,0.052277739,0.08371109,0.08707311,0.005943088,XP_020907365.1,157,XM_021051706.1,110245425,NW_018386969.1:7108-11084,LOC110245425,-,SP(Sec/SPI),-,-,-,-,AIPGENE5624,157
KXJ10456.1,Host,tier1,0.060940846,0.2437001334199015,0.3418922943653496,5,78,-3.714814677,-0.714276495,-0.807335235,1.0636062922225284,-82.52283538,51.487023647193865,-114.533122,114.05470293764759,32.90142877338429,14.190084015239476,-0.563355549,6.543227741066168,-1.253995801,-1.718817311,5.228549350453179,0.20355717102807466,0.12285999623074485,0.15168126390412623,0.065171036,0.036696651,0.024474922696294834,0.024591524779765634,0.039747519543853006,0.076017703,0.091685379,0.14777494681327247,0.015741886351305332,XP_020907376.1,162,XM_021051717.2,110245436,NW_018386969.1:65815-74400,LOC110245436,-,-,Cofilin_ADF(1),K05765:CFL;_cofilin,PTHR11913:SF12::ADF-H_DOMAIN-CONTAINING_PROTEIN-RELATED,cofilin,AIPGENE5630,162
KXJ10460.1,Host,tier1,0.052513877,NA,NA,1,90,-3.05293867,0.7676437274432344,0.5120927590845384,-26.91533819,-67.26624126,-6.379722119,-104.2253293,100.49492751853768,-11.55635938,61.25141441482645,1.0609985020826214,4.793365296487967,-1.279209503,0.599049137,4.528527217486111,0.078489692,0.10958348330606682,0.17264522842287647,0.071421022,0.097689462,0.029965641,0.017475247648835148,0.031628545980037275,0.1062535307991267,0.1493510286593946,0.12283670544161168,0.012660413375268919,XP_020907351.2,740,XM_021051692.2,110245412,NW_018386960.1:129596-141947,LOC110245412,-,-,"TFR_dimer(1),PA(1),Peptidase_M28(1)",-,PTHR10404::N-ACETYLATED-ALPHA-LINKED_ACIDIC_DIPEPTIDASE,glutamate_carboxypeptidase_2,AIPGENE22134,468
KXJ10479.1,Host,tier1,0.076537672,NA,NA,1,80,-3.213962295,-0.230078032,-1.286151637,6.409949523,-92.31562854,49.15164139976638,-126.6160867,109.49616190942375,48.935315518730306,13.667760193474797,-0.59912445,7.104959819998111,-1.034931693,-2.261061679,5.375889334,0.2929696187939004,0.07509218,0.073887231,0.061449592,0.042914249,0.029556349,0.023188020999834084,0.056871902,0.090949676,0.069067584,0.1648235900009754,0.019230006510953926,XP_020907324.1,442,XM_021051665.2,110245386,NW_018386950.1:147482-158688,LOC110245386,TAF15,-,"RRM_1(1),zf-RanBP(1)","K13098:TLS,_FUS;_RNA-binding_protein_FUS",PTHR23238::RNA_BINDING_PROTEIN,RNA-binding_protein_FUS,AIPGENE9904,442
KXJ10489.1,Host,tier1,0.076703623,0.1694694174206108,0.3294333922702741,8,81.66666666666667,-3.807075212,-0.327284516,-0.862479414,-26.07266238,-82.76287919,2.456274012995665,-126.5582587,133.79408557496942,-3.045637192,46.36690121048471,1.1776572472424718,6.190826479,-2.127644583,-0.256936525,5.504276635101547,0.050781664,0.2937067540564433,0.10322304587750984,0.0573124,0.042857329,0.018830984,0.020789472234964287,0.039465917308846875,0.08082177,0.14900169380524367,0.104007482,0.039201486530633725,XP_020907325.1,384,XM_021051666.2,110245387,NW_018386950.1:174764-179318,LOC110245387,-,SP(Sec/SPI),"EF-hand_5(5),EF-hand_7(2)",K23901:CALU;_calumenin,PTHR10827:SF78::RETICULOCALBIN-2,calumenin-A,AIPGENE9905,384
KXJ10493.1,Host,tier1,0.053501001924732616,0.15480139691721492,0.20671126739751097,3,80,-3.566865198,0.38997889778962336,-0.945243599,-19.54489064,-73.24238682,9.460944315246227,-110.5443197,109.60658972380035,6.740440034611614,49.02745842420379,0.7148969441005333,5.561468202460394,-1.376435628,-0.338990091,5.053458934974762,0.12383855094431162,0.1533719596868187,0.13413648828445784,0.044266488,0.048564069421060306,0.029804093,0.035783089,0.033710078,0.093925839,0.1678280661572781,0.1136169870442203,0.021154292060342157,XP_020907331.2,381,XM_021051672.2,110245393,NW_018386950.1:170432-174326,LOC110245393,-,-,PTE(1),"K07048:PTER,_php;_phosphotriesterase-related_protein",PTHR10819::PHOSPHOTRIESTERASE-RELATED,phosphotriesterase-related_protein-like_isoform_X1,AIPGENE9906,737
KXJ10501.1,Host,tier2,0.050729829430639486,NA,NA,1,60,-2.214544853,-0.359736722,2.3194750059455314,9.735510494,-44.9252383,43.89200785548743,-52.39423342,87.14016711141984,-25.02586976,17.01297330245485,-1.197110066,3.7812149953179106,-2.340148414,-0.233672256,3.318107799211351,0.080203774,0.091718067,0.17033059790068608,0.1706115510758943,0.099749603,0.032229867,0.021463498650001914,0.058290518,0.10194445791404486,0.071578045,0.090457536,0.011422485411023128,XP_020907310.1,188,XM_021051651.2,110245372,NW_018386941.1:87193-90682,LOC110245372,-,SP(Sec/SPI),-,"K01953:asnB,_ASNS;_asparagine_synthase_(glutamine-hydrolysing)_[EC:6.3.5.4]",-,-,AIPGENE18767,188
KXJ10516.1,Host,tier2,0.052691873,0.23681593540123363,0.3067667252965723,3,60,-2.927514688,-0.010706009,-0.047717248,-25.85623128,-56.82507001,23.95937479741094,-115.1996658,96.48458631,30.983651705040653,42.011322557885926,0.8184904575927865,4.850088566321303,-0.436971305,-0.354282047,4.492788994433836,0.12446564917576583,0.10328251756364427,0.1015033369308277,0.09160454,0.062021105,0.032128464,0.032806377,0.048831507,0.062270609387080726,0.097022837,0.21585777325014796,0.028205284,XP_028516754.1,1372,XM_028660953.1,110245354,NW_018386935.1:158536-179369,LOC110245354,EDC4,-,"WD40(1),Ge1_WD40(1)",K12616:EDC4;_enhancer_of_mRNA-decapping_protein_4,PTHR15598:SF5::ENHANCER_OF_MRNA-DECAPPING_PROTEIN_4,enhancer_of_mRNA-decapping_protein_4,AIPGENE5400,953
KXJ10517.1,Host,tier1,0.018027755,NA,NA,1,70,-1.200426036,-0.550444477,-0.395892071,-1.988609487,-55.08721795,32.723055605353125,-76.49000816,73.32304327931946,10.602360004159673,10.220411954153088,-0.621614117,4.5932774727882935,-1.325919671,-1.141751802,3.3291565810105332,0.11318319670693942,0.10588880656417758,0.10944392211130032,0.068788051,0.08412153,0.063741843,0.094959133,0.063409452,0.076143172,0.072980575,0.070531072,0.076809245,XP_020907286.1,825,XM_021051627.2,110245349,NW_018386935.1:137710-156558,LOC110245349,WWP1,-,"HECT(1),C2(1),WW(4)","K05633:WWP1,_AIP5;_NEDD4-like_E3_ubiquitin-protein_ligase_WWP1_[EC:2.3.2.26]",PTHR11254:SF299::NEDD4-LIKE_E3_UBIQUITIN-PROTEIN_LIGASE_WWP1,NEDD4-like_E3_ubiquitin-protein_ligase_WWP1,AIPGENE5397,825
KXJ10522.1,Host,tier1,0.015091263099285625,NA,NA,1,70,-0.822530392,-0.047042538,0.36567738076906775,1.4161257554063342,-14.81138281,4.234902476701602,-12.82480821,55.964686226144195,-5.830567259,20.71386569231881,-0.094712665,1.364358472,-1.271376664,-0.272610163,2.357971017318647,0.057961731300072705,0.080582984,0.11708090353166622,0.096992347,0.087028106,0.073606956,0.081283113,0.083178276,0.089771772,0.084265508,0.064023731,0.084224572,XP_020907296.1,555,XM_021051637.2,110245357,NW_018386935.1:78730-85023,LOC110245357,CTNNBL1,-,CTNNBL(1),K12864:CTNNBL1;_beta-catenin-like_protein_1,PTHR14978:SF4::BETA-CATENIN-LIKE_PROTEIN_1,beta-catenin-like_protein_1,AIPGENE5394,555
KXJ10547.1,Host,tier1,0.054721237790030706,0.20155304823081008,0.3579498031665829,8,82,-2.847770855,2.227139985980932,-1.328405001,-33.3205275,-61.9363489,-17.42597044,-96.73976093,89.47081505341919,17.380383372684268,57.65773424400984,1.2489019721514714,4.691428642724076,-0.260082302,0.073783228,4.488479681674702,0.15271704136831726,0.066469943,0.05307098,0.037659245,0.038398468,0.028902485810055563,0.041726549,0.085574929,0.13940478800803213,0.15576775764868758,0.16784261115448715,0.032465201365354635,XP_020907141.1,205,XM_021051482.2,110245218,NW_018386919.1:53050-56881,LOC110245218,RAB7A,-,"Roc(1),MMR_HSR1(1),Arf(1),Gtr1_RagA(1),Ras(1)",K07897:RAB7A;_Ras-related_protein_Rab-7A,"PTHR47981:SF3::RAB7B,_MEMBER_RAS_ONCOGENE_FAMILY-RELATED",ras-related_protein_Rab-7a,AIPGENE5165,218
KXJ10554.1,Host,tier1,0.061672978,0.14803373208046988,0.14803373208046988,2,80,-3.378215809,-1.794192873,-0.407266491,19.449397648637238,-69.1952226,70.97126889605842,-82.02911322,121.33920448879927,4.563404577,-1.084851428,-1.799529559,5.7583549280637545,-2.634371422,-1.444219186,4.898242353549673,0.1639381033618064,0.1953259280195039,0.17924945608255666,0.075509647,0.052100547,0.026425099828247027,0.023709185749095987,0.051094676421622326,0.064305995,0.062610701,0.085130376,0.020600284587123457,XP_028516713.1,497,XM_028660912.1,110245217,NW_018386919.1:48031-51497,LOC110245217,ALDH5A1,-,Aldedh(1),K00139:ALDH5A1;_succinate-semialdehyde_dehydrogenase_[EC:1.2.1.24],"PTHR43353:SF5::SUCCINATE-SEMIALDEHYDE_DEHYDROGENASE,_MITOCHONDRIAL","succinate-semialdehyde_dehydrogenase,_mitochondrial",AIPGENE5166,497
KXJ10558.1,Host,tier1,0.022829668,0.16781315515696482,0.21158360788228112,4,76,-1.372208067,0.7799532774039152,-0.331761583,-11.11337935,-42.56727325,12.52226972848033,-68.53575742,59.905788972641346,3.3698954800363055,38.62314955375755,0.43222977605595236,3.7418413485630206,-0.572447266,-0.078805991,3.168045453029146,0.10114027599210462,0.060336141,0.067225557,0.078731851,0.07088405,0.056408216,0.065532958,0.087950948,0.096939506,0.096616349,0.138248221,0.079985928,XP_020907134.1,152,XM_021051475.2,110245209,NW_018386919.1:26729-28917,LOC110245209,UBE2N,-,UQ_con(1),"K10580:UBE2N,_BLU,_UBC13;_ubiquitin-conjugating_enzyme_E2_N_[EC:2.3.2.23]",PTHR24068:SF152::UBIQUITIN-CONJUGATING_ENZYME_E2_N,ubiquitin-conjugating_enzyme_E2_N,AIPGENE5162,152
KXJ10562.1,Host,tier2,0.030147575,0.11535276186467344,0.14148419631395176,3,56.666666666666664,-1.41887034,-0.582962268,-0.584984354,-4.210814425,-58.52868744,29.759169175716256,-74.73467334,71.38168362965565,18.56052596370048,10.874342621730083,-0.545773039,4.984178962367634,-1.174582014,-1.448104699,3.6542580808574137,0.17207872221226458,0.088716652,0.085311147,0.078765225,0.072114715,0.053412509,0.061426960685286844,0.091045719,0.082112404,0.064053523,0.077841208,0.073121215,XP_020907142.1,185,XM_021051483.2,110245219,NW_018386919.1:61872-64958,LOC110245219,ARL8A,-,"SRPRB(1),Gtr1_RagA(1),Arf(1),Ras(1),MMR_HSR1(1),Roc(1)",K07955:ARL8;_ADP-ribosylation_factor-like_protein_8,PTHR45732:SF16::SUBFAMILY_NOT_NAMED,ADP-ribosylation_factor-like_protein_8A,AIPGENE5172,185
KXJ10564.1,Host,tier1,0.033705301,0.11195447727175843,0.11195447727175843,2,90,-1.481367843,0.9991307944752695,1.319899489774239,-15.50381494,-35.8226771,2.9898884823163843,-59.84233074,61.22527136,-15.0039295,40.22945977695111,0.20502707267915454,2.7676308598108452,-1.142362363,0.5396681517585424,2.693493129341247,0.059030037,0.04909125,0.084594297,0.14564009125909713,0.077835698,0.047626371548256365,0.050564664,0.08195107,0.11389466862017916,0.094486506,0.13637778483697485,0.058907561,XP_020907131.1,417,XM_021051472.2,110245205,NW_018386919.1:33508-36107,LOC110245205,AMT,-,"GCV_T_C(1),GCV_T(1)","K00605:gcvT,_AMT;_glycine_cleavage_system_T_protein_(aminomethyltransferase)_[EC:2.1.2.10]","PTHR43757:SF2::AMINOMETHYLTRA:SFERASE,_MITOCHONDRIAL","aminomethyltransferase,_mitochondrial",AIPGENE5160,417
KXJ10566.1,Host,tier2,0.095873211,NA,NA,1,60,0.19149281305942956,-2.025352217,5.552477111872549,15.851414007266388,-30.80652607,3.582004340000076,-37.59558547,58.59503241109809,-50.51233585,34.133941116243506,-1.172238221,2.6421634822459934,-2.449135962,0.5062093263962897,2.4200790389947127,0.060673426,0.024669228417834883,0.045542481556506226,0.37270636938717666,0.13406044828065755,0.083489908,0.068919462,0.046853261,0.033336802,0.045652307,0.058605375,0.025490930842385053,XP_020907086.1,242,XM_021051427.2,110245167,NW_018386910.1:114404-116574,LOC110245167,DNAJC9,-,DnaJ(1),K09529:DNAJC9;_DnaJ_homolog_subfamily_C_member_9,PTHR44144:SF1::DNAJ_HOMOLOG_SUBFAMILY_C_MEMBER_9,dnaJ_homolog_subfamily_C_member_9,AIPGENE2309,205
KXJ10569.1,Host,tier1,0.078642859,NA,NA,1,70,-3.676261202,4.329683610336848,-0.474886266,-46.8002475,-60.88977599,-38.80367546,-104.1158759,83.86675755799972,-4.36606155,100.76117288242862,2.4163856327888347,4.510732272597359,-0.21657122,1.4257545697003398,4.818529082639753,0.036893991,0.10975553714541218,0.04063731,0.047776767535115124,0.046361589360001725,0.019601511597333424,0.019224868678545965,0.044627603,0.19227719040322047,0.24075431871095485,0.18403721621120508,0.018052096028217137,XP_020907084.1,1179,XM_021051425.2,110245164,NW_018386910.1:74980-81441,LOC110245164,-,SP(Sec/SPI),Gal_Lectin(1),-,PTHR46780:SF15::SUEL-TYPE_LECTIN_DOMAIN-CONTAINING_PROTEIN-RELATED,-,AIPGENE2293,1348
KXJ10574.1,Host,tier1,0.031393844,0.15291248495658324,0.21457268957844747,5,80,-1.943081229,0.16549391746935624,0.719241878,-12.61623494,-49.82393955,7.227785154725795,-83.15476529,94.46305640772968,-13.00571921,39.8687214,-0.112079513,4.023232300986849,-1.636517478,0.12263310267039174,3.7967648046409774,0.054553739,0.10293978331709314,0.14350936169866504,0.10357359613657953,0.083830391,0.055135266,0.050443920778043674,0.066216628,0.090898908,0.1118043547792535,0.10112483421999094,0.035969216,XP_020907107.1,1075,XM_021051448.2,110245184,NW_018386910.1:159818-174349,LOC110245184,-,-,"PPR(4),PPR_long(1),PPR_3(5)","K17964:LRPPRC;_leucine-rich_PPR_motif-containing_protein,_mitochondrial","PTHR46669:SF1::LEUCINE-RICH_PPR_MOTIF-CONTAINING_PROTEIN,_MITOCHONDRIAL","leucine-rich_PPR_motif-containing_protein,_mitochondrial",AIPGENE2302,1050
KXJ10577.1,Host,tier1,0.059560296657587684,NA,NA,1,90,-2.362095335,0.48799645704337885,1.8321624573942756,1.9957795577173458,-41.50178308,32.299937504772615,-53.12709714,94.52053665782711,-31.00964772,29.442597721707923,-0.654980789,3.7113865802426322,-2.138537031,0.3111759845670239,3.591981704441819,0.006987236,0.049136637612351944,0.20903974869358072,0.13934651178186558,0.074631135,0.036779063,0.052548627,0.059861848,0.093281681,0.12560532187244536,0.1370544350603438,0.015727754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ10578.1,Host,tier1,0.028508269082812926,0.11268598788409964,0.11268598788409964,2,75,-0.238439943,0.491823555,1.497070960324279,-10.30898114,-22.35405977,-8.555515029,-29.30485609,43.89942923388898,-24.44341626,35.04661211108571,-0.009101905,1.8914535202525755,-1.210157661,0.5378209985933715,1.8674759314660037,0.046729193130286714,0.039070442911724755,0.076649551,0.14838292638490755,0.10426190413071326,0.078627316,0.076439398,0.087171082,0.10486106999545783,0.064465914,0.087237354,0.086103849,XP_020907093.1,391,XM_021051434.2,110245172,NW_018386910.1:60679-64920,LOC110245172,-,-,Ist1(1),K19476:IST1;_vacuolar_protein_sorting-associated_protein_IST1,PTHR12161:SF5::IST1_HOMOLOG,IST1_homolog_isoform_X1,AIPGENE2295,391
KXJ10585.1,Host,tier1,0.043697962405050625,0.12161363263458237,0.15067840005134933,3,85,-1.748479559,1.3382044737520704,1.9033137110137155,-23.98940739,-32.72064948,-10.90204608,-54.5223366,59.11238181881578,-26.97459283,48.86502761073806,0.26438383942686094,2.8391908354278694,-1.315898781,0.9329623249861942,2.8369729648853212,0.043441053,0.083608627,0.070497022,0.1590360555401881,0.097847747,0.042661954,0.041125047,0.067045724,0.12472554114752082,0.10227232039157362,0.1452423246468853,0.022496585208116225,XP_020907091.1,140,XM_021051432.1,110245170,NW_018386910.1:72091-73683,LOC110245170,RPL23,-,Ribosomal_L14(1),"K02894:RP-L23e,_RPL23;_large_subunit_ribosomal_protein_L23e",PTHR11761:SF22::60S_RIBOSOMAL_PROTEIN_L23,60S_ribosomal_protein_L23,AIPGENE2296,95
KXJ10587.1,Host,tier2,0.039585872,NA,NA,1,60,-1.413756524,1.6062588834058102,-0.627078715,-37.49638392,-43.79671275,-37.58867444,-70.07307404,54.50563168460145,-3.476983044,78.07113001149828,1.4012603124563343,3.301523360782879,-0.227181277,0.8726436877886812,3.399202629567169,0.053513336,0.045652281,0.073889895,0.056689783227774314,0.065233714,0.051107395032919174,0.041609014,0.1205044000264326,0.10590365841886686,0.12127393678483156,0.1703507350985891,0.094271851,XP_020907108.1,248,XM_021051449.2,110245186,NW_018386910.1:144012-146468,LOC110245186,-,SP(Sec/SPI),Folate_rec(1),K13649:FOLR;_folate_receptor,PTHR10517:SF22::FOLATE_REC_DOMAIN-CONTAINING_PROTEIN,riboflavin-binding_protein,AIPGENE2313,248
KXJ10589.1,Host,tier1,0.049273001,NA,NA,1,70,-2.584386669,1.9350982514826738,0.010262142619329742,-34.65379727,-53.3730241,-23.8073336,-87.12834548,67.58284075608552,4.353636960213015,79.07868620789122,1.588923370971143,3.9182862243963577,0.028510863,0.6115239952939895,4.113167941066573,0.096706161,0.066890622,0.071928747,0.08078395,0.059856711973823105,0.04009044,0.036966237,0.062612492,0.13046316132666763,0.10828544212425877,0.20981552373089518,0.035600512118633236,XP_020907101.1,317,XM_021051442.2,110245179,NW_018386910.1:11622-18339,LOC110245179,CHN1,-,"SH2(1),C1_1(1)","K20630:CHN1_2,_ARHGAP2_3;_chimaerin",PTHR46075::CHIMERIN_FAMILY_MEMBER,N-chimaerin_isoform_X1,AIPGENE2290,179
KXJ10592.1,Host,tier2,0.049511281,NA,NA,1,50,-2.961712981,0.1703145511180207,-0.602973623,-8.603682425,-76.49861266,31.841394444026903,-113.554403,100.04250218057939,34.52958369318954,29.535846842944093,0.121912198,6.086145394004853,-0.608308863,-1.25345012,4.877510764861208,0.17823643618643756,0.08630464,0.099632696,0.072078919,0.052159908,0.040559976854816146,0.030279819,0.041937318,0.088198125,0.090983047,0.17593163138102316,0.043697483048804914,XP_020907055.2,119,XM_021051396.2,110245142,NW_018386899.1:59119-64499,LOC110245142,-,-,-,-,-,-,AIPGENE26277,156
KXJ10594.1,Host,tier1,0.058914035,NA,NA,1,70,-2.909344995,2.6341787550875195,-0.827847117,-35.17194277,-57.56244123,-19.92952532,-93.47685792,63.67002180252462,4.549045309317745,78.10923408898971,1.6404490760778119,4.219389196277479,0.016858703271303455,0.5530026398122683,4.392074006143536,0.12518952580856105,0.05025489,0.07188486,0.041216341,0.05278046,0.028685644974833693,0.03032599,0.081854579,0.14532263522677036,0.15061744310224529,0.20259420818443044,0.019273422755217373,XP_020907059.1,339,XM_021051400.1,110245146,NW_018386899.1:113395-121100,LOC110245146,-,-,RRM_1(1),K13186:RBM3;_RNA-binding_protein_3,PTHR48034:SF6::TRA:SFORMER-2_SEX-DETERMINING_PROTEIN,"RNA-binding_motif_protein,_X_chromosome_isoform_X1",AIPGENE26271,579
KXJ10600.1,Host,tier2,0.041511342746438785,0.2139171149212271,0.2139171149212271,2,53.333333333333336,-1.968760595,2.2083062906039537,-0.927248844,-37.40861424,-45.12159117,-29.52003311,-78.7252314,57.09337439029869,-1.658495375,77.31135778344189,1.482973300083783,3.637165543,-0.158532048,0.8097098379962997,3.7599740309822245,0.066781643,0.059854673,0.066904193,0.040086683,0.052797962395737565,0.051317631524803245,0.059371623,0.081525257,0.13053850229852884,0.1298676604839479,0.1785188740356622,0.082435297,XP_020907052.2,407,XM_021051393.2,110245141,NW_018386899.1:66068-76834,LOC110245141,-,-,RRM_1(2),-,"PTHR48025:SF1::29_KDA_RIBONUCLEOPROTEIN,_CHLOROPLASTIC","keratin,_type_II_cytoskeletal_1",AIPGENE26283,192
KXJ10604.1,Host,tier2,0.051496727321847194,0.07519997,0.07519997,2,60,-2.398271055,2.1682845395100743,-0.467094726,-28.44878947,-71.15850777,-3.354903505,-114.1323407,115.36088841127435,-2.465167587,57.57697444699707,1.0197190428918441,5.0589979088022385,-1.146699451,0.2437631147800534,4.726348712423846,0.035870749,0.1745893040039082,0.059339146030980894,0.047471905500804976,0.069872016,0.026424625286686737,0.022644843712135085,0.092323852,0.1618110290635092,0.1117236933777274,0.1313046161571871,0.06662422,XP_020907062.1,126,XM_021051403.2,110245147,NW_018386899.1:57154-58269,LOC110245147,-,-,-,-,-,-,AIPGENE26280,291
KXJ10671.1,Host,tier2,0.067839624,NA,NA,1,60,-2.301886243,-2.499806028,2.930772378992381,22.018115405462645,-43.30436403,59.79419504133294,-42.79176527,92.52898219305182,-31.60522041,-7.296588339,-2.164118692,3.923335619120466,-3.16975326,-0.741947134,3.2702538159821426,0.090596909,0.16525935363058528,0.16411189615229194,0.2310410706849837,0.085904035,0.03585656,0.032849119,0.030626153367999315,0.052654098727949405,0.035095308071151195,0.054612603,0.021392893,XP_028516672.1,1762,XM_028660871.1,110245093,NW_018386860.1:139687-158203,LOC110245093,-,SP(Sec/SPI),"Sushi(1),F5_F8_type_C(1),Y_phosphatase(2),fn3(6)",K06777:PTPRD;_receptor-type_tyrosine-protein_phosphatase_delta_[EC:3.1.3.48],PTHR19134:SF472::RECEPTOR-TYPE_TYROSINE-PROTEIN_PHOSPHATASE_S,receptor-type_tyrosine-protein_phosphatase_S,AIPGENE3608,1755
KXJ10675.1,Host,tier1,0.063304598,0.23566100802383222,0.4163089177400236,11,82,-2.237747199,2.859250529319528,0.5167918749183648,-42.42968409,-48.62487037,-37.22735968,-83.30009544,74.44837613024211,-14.97124134,93.60283654498573,2.152339169584267,3.8900484957478834,-0.161108363,1.458965998083091,4.3264524673289735,0.030419612,0.022559836037360212,0.061116872,0.096265471,0.074757824,0.0510907,0.058256762,0.049915779,0.12103912925915934,0.20438132686199506,0.20447684470995123,0.025719843,XP_028516671.1,773,XM_028660870.1,110245092,NW_018386860.1:105565-117553,LOC110245092,TF,SP(Sec/SPI),"Phosphonate-bd(1),Transferrin(2)","K06569:MFI2,_CD228;_melanoma-associated_antigen_p97",PTHR11485:SF29::LD22449P,ovotransferrin,AIPGENE3595,587
KXJ10682.1,Host,tier1,0.051975736,NA,NA,1,70,-1.482294478,0.616653153,2.9222885490763826,-19.78420686,-28.51304167,-1.266430088,-48.90596571,62.68854721651344,-36.53711569,37.95172561649465,-0.576971032,2.7036759152269916,-1.985810718,0.6986172666560169,2.626846469551186,0.050364602,0.038497813041716816,0.12251067020030673,0.1910761779436062,0.12187061015166888,0.054724112,0.040311167,0.045629453,0.1074911988527588,0.085883861,0.12996549,0.011674844615691427,XP_020906986.1,1121,XM_021051327.2,110245068,NW_018386860.1:118085-127572,LOC110245068,HEPHL1,SP(Sec/SPI),"Cu-oxidase_2(3),Cu-oxidase_3(3)",K14735:HEPH;_hephaestin_[EC:1.16.3.1],PTHR11709:SF226::CERULOPLASMIN,hephaestin-like_protein,AIPGENE3598,1098
KXJ10685.1,Host,tier1,0.059270002746106956,0.2394906537351399,0.4825489887167051,10,81.33333333333333,-1.765526768,2.409829614560641,1.1229501684325853,-42.25500768,-48.52467738,-37.69182851,-83.21137567,74.53786365655311,-16.30047101,93.14478008356855,1.8069308705668519,3.579358560027749,-0.393874397,1.3711854006733102,4.027846340366963,0.012761223156370176,0.022530067,0.062182158,0.12208266277997042,0.091137199,0.057246399,0.052969302722499924,0.057978591089422264,0.10943928085760496,0.190577999,0.18815390569019624,0.032941212000223145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
