Orthogroup	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
OG0019365		XP_032219191.1		
OG0019366		XP_032219193.1		
OG0019367		XP_032219226.2		
OG0019368		XP_032219227.1		
OG0019369		XP_032219237.1		
OG0019370		XP_032219253.1		
OG0019371		XP_032219314.2		
OG0019372		XP_032219387.1		
OG0019373		XP_032219429.2		
OG0019374		XP_032219500.2		
OG0019375		XP_032219501.2		
OG0019376		XP_032219511.2		
OG0019377		XP_032219536.2		
OG0019378		XP_032219549.2		
OG0019379		XP_032219592.2		
OG0019380		XP_032219599.2		
OG0019381		XP_032219624.1		
OG0019382		XP_032219628.2		
OG0019383		XP_032219703.1		
OG0019384		XP_032219712.1		
OG0019385		XP_032219811.2		
OG0019386		XP_032219832.2		
OG0019387		XP_032219885.1		
OG0019388		XP_032219930.2		
OG0019389		XP_032219944.1		
OG0019390		XP_032219956.2		
OG0019391		XP_032220009.2		
OG0019392		XP_032220071.1		
OG0019393		XP_032220080.2		
OG0019394		XP_032220086.2		
OG0019395		XP_032220121.1		
OG0019396		XP_032220141.1		
OG0019397		XP_032220180.2		
OG0019398		XP_032220235.2		
OG0019399		XP_032220236.1		
OG0019400		XP_032220289.1		
OG0019401		XP_032220292.1		
OG0019402		XP_032220351.1		
OG0019403		XP_032220373.1		
OG0019404		XP_032220412.2		
OG0019405		XP_032220421.1		
OG0019406		XP_032220440.2		
OG0019407		XP_032220450.2		
OG0019408		XP_032220651.1		
OG0019409		XP_032220662.1		
OG0019410		XP_032220681.2		
OG0019411		XP_032220764.2		
OG0019412		XP_032220782.1		
OG0019413		XP_032220814.2		
OG0019414		XP_032220901.2		
OG0019415		XP_032220928.2		
OG0019416		XP_032220945.2		
OG0019417		XP_032220967.2		
OG0019418		XP_032220997.2		
OG0019419		XP_032221005.2		
OG0019420		XP_032221015.1		
OG0019421		XP_032221020.1		
OG0019422		XP_032221021.1		
OG0019423		XP_032221040.2		
OG0019424		XP_032221255.2		
OG0019425		XP_032221258.2		
OG0019426		XP_032221286.2		
OG0019427		XP_032221401.2		
OG0019428		XP_032221439.2		
OG0019429		XP_032221528.1		
OG0019430		XP_032221619.1		
OG0019431		XP_032221620.2		
OG0019432		XP_032221637.2		
OG0019433		XP_032221656.2		
OG0019434		XP_032221828.2		
OG0019435		XP_032221861.2		
OG0019436		XP_032221872.1		
OG0019437		XP_032221928.1		
OG0019438		XP_032221956.1		
OG0019439		XP_032221973.2		
OG0019440		XP_032221982.1		
OG0019441		XP_032222097.2		
OG0019442		XP_032222103.2		
OG0019443		XP_032222108.1		
OG0019444		XP_032222154.2		
OG0019445		XP_032222171.2		
OG0019446		XP_032222289.1		
OG0019447		XP_032222304.2		
OG0019448		XP_032222336.2		
OG0019449		XP_032222337.1		
OG0019450		XP_032222378.2		
OG0019451		XP_032222438.1		
OG0019452		XP_032222446.2		
OG0019453		XP_032222485.2		
OG0019454		XP_032222515.2		
OG0019455		XP_032222578.1		
OG0019456		XP_032222602.2		
OG0019457		XP_032222615.2		
OG0019458		XP_032222721.1		
OG0019459		XP_032222883.1		
OG0019460		XP_032222928.1		
OG0019461		XP_032222966.2		
OG0019462		XP_032222982.2		
OG0019463		XP_032223143.1		
OG0019464		XP_032223163.1		
OG0019465		XP_032223176.1		
OG0019466		XP_032223272.2		
OG0019467		XP_032223273.2		
OG0019468		XP_032223307.2		
OG0019469		XP_032223325.2		
OG0019470		XP_032223354.1		
OG0019471		XP_032223428.2		
OG0019472		XP_032223446.1		
OG0019473		XP_032223455.2		
OG0019474		XP_032223522.2		
OG0019475		XP_032223549.1		
OG0019476		XP_032223588.1		
OG0019477		XP_032223593.2		
OG0019478		XP_032223651.2		
OG0019479		XP_032223656.1		
OG0019480		XP_032224051.1		
OG0019481		XP_032224117.2		
OG0019482		XP_032224810.1		
OG0019483		XP_032224997.2		
OG0019484		XP_032225151.2		
OG0019485		XP_032225214.2		
OG0019486		XP_032225216.2		
OG0019487		XP_032225249.2		
OG0019488		XP_032225290.2		
OG0019489		XP_032225302.2		
OG0019490		XP_032225448.2		
OG0019491		XP_032225455.1		
OG0019492		XP_032225500.1		
OG0019493		XP_032225518.1		
OG0019494		XP_032225532.1		
OG0019495		XP_032225762.1		
OG0019496		XP_032225766.1		
OG0019497		XP_032225796.1		
OG0019498		XP_032225819.2		
OG0019499		XP_032225935.1		
OG0019500		XP_032226067.1		
OG0019501		XP_032226075.1		
OG0019502		XP_032226092.1		
OG0019503		XP_032226111.2		
OG0019504		XP_032226119.2		
OG0019505		XP_032226154.2		
OG0019506		XP_032226186.2		
OG0019507		XP_032226221.1		
OG0019508		XP_032226261.2		
OG0019509		XP_032226267.2		
OG0019510		XP_032226344.1		
OG0019511		XP_032226503.1		
OG0019512		XP_032226543.2		
OG0019513		XP_032226645.2		
OG0019514		XP_032226687.2		
OG0019515		XP_032226784.2		
OG0019516		XP_032226790.2		
OG0019517		XP_032226791.2		
OG0019518		XP_032226828.2		
OG0019519		XP_032226881.2		
OG0019520		XP_032226943.2		
OG0019521		XP_032227032.2		
OG0019522		XP_032227033.2		
OG0019523		XP_032227133.2		
OG0019524		XP_032227233.1		
OG0019525		XP_032227237.1		
OG0019526		XP_032227367.1		
OG0019527		XP_032227411.2		
OG0019528		XP_032227427.2		
OG0019529		XP_032227508.1		
OG0019530		XP_032227618.1		
OG0019531		XP_032227658.2		
OG0019532		XP_032227706.2		
OG0019533		XP_032227730.1		
OG0019534		XP_032227748.2		
OG0019535		XP_032227780.2		
OG0019536		XP_032227782.1		
OG0019537		XP_032227806.1		
OG0019538		XP_032227809.2		
OG0019539		XP_032227824.1		
OG0019540		XP_032228008.2		
OG0019541		XP_032228056.2		
OG0019542		XP_032228176.2		
OG0019543		XP_032228207.2		
OG0019544		XP_032228209.2		
OG0019545		XP_032228241.2		
OG0019546		XP_032228248.2		
OG0019547		XP_032228287.1		
OG0019548		XP_032228331.2		
OG0019549		XP_032228366.2		
OG0019550		XP_032228425.2		
OG0019551		XP_032228485.2		
OG0019552		XP_032228489.2		
OG0019553		XP_032228509.2		
OG0019554		XP_032228536.2		
OG0019555		XP_032228559.2		
OG0019556		XP_032228625.2		
OG0019557		XP_032228694.2		
OG0019558		XP_032228731.2		
OG0019559		XP_032228760.2		
OG0019560		XP_032228788.2		
OG0019561		XP_032228858.1		
OG0019562		XP_032228907.2		
OG0019563		XP_032228938.1		
OG0019564		XP_032228967.2		
OG0019565		XP_032229016.2		
OG0019566		XP_032229043.2		
OG0019567		XP_032229081.2		
OG0019568		XP_032229197.2		
OG0019569		XP_032229208.2		
OG0019570		XP_032229374.1		
OG0019571		XP_032229398.2		
OG0019572		XP_032229414.1		
OG0019573		XP_032229478.1		
OG0019574		XP_032229510.1		
OG0019575		XP_032229526.1		
OG0019576		XP_032229564.1		
OG0019577		XP_032229625.2		
OG0019578		XP_032229672.1		
OG0019579		XP_032229689.2		
OG0019580		XP_032229799.1		
OG0019581		XP_032229834.1		
OG0019582		XP_032229851.2		
OG0019583		XP_032229858.1		
OG0019584		XP_032229864.1		
OG0019585		XP_032229865.1		
OG0019586		XP_032229866.2		
OG0019587		XP_032229914.1		
OG0019588		XP_032229936.1		
OG0019589		XP_032230070.1		
OG0019590		XP_032230164.1		
OG0019591		XP_032230167.1		
OG0019592		XP_032230200.2		
OG0019593		XP_032230249.1		
OG0019594		XP_032230289.2		
OG0019595		XP_032230393.1		
OG0019596		XP_032230410.1		
OG0019597		XP_032230416.2		
OG0019598		XP_032230429.2		
OG0019599		XP_032230452.2		
OG0019600		XP_032230577.2		
OG0019601		XP_032230637.2		
OG0019602		XP_032230658.2		
OG0019603		XP_032230687.1		
OG0019604		XP_032230706.2		
OG0019605		XP_032230773.1		
OG0019606		XP_032230780.2		
OG0019607		XP_032230837.1		
OG0019608		XP_032230848.2		
OG0019609		XP_032230856.1		
OG0019610		XP_032230862.1		
OG0019611		XP_032230867.1		
OG0019612		XP_032230930.2		
OG0019613		XP_032231096.1		
OG0019614		XP_032231109.2		
OG0019615		XP_032231151.1		
OG0019616		XP_032231154.2		
OG0019617		XP_032231240.1		
OG0019618		XP_032231253.2		
OG0019619		XP_032231264.2		
OG0019620		XP_032231269.2		
OG0019621		XP_032231315.2		
OG0019622		XP_032231352.1		
OG0019623		XP_032231392.1		
OG0019624		XP_032231461.2		
OG0019625		XP_032231478.2		
OG0019626		XP_032231559.2		
OG0019627		XP_032231587.2		
OG0019628		XP_032231698.2		
OG0019629		XP_032231863.2		
OG0019630		XP_032231899.2		
OG0019631		XP_032231932.2		
OG0019632		XP_032231982.2		
OG0019633		XP_032231992.1		
OG0019634		XP_032232012.2		
OG0019635		XP_032232061.2		
OG0019636		XP_032232140.1		
OG0019637		XP_032232214.1		
OG0019638		XP_032232248.2		
OG0019639		XP_032232259.1		
OG0019640		XP_032232265.1		
OG0019641		XP_032232297.1		
OG0019642		XP_032232324.2		
OG0019643		XP_032232403.2		
OG0019644		XP_032232429.2		
OG0019645		XP_032232483.2		
OG0019646		XP_032232627.1		
OG0019647		XP_032232637.1		
OG0019648		XP_032232680.1		
OG0019649		XP_032232690.1		
OG0019650		XP_032232710.2		
OG0019651		XP_032232801.1		
OG0019652		XP_032232811.1		
OG0019653		XP_032232821.1		
OG0019654		XP_032232830.2		
OG0019655		XP_032232832.2		
OG0019656		XP_032232834.2		
OG0019657		XP_032232843.2		
OG0019658		XP_032232852.1		
OG0019659		XP_032232857.2		
OG0019660		XP_032232906.2		
OG0019661		XP_032232909.2		
OG0019662		XP_032232925.1		
OG0019663		XP_032232938.2		
OG0019664		XP_032232946.2		
OG0019665		XP_032232954.2		
OG0019666		XP_032233071.2		
OG0019667		XP_032233169.1		
OG0019668		XP_032233173.2		
OG0019669		XP_032233209.2		
OG0019670		XP_032233211.1		
OG0019671		XP_032233260.2		
OG0019672		XP_032233268.2		
OG0019673		XP_032233285.1		
OG0019674		XP_032233337.2		
OG0019675		XP_032233351.2		
OG0019676		XP_032233394.2		
OG0019677		XP_032233413.2		
OG0019678		XP_032233437.2		
OG0019679		XP_032233440.1		
OG0019680		XP_032233444.1		
OG0019681		XP_032233545.1		
OG0019682		XP_032233567.2		
OG0019683		XP_032233577.2		
OG0019684		XP_032233644.1		
OG0019685		XP_032233664.2		
OG0019686		XP_032233716.2		
OG0019687		XP_032233717.2		
OG0019688		XP_032233727.2		
OG0019689		XP_032233758.2		
OG0019690		XP_032233759.2		
OG0019691		XP_032233763.2		
OG0019692		XP_032233791.2		
OG0019693		XP_032233826.2		
OG0019694		XP_032233851.2		
OG0019695		XP_032233882.1		
OG0019696		XP_032233974.1		
OG0019697		XP_032234035.1		
OG0019698		XP_032234061.2		
OG0019699		XP_032234214.2		
OG0019700		XP_032234224.1		
OG0019701		XP_032234261.1		
OG0019702		XP_032234267.1		
OG0019703		XP_032234298.2		
OG0019704		XP_032234303.1		
OG0019705		XP_032234316.2		
OG0019706		XP_032234392.2		
OG0019707		XP_032234407.1		
OG0019708		XP_032234458.2		
OG0019709		XP_032234505.2		
OG0019710		XP_032234520.1		
OG0019711		XP_032234547.2		
OG0019712		XP_032234555.2		
OG0019713		XP_032234560.2		
OG0019714		XP_032234832.2		
OG0019715		XP_032234885.1		
OG0019716		XP_032234938.2		
OG0019717		XP_032234975.2		
OG0019718		XP_032235017.2		
OG0019719		XP_032235181.2		
OG0019720		XP_032235285.1		
OG0019721		XP_032235296.2		
OG0019722		XP_032235341.1		
OG0019723		XP_032235342.2		
OG0019724		XP_032235355.1		
OG0019725		XP_032235370.2		
OG0019726		XP_032235395.2		
OG0019727		XP_032235397.2		
OG0019728		XP_032235476.1		
OG0019729		XP_032235494.1		
OG0019730		XP_032235502.1		
OG0019731		XP_032235540.2		
OG0019732		XP_032235541.1		
OG0019733		XP_032235578.2		
OG0019734		XP_032235620.2		
OG0019735		XP_032235647.1		
OG0019736		XP_032235652.1		
OG0019737		XP_032235682.1		
OG0019738		XP_032235738.1		
OG0019739		XP_032235839.1		
OG0019740		XP_032235848.2		
OG0019741		XP_032235864.2		
OG0019742		XP_032235882.2		
OG0019743		XP_032235924.2		
OG0019744		XP_032235933.2		
OG0019745		XP_032235934.2		
OG0019746		XP_032235936.2		
OG0019747		XP_032235992.1		
OG0019748		XP_032236031.2		
OG0019749		XP_032236039.2		
OG0019750		XP_032236121.2		
OG0019751		XP_032236193.2		
OG0019752		XP_032236246.1		
OG0019753		XP_032236263.2		
OG0019754		XP_032236287.2		
OG0019755		XP_032236400.1		
OG0019756		XP_032236402.2		
OG0019757		XP_032236465.2		
OG0019758		XP_032236558.2		
OG0019759		XP_032236598.2		
OG0019760		XP_032236625.2		
OG0019761		XP_032236655.1		
OG0019762		XP_032236722.2		
OG0019763		XP_032236728.2		
OG0019764		XP_032236831.2		
OG0019765		XP_032237090.1		
OG0019766		XP_032237150.1		
OG0019767		XP_032237211.1		
OG0019768		XP_032237241.2		
OG0019769		XP_032237242.2		
OG0019770		XP_032237372.2		
OG0019771		XP_032237375.2		
OG0019772		XP_032237407.1		
OG0019773		XP_032237421.2		
OG0019774		XP_032237442.2		
OG0019775		XP_032237444.1		
OG0019776		XP_032237495.1		
OG0019777		XP_032237501.2		
OG0019778		XP_032237530.2		
OG0019779		XP_032237579.2		
OG0019780		XP_032237603.2		
OG0019781		XP_032237645.2		
OG0019782		XP_032237668.2		
OG0019783		XP_032237706.2		
OG0019784		XP_032237717.1		
OG0019785		XP_032237757.1		
OG0019786		XP_032237797.2		
OG0019787		XP_032237822.2		
OG0019788		XP_032237824.1		
OG0019789		XP_032237826.1		
OG0019790		XP_032237827.2		
OG0019791		XP_032237908.2		
OG0019792		XP_032237917.2		
OG0019793		XP_032238087.1		
OG0019794		XP_032238099.2		
OG0019795		XP_032238147.2		
OG0019796		XP_032238149.1		
OG0019797		XP_032238242.1		
OG0019798		XP_032238249.1		
OG0019799		XP_032238318.1		
OG0019800		XP_032238350.2		
OG0019801		XP_032238372.1		
OG0019802		XP_032238413.1		
OG0019803		XP_032238417.2		
OG0019804		XP_032238439.1		
OG0019805		XP_032238472.1		
OG0019806		XP_032238530.2		
OG0019807		XP_032238542.1		
OG0019808		XP_032238552.2		
OG0019809		XP_032238563.1		
OG0019810		XP_032238658.2		
OG0019811		XP_032238677.2		
OG0019812		XP_032238684.2		
OG0019813		XP_032238766.1		
OG0019814		XP_032238802.2		
OG0019815		XP_032238841.1		
OG0019816		XP_032238851.2		
OG0019817		XP_032238852.1		
OG0019818		XP_032238904.2		
OG0019819		XP_032238906.2		
OG0019820		XP_032238969.1		
OG0019821		XP_032238997.1		
OG0019822		XP_032239012.1		
OG0019823		XP_032239017.1		
OG0019824		XP_032239056.2		
OG0019825		XP_032239091.1		
OG0019826		XP_032239102.2		
OG0019827		XP_032239114.1		
OG0019828		XP_032239194.1		
OG0019829		XP_032239201.2		
OG0019830		XP_032239251.1		
OG0019831		XP_032239260.2		
OG0019832		XP_032239378.2		
OG0019833		XP_032239526.2		
OG0019834		XP_032239591.2		
OG0019835		XP_032239601.1		
OG0019836		XP_032239669.2		
OG0019837		XP_032239673.2		
OG0019838		XP_032239702.2		
OG0019839		XP_032239726.1		
OG0019840		XP_032239744.1		
OG0019841		XP_032239906.2		
OG0019842		XP_032239932.2		
OG0019843		XP_032240006.2		
OG0019844		XP_032240018.2		
OG0019845		XP_032240025.2		
OG0019846		XP_032240055.2		
OG0019847		XP_032240065.2		
OG0019848		XP_032240076.2		
OG0019849		XP_032240079.1		
OG0019850		XP_032240118.2		
OG0019851		XP_032240132.2		
OG0019852		XP_032240163.1		
OG0019853		XP_032240190.2		
OG0019854		XP_032240230.2		
OG0019855		XP_032240283.2		
OG0019856		XP_032240394.2		
OG0019857		XP_032240427.2		
OG0019858		XP_032240452.1		
OG0019859		XP_032240459.2		
OG0019860		XP_032240489.2		
OG0019861		XP_032240498.2		
OG0019862		XP_032240534.1		
OG0019863		XP_032240548.1		
OG0019864		XP_032240659.2		
OG0019865		XP_032240663.2		
OG0019866		XP_032240765.2		
OG0019867		XP_032240769.2		
OG0019868		XP_032240846.1		
OG0019869		XP_032240872.2		
OG0019870		XP_032240905.2		
OG0019871		XP_032240926.2		
OG0019872		XP_032240959.2		
OG0019873		XP_032241028.2		
OG0019874		XP_032241061.2		
OG0019875		XP_032241120.2		
OG0019876		XP_032241122.2		
OG0019877		XP_032241140.2		
OG0019878		XP_032241212.1		
OG0019879		XP_032241264.2		
OG0019880		XP_032241301.2		
OG0019881		XP_032241329.1		
OG0019882		XP_032241336.1		
OG0019883		XP_032241425.1		
OG0019884		XP_032241446.1		
OG0019885		XP_032241475.2		
OG0019886		XP_032241481.1		
OG0019887		XP_032241533.2		
OG0019888		XP_032241609.2		
OG0019889		XP_032241746.2		
OG0019890		XP_032241782.2		
OG0019891		XP_032241812.2		
OG0019892		XP_032241815.2		
OG0019893		XP_032241915.2		
OG0019894		XP_032241996.2		
OG0019895		XP_032242022.2		
OG0019896		XP_032242073.2		
OG0019897		XP_032242106.1		
OG0019898		XP_032242125.2		
OG0019899		XP_032242185.2		
OG0019900		XP_032242225.1		
OG0019901		XP_032242262.2		
OG0019902		XP_032242303.2		
OG0019903		XP_032242335.2		
OG0019904		XP_032242358.2		
OG0019905		XP_032242454.2		
OG0019906		XP_032242584.2		
OG0019907		XP_032242589.1		
OG0019908		XP_032242608.1		
OG0019909		XP_032242647.1		
OG0019910		XP_032242680.2		
OG0019911		XP_032242766.2		
OG0019912		XP_032242769.1		
OG0019913		XP_032242787.1		
OG0019914		XP_032242847.2		
OG0019915		XP_032242850.1		
OG0019916		XP_032242933.2		
OG0019917		XP_032242970.2		
OG0019918		XP_032243141.1		
OG0019919		XP_032243150.2		
OG0019920		XP_032243157.1		
OG0019921		XP_032243162.2		
OG0019922		XP_032243167.2		
OG0019923		XP_032243182.2		
OG0019924		XP_032243226.1		
OG0019925		XP_032243239.2		
OG0019926		XP_032243307.2		
OG0019927		XP_048575378.1		
OG0019928		XP_048575380.1		
OG0019929		XP_048575384.1		
OG0019930		XP_048575385.1		
OG0019931		XP_048575387.1		
OG0019932		XP_048575390.1		
OG0019933		XP_048575397.1		
OG0019934		XP_048575398.1		
OG0019935		XP_048575406.1		
OG0019936		XP_048575410.1		
OG0019937		XP_048575438.1		
OG0019938		XP_048575440.1		
OG0019939		XP_048575442.1		
OG0019940		XP_048575444.1		
OG0019941		XP_048575446.1		
OG0019942		XP_048575447.1		
OG0019943		XP_048575449.1		
OG0019944		XP_048575451.1		
OG0019945		XP_048575453.1		
OG0019946		XP_048575454.1		
OG0019947		XP_048575455.1		
OG0019948		XP_048575456.1		
OG0019949		XP_048575457.1		
OG0019950		XP_048575458.1		
OG0019951		XP_048575460.1		
OG0019952		XP_048575461.1		
OG0019953		XP_048575463.1		
OG0019954		XP_048575465.1		
OG0019955		XP_048575467.1		
OG0019956		XP_048575468.1		
OG0019957		XP_048575469.1		
OG0019958		XP_048575470.1		
OG0019959		XP_048575471.1		
OG0019960		XP_048575473.1		
OG0019961		XP_048575475.1		
OG0019962		XP_048575477.1		
OG0019963		XP_048575479.1		
OG0019964		XP_048575481.1		
OG0019965		XP_048575483.1		
OG0019966		XP_048575485.1		
OG0019967		XP_048575487.1		
OG0019968		XP_048575488.1		
OG0019969		XP_048575489.1		
OG0019970		XP_048575490.1		
OG0019971		XP_048575491.1		
OG0019972		XP_048575492.1		
OG0019973		XP_048575493.1		
OG0019974		XP_048575494.1		
OG0019975		XP_048575495.1		
OG0019976		XP_048575496.1		
OG0019977		XP_048575497.1		
OG0019978		XP_048575498.1		
OG0019979		XP_048575499.1		
OG0019980		XP_048575500.1		
OG0019981		XP_048575501.1		
OG0019982		XP_048575502.1		
OG0019983		XP_048575503.1		
OG0019984		XP_048575504.1		
OG0019985		XP_048575505.1		
OG0019986		XP_048575506.1		
OG0019987		XP_048575507.1		
OG0019988		XP_048575508.1		
OG0019989		XP_048575509.1		
OG0019990		XP_048575527.1		
OG0019991		XP_048575535.1		
OG0019992		XP_048575536.1		
OG0019993		XP_048575537.1		
OG0019994		XP_048575538.1		
OG0019995		XP_048575539.1		
OG0019996		XP_048575540.1		
OG0019997		XP_048575541.1		
OG0019998		XP_048575542.1		
OG0019999		XP_048575543.1		
OG0020000		XP_048575544.1		
OG0020001		XP_048575545.1		
OG0020002		XP_048575546.1		
OG0020003		XP_048575547.1		
OG0020004		XP_048575604.1		
OG0020005		XP_048575621.1		
OG0020006		XP_048575622.1		
OG0020007		XP_048575689.1		
OG0020008		XP_048575706.1		
OG0020009		XP_048575724.1		
OG0020010		XP_048575747.1		
OG0020011		XP_048575750.1		
OG0020012		XP_048575784.1		
OG0020013		XP_048575809.1		
OG0020014		XP_048575858.1		
OG0020015		XP_048575875.1		
OG0020016		XP_048575877.1		
OG0020017		XP_048575878.1		
OG0020018		XP_048575883.1		
OG0020019		XP_048575942.1		
OG0020020		XP_048575944.1		
OG0020021		XP_048575953.1		
OG0020022		XP_048575986.1		
OG0020023		XP_048575987.1		
OG0020024		XP_048575989.1		
OG0020025		XP_048575999.1		
OG0020026		XP_048576028.1		
OG0020027		XP_048576046.1		
OG0020028		XP_048576077.1		
OG0020029		XP_048576078.1		
OG0020030		XP_048576079.1		
OG0020031		XP_048576080.1		
OG0020032		XP_048576081.1		
OG0020033		XP_048576082.1		
OG0020034		XP_048576086.1		
OG0020035		XP_048576087.1		
OG0020036		XP_048576088.1		
OG0020037		XP_048576089.1		
OG0020038		XP_048576090.1		
OG0020039		XP_048576091.1		
OG0020040		XP_048576092.1		
OG0020041		XP_048576093.1		
OG0020042		XP_048576094.1		
OG0020043		XP_048576095.1		
OG0020044		XP_048576096.1		
OG0020045		XP_048576097.1		
OG0020046		XP_048576098.1		
OG0020047		XP_048576100.1		
OG0020048		XP_048576103.1		
OG0020049		XP_048576104.1		
OG0020050		XP_048576105.1		
OG0020051		XP_048576106.1		
OG0020052		XP_048576107.1		
OG0020053		XP_048576108.1		
OG0020054		XP_048576109.1		
OG0020055		XP_048576110.1		
OG0020056		XP_048576111.1		
OG0020057		XP_048576112.1		
OG0020058		XP_048576113.1		
OG0020059		XP_048576114.1		
OG0020060		XP_048576115.1		
OG0020061		XP_048576116.1		
OG0020062		XP_048576117.1		
OG0020063		XP_048576118.1		
OG0020064		XP_048576150.1		
OG0020065		XP_048576153.1		
OG0020066		XP_048576156.1		
OG0020067		XP_048576159.1		
OG0020068		XP_048576160.1		
OG0020069		XP_048576161.1		
OG0020070		XP_048576163.1		
OG0020071		XP_048576173.1		
OG0020072		XP_048576190.1		
OG0020073		XP_048576200.1		
OG0020074		XP_048576208.1		
OG0020075		XP_048576224.1		
OG0020076		XP_048576235.1		
OG0020077		XP_048576241.1		
OG0020078		XP_048576250.1		
OG0020079		XP_048576258.1		
OG0020080		XP_048576278.1		
OG0020081		XP_048576280.1		
OG0020082		XP_048576289.1		
OG0020083		XP_048576352.1		
OG0020084		XP_048576371.1		
OG0020085		XP_048576376.1		
OG0020086		XP_048576378.1		
OG0020087		XP_048576415.1		
OG0020088		XP_048576417.1		
OG0020089		XP_048576421.1		
OG0020090		XP_048576427.1		
OG0020091		XP_048576436.1		
OG0020092		XP_048576439.1		
OG0020093		XP_048576442.1		
OG0020094		XP_048576479.1		
OG0020095		XP_048576481.1		
OG0020096		XP_048576495.1		
OG0020097		XP_048576568.1		
OG0020098		XP_048576592.1		
OG0020099		XP_048576608.1		
OG0020100		XP_048576650.1		
OG0020101		XP_048576665.1		
OG0020102		XP_048576666.1		
OG0020103		XP_048576683.1		
OG0020104		XP_048576689.1		
OG0020105		XP_048576691.1		
OG0020106		XP_048576715.1		
OG0020107		XP_048576758.1		
OG0020108		XP_048576787.1		
OG0020109		XP_048576840.1		
OG0020110		XP_048576843.1		
OG0020111		XP_048576865.1		
OG0020112		XP_048576879.1		
OG0020113		XP_048576883.1		
OG0020114		XP_048576884.1		
OG0020115		XP_048576888.1		
OG0020116		XP_048576911.1		
OG0020117		XP_048576955.1		
OG0020118		XP_048576984.1		
OG0020119		XP_048576993.1		
OG0020120		XP_048576994.1		
OG0020121		XP_048576999.1		
OG0020122		XP_048577009.1		
OG0020123		XP_048577022.1		
OG0020124		XP_048577023.1		
OG0020125		XP_048577025.1		
OG0020126		XP_048577026.1		
OG0020127		XP_048577028.1		
OG0020128		XP_048577031.1		
OG0020129		XP_048577035.1		
OG0020130		XP_048577038.1		
OG0020131		XP_048577044.1		
OG0020132		XP_048577046.1		
OG0020133		XP_048577053.1		
OG0020134		XP_048577061.1		
OG0020135		XP_048577063.1		
OG0020136		XP_048577068.1		
OG0020137		XP_048577096.1		
OG0020138		XP_048577120.1		
OG0020139		XP_048577139.1		
OG0020140		XP_048577143.1		
OG0020141		XP_048577175.1		
OG0020142		XP_048577177.1		
OG0020143		XP_048577179.1		
OG0020144		XP_048577187.1		
OG0020145		XP_048577210.1		
OG0020146		XP_048577246.1		
OG0020147		XP_048577272.1		
OG0020148		XP_048577308.1		
OG0020149		XP_048577324.1		
OG0020150		XP_048577398.1		
OG0020151		XP_048577418.1		
OG0020152		XP_048577420.1		
OG0020153		XP_048577453.1		
OG0020154		XP_048577464.1		
OG0020155		XP_048577471.1		
OG0020156		XP_048577475.1		
OG0020157		XP_048577504.1		
OG0020158		XP_048577526.1		
OG0020159		XP_048577567.1		
OG0020160		XP_048577636.1		
OG0020161		XP_048577742.1		
OG0020162		XP_048577763.1		
OG0020163		XP_048577835.1		
OG0020164		XP_048577861.1		
OG0020165		XP_048577912.1		
OG0020166		XP_048577916.1		
OG0020167		XP_048577934.1		
OG0020168		XP_048578002.1		
OG0020169		XP_048578004.1		
OG0020170		XP_048578022.1		
OG0020171		XP_048578029.1		
OG0020172		XP_048578033.1		
OG0020173		XP_048578035.1		
OG0020174		XP_048578037.1		
OG0020175		XP_048578038.1		
OG0020176		XP_048578042.1		
OG0020177		XP_048578043.1		
OG0020178		XP_048578051.1		
OG0020179		XP_048578063.1		
OG0020180		XP_048578262.1		
OG0020181		XP_048578274.1		
OG0020182		XP_048578278.1		
OG0020183		XP_048578284.1		
OG0020184		XP_048578298.1		
OG0020185		XP_048578332.1		
OG0020186		XP_048578353.1		
OG0020187		XP_048578374.1		
OG0020188		XP_048578378.1		
OG0020189		XP_048578385.1		
OG0020190		XP_048578403.1		
OG0020191		XP_048578419.1		
OG0020192		XP_048578425.1		
OG0020193		XP_048578435.1		
OG0020194		XP_048578460.1		
OG0020195		XP_048578497.1		
OG0020196		XP_048578526.1		
OG0020197		XP_048578527.1		
OG0020198		XP_048578550.1		
OG0020199		XP_048578581.1		
OG0020200		XP_048578587.1		
OG0020201		XP_048578590.1		
OG0020202		XP_048578596.1		
OG0020203		XP_048578599.1		
OG0020204		XP_048578600.1		
OG0020205		XP_048578610.1		
OG0020206		XP_048578659.1		
OG0020207		XP_048578699.1		
OG0020208		XP_048578707.1		
OG0020209		XP_048578736.1		
OG0020210		XP_048578742.1		
OG0020211		XP_048578749.1		
OG0020212		XP_048578765.1		
OG0020213		XP_048578767.1		
OG0020214		XP_048578835.1		
OG0020215		XP_048578879.1		
OG0020216		XP_048578902.1		
OG0020217		XP_048578939.1		
OG0020218		XP_048578943.1		
OG0020219		XP_048578945.1		
OG0020220		XP_048579001.1		
OG0020221		XP_048579002.1		
OG0020222		XP_048579009.1		
OG0020223		XP_048579010.1		
OG0020224		XP_048579018.1		
OG0020225		XP_048579019.1		
OG0020226		XP_048579026.1		
OG0020227		XP_048579028.1		
OG0020228		XP_048579031.1		
OG0020229		XP_048579032.1		
OG0020230		XP_048579034.1		
OG0020231		XP_048579035.1		
OG0020232		XP_048579037.1		
OG0020233		XP_048579039.1		
OG0020234		XP_048579052.1		
OG0020235		XP_048579083.1		
