Orthogroup	Species	nvec_longest_isoform	Orthologs
OG0003307	aip_longest_isoforms	XP_001640781.2	XP_020899987.1
OG0003308	xenia_longest_isoforms	XP_001623193.2	Xe_014188-T1, Xe_025651-T1
OG0003308	spis_longest_isoform_marker	XP_001623193.2	XP_022783694.1
OG0003308	aip_longest_isoforms	XP_001623193.2	XP_020899997.1
OG0003309	xenia_longest_isoforms	XP_048579160.1, XP_001626838.1	Xe_018678-T1
OG0003309	spis_longest_isoform_marker	XP_048579160.1, XP_001626838.1	XP_022778935.1
OG0003309	aip_longest_isoforms	XP_048579160.1, XP_001626838.1	XP_020900004.1
OG0003310	spis_longest_isoform_marker	XP_032218505.1, XP_032235980.1	XP_022798810.1
OG0003310	aip_longest_isoforms	XP_032218505.1	XP_020900018.1
OG0003310	aip_longest_isoforms	XP_032235980.1	XP_020900019.1
OG0003311	xenia_longest_isoforms	XP_001637820.1	Xe_001110-T1
OG0003311	spis_longest_isoform_marker	XP_001637820.1	XP_022804704.1
OG0003311	aip_longest_isoforms	XP_001637820.1	XP_028514355.1, XP_020900051.1
OG0003312	xenia_longest_isoforms	XP_001640078.2	Xe_018789-T1
OG0003312	spis_longest_isoform_marker	XP_001640078.2	XP_022795428.1, XP_022795435.1
OG0003312	aip_longest_isoforms	XP_001640078.2	XP_020900054.1
OG0003313	xenia_longest_isoforms	XP_001627548.2	Xe_028505-T1
OG0003313	aip_longest_isoforms	XP_001627548.2	XP_020900082.1, XP_020910431.1
OG0003313	spis_longest_isoform_marker	XP_001627548.2	XP_022779547.1
OG0003315	xenia_longest_isoforms	XP_048576443.1	Xe_005781-T1
OG0003315	spis_longest_isoform_marker	XP_048576443.1	XP_022779549.1
OG0003315	aip_longest_isoforms	XP_048576443.1	XP_020900093.1, XP_020910435.1
OG0003316	xenia_longest_isoforms	XP_032227478.2	Xe_004745-T1
OG0003316	spis_longest_isoform_marker	XP_032227478.2	XP_022794972.1
OG0003316	aip_longest_isoforms	XP_032227478.2	XP_028512548.1, XP_020900157.1
OG0003317	xenia_longest_isoforms	XP_032242814.2	Xe_020373-T1, Xe_020359-T1
OG0003317	spis_longest_isoform_marker	XP_032242814.2	XP_022797683.1
OG0003317	aip_longest_isoforms	XP_032242814.2	XP_020900206.1
OG0003318	spis_longest_isoform_marker	XP_048586593.1	XP_022787396.1, XP_022787394.1
OG0003318	aip_longest_isoforms	XP_048586593.1	XP_020912842.1, XP_020900212.2
OG0003319	xenia_longest_isoforms	XP_048586599.1	Xe_011811-T1
OG0003319	spis_longest_isoform_marker	XP_048586599.1	XP_022787142.1
OG0003319	aip_longest_isoforms	XP_048586599.1	XP_028518441.1, XP_020900217.2
OG0003320	xenia_longest_isoforms	XP_048585234.1	Xe_013967-T1, Xe_013964-T1
OG0003320	spis_longest_isoform_marker	XP_048585234.1	XP_022795732.1
OG0003320	aip_longest_isoforms	XP_048585234.1	XP_020900247.1
OG0003321	xenia_longest_isoforms	XP_032240936.1, XP_048584810.1	Xe_015541-T1
OG0003321	spis_longest_isoform_marker	XP_032240936.1, XP_048584810.1	XP_022793160.1
OG0003321	aip_longest_isoforms	XP_032240936.1, XP_048584810.1	XP_020900255.1
OG0003322	spis_longest_isoform_marker	XP_032233026.1	XP_022799105.1
OG0003322	aip_longest_isoforms	XP_032233026.1	XP_020900265.1
OG0003322	spis_longest_isoform_marker	XP_001630569.2	XP_022791943.1
OG0003324	xenia_longest_isoforms	XP_032219834.1	Xe_003626-T1
OG0003324	spis_longest_isoform_marker	XP_032219834.1	XP_022806928.1, XP_022805297.1
OG0003324	aip_longest_isoforms	XP_032219834.1	XP_020900338.1
OG0003325	xenia_longest_isoforms	XP_001641776.2	Xe_015320-T1, Xe_015318-T1
OG0003325	aip_longest_isoforms	XP_001641776.2	XP_020900348.1
OG0003325	spis_longest_isoform_marker	XP_001641776.2	XP_022795885.1
OG0003326	xenia_longest_isoforms	XP_032235689.2	Xe_015867-T1
OG0003326	spis_longest_isoform_marker	XP_032235689.2	XP_022810627.1, XP_022794011.1
OG0003326	aip_longest_isoforms	XP_032235689.2	XP_020900353.1
OG0003327	xenia_longest_isoforms	XP_001630626.3	Xe_018492-T1
OG0003327	spis_longest_isoform_marker	XP_001630626.3	XP_022783200.1
OG0003327	aip_longest_isoforms	XP_001630626.3	XP_020916524.1, XP_020900422.1
OG0003328	xenia_longest_isoforms	XP_032233764.2	Xe_012916-T1
OG0003328	spis_longest_isoform_marker	XP_032233764.2	XP_022788766.1, XP_022788765.1
OG0003328	aip_longest_isoforms	XP_032233764.2	XP_020900427.1
OG0003329	xenia_longest_isoforms	XP_001634480.1	Xe_013354-T1, Xe_013379-T1
OG0003329	spis_longest_isoform_marker	XP_001634480.1	XP_022808538.1
OG0003329	aip_longest_isoforms	XP_001634480.1	XP_020900437.1
OG0003330	xenia_longest_isoforms	XP_048580951.1	Xe_012805-T1
OG0003330	spis_longest_isoform_marker	XP_048580951.1	XP_022793253.1
OG0003330	aip_longest_isoforms	XP_048580951.1	XP_020900464.1, XP_020914393.1
OG0003331	xenia_longest_isoforms	XP_048580946.1	Xe_012808-T1
OG0003331	spis_longest_isoform_marker	XP_048580946.1	XP_022793254.1
OG0003331	aip_longest_isoforms	XP_048580946.1	XP_028514852.1, XP_020900465.1
OG0003332	xenia_longest_isoforms	XP_001633900.2	Xe_012804-T1
OG0003332	spis_longest_isoform_marker	XP_001633900.2	XP_022793269.1
OG0003332	aip_longest_isoforms	XP_001633900.2	XP_020900466.1, XP_020914394.1
OG0003333	xenia_longest_isoforms	XP_001640506.2	Xe_027673-T1
OG0003333	spis_longest_isoform_marker	XP_001640506.2	XP_022794513.1, XP_022794515.1
OG0003333	aip_longest_isoforms	XP_001640506.2	XP_020900467.2
OG0003334	xenia_longest_isoforms	XP_032236646.1	Xe_004749-T1, Xe_005183-T1
OG0003334	spis_longest_isoform_marker	XP_032236646.1	XP_022796751.1
OG0003334	aip_longest_isoforms	XP_032236646.1	XP_020900491.1
OG0003336	xenia_longest_isoforms	XP_001640330.2	Xe_018731-T1
OG0003336	spis_longest_isoform_marker	XP_001640330.2	XP_022799126.1, XP_022799125.1
OG0003336	aip_longest_isoforms	XP_001640330.2	XP_020900551.1
OG0003337	xenia_longest_isoforms	XP_048575566.1	Xe_025330-T1, Xe_025328-T1
OG0003337	aip_longest_isoforms	XP_048575566.1	XP_020900552.1
OG0003337	spis_longest_isoform_marker	XP_048575566.1	XP_022778958.1
OG0003338	spis_longest_isoform_marker	XP_001633754.2	XP_022779908.1, XP_022779927.1, XP_022779944.1
OG0003338	aip_longest_isoforms	XP_001633754.2	XP_020900587.1
OG0003341	xenia_longest_isoforms	XP_001634224.2	Xe_010105-T1, Xe_025396-T1
OG0003341	spis_longest_isoform_marker	XP_001634224.2	XP_022788745.1
OG0003341	aip_longest_isoforms	XP_001634224.2	XP_020900694.1
OG0003342	xenia_longest_isoforms	XP_001629217.2	Xe_004753-T1, Xe_005179-T1
OG0003342	spis_longest_isoform_marker	XP_001629217.2	XP_022788101.1
OG0003342	aip_longest_isoforms	XP_001629217.2	XP_020900727.1
OG0003343	xenia_longest_isoforms	XP_001628452.2	Xe_011379-T1
OG0003343	spis_longest_isoform_marker	XP_001628452.2	XP_022799653.1
OG0003343	aip_longest_isoforms	XP_001628452.2	XP_028518263.1, XP_020900776.1
OG0003344	xenia_longest_isoforms	XP_032232292.1	Xe_003226-T1, Xe_003463-T1
OG0003344	spis_longest_isoform_marker	XP_032232292.1	XP_022805098.1
OG0003344	aip_longest_isoforms	XP_032232292.1	XP_020900860.1
OG0003349	spis_longest_isoform_marker	XP_032229736.2	XP_022779674.1
OG0003349	aip_longest_isoforms	XP_032229736.2	XP_020900965.1, XP_020900928.1, XP_020900929.1
OG0003350	spis_longest_isoform_marker	XP_001639924.3, XP_001624705.3	XP_022785881.1
OG0003350	aip_longest_isoforms	XP_001639924.3	XP_020900949.1
OG0003350	aip_longest_isoforms	XP_001624705.3	XP_020916386.1
OG0003351	spis_longest_isoform_marker	XP_001633025.2	XP_022796782.1
OG0003351	aip_longest_isoforms	XP_001633025.2	XP_028515018.1, XP_020916383.1, XP_020900998.1
OG0003352	xenia_longest_isoforms	XP_001641983.3	Xe_019272-T1
OG0003352	spis_longest_isoform_marker	XP_001641983.3	XP_022785784.1
OG0003352	aip_longest_isoforms	XP_001641983.3	XP_020901079.1, XP_020907323.1
OG0003353	xenia_longest_isoforms	XP_032223467.2	Xe_000265-T1
OG0003353	spis_longest_isoform_marker	XP_032223467.2	XP_022800509.1, XP_022785783.1
OG0003353	aip_longest_isoforms	XP_032223467.2	XP_020901083.1
OG0003354	xenia_longest_isoforms	XP_048582204.1	Xe_000256-T1
OG0003354	aip_longest_isoforms	XP_048582204.1	XP_020901086.1
OG0003354	spis_longest_isoform_marker	XP_048582204.1	XP_022801715.1, XP_022785845.1
OG0003355	aip_longest_isoforms	XP_032236488.2, XP_032236487.2	XP_028516761.1, XP_020901109.2, XP_020901120.1
OG0003356	xenia_longest_isoforms	XP_001640231.2	Xe_000422-T1, Xe_000420-T1
OG0003356	spis_longest_isoform_marker	XP_001640231.2	XP_022798643.1
OG0003356	aip_longest_isoforms	XP_001640231.2	XP_020901167.1
OG0003357	xenia_longest_isoforms	XP_001640123.2	Xe_000919-T1
OG0003357	spis_longest_isoform_marker	XP_001640123.2	XP_022778305.1, XP_022798645.1
OG0003357	aip_longest_isoforms	XP_001640123.2	XP_020901181.1
OG0003359	xenia_longest_isoforms	XP_032239881.2	Xe_003567-T1
OG0003359	spis_longest_isoform_marker	XP_032239881.2	XP_022793567.1
OG0003359	aip_longest_isoforms	XP_032239881.2	XP_020901293.1, XP_020907423.1
OG0003360	xenia_longest_isoforms	XP_001636749.3	Xe_008040-T1
OG0003360	spis_longest_isoform_marker	XP_001636749.3	XP_022783860.1
OG0003360	aip_longest_isoforms	XP_001636749.3	XP_020913816.1, XP_020901312.1
OG0003361	xenia_longest_isoforms	XP_048587655.1, XP_032233058.2	Xe_008338-T1
OG0003361	spis_longest_isoform_marker	XP_048587655.1, XP_032233058.2	XP_022803135.1
OG0003361	aip_longest_isoforms	XP_048587655.1, XP_032233058.2	XP_020901319.2
OG0003362	xenia_longest_isoforms	XP_048575774.1	Xe_017743-T1
OG0003362	spis_longest_isoform_marker	XP_048575774.1	XP_022788412.1
OG0003362	aip_longest_isoforms	XP_048575774.1	XP_020901323.1, XP_020901324.1
OG0003363	spis_longest_isoform_marker	XP_048575653.1, XP_001630599.1	XP_022804435.1
OG0003363	aip_longest_isoforms	XP_048575653.1	XP_020901338.1
OG0003363	aip_longest_isoforms	XP_001630599.1	XP_020912385.1
OG0003364	xenia_longest_isoforms	XP_032242778.2	Xe_018615-T1, Xe_018613-T1
OG0003364	spis_longest_isoform_marker	XP_032242778.2	XP_022794567.1
OG0003364	aip_longest_isoforms	XP_032242778.2	XP_020901371.1
OG0003365	xenia_longest_isoforms	XP_032229827.2	Xe_018434-T1, Xe_018424-T1
OG0003365	spis_longest_isoform_marker	XP_032229827.2	XP_022799141.1
OG0003365	aip_longest_isoforms	XP_032229827.2	XP_020901373.1
OG0003366	xenia_longest_isoforms	XP_048576269.1	Xe_018551-T1
OG0003366	aip_longest_isoforms	XP_048576269.1	XP_020901394.1
OG0003366	spis_longest_isoform_marker	XP_048576269.1	XP_022794881.1, XP_022794902.1
OG0003367	spis_longest_isoform_marker	XP_032221045.1, XP_032221068.1	XP_022784138.1
OG0003367	aip_longest_isoforms	XP_032221045.1	XP_020901404.1
OG0003367	aip_longest_isoforms	XP_032221068.1	XP_020901401.1
OG0003368	xenia_longest_isoforms	XP_032242852.2	Xe_020949-T1, Xe_020951-T1
OG0003368	spis_longest_isoform_marker	XP_032242852.2	XP_022807225.1
OG0003368	aip_longest_isoforms	XP_032242852.2	XP_020901412.1
OG0003369	xenia_longest_isoforms	XP_001625568.1	Xe_016282-T1, Xe_028208-T1
OG0003369	spis_longest_isoform_marker	XP_001625568.1	XP_022788440.1
OG0003369	aip_longest_isoforms	XP_001625568.1	XP_020901421.1
OG0003370	xenia_longest_isoforms	XP_048576132.1	Xe_016315-T1, Xe_016316-T1
OG0003370	spis_longest_isoform_marker	XP_048576132.1	XP_022800004.1
OG0003370	aip_longest_isoforms	XP_048576132.1	XP_020901467.1
OG0003371	xenia_longest_isoforms	XP_032235139.1	Xe_017180-T1, Xe_017179-T1
OG0003371	spis_longest_isoform_marker	XP_032235139.1	XP_022780691.1
OG0003371	aip_longest_isoforms	XP_032235139.1	XP_020901493.1
OG0003372	xenia_longest_isoforms	XP_048576215.1	Xe_020899-T1, Xe_020884-T1
OG0003372	spis_longest_isoform_marker	XP_048576215.1	XP_022794576.1
OG0003372	aip_longest_isoforms	XP_048576215.1	XP_020901496.1
OG0003373	xenia_longest_isoforms	XP_001632133.3	Xe_016286-T1, Xe_016294-T1
OG0003373	spis_longest_isoform_marker	XP_001632133.3	XP_022790214.1
OG0003373	aip_longest_isoforms	XP_001632133.3	XP_020901499.1
OG0003374	xenia_longest_isoforms	XP_032236973.2	Xe_016285-T1, Xe_016293-T1
OG0003374	spis_longest_isoform_marker	XP_032236973.2	XP_022790206.1
OG0003374	aip_longest_isoforms	XP_032236973.2	XP_020901502.1
OG0003375	aip_longest_isoforms	XP_048580462.1	XP_028515562.1, XP_020902798.1, XP_020902677.1, XP_020901506.1
OG0003376	xenia_longest_isoforms	XP_001641929.2	Xe_020451-T1
OG0003376	spis_longest_isoform_marker	XP_001641929.2	XP_022783608.1, XP_022783575.1
OG0003376	aip_longest_isoforms	XP_001641929.2	XP_020901535.1
OG0003377	xenia_longest_isoforms	XP_032230131.1	Xe_022719-T1
OG0003377	spis_longest_isoform_marker	XP_032230131.1	XP_022804853.1, XP_022791730.1
OG0003377	aip_longest_isoforms	XP_032230131.1	XP_020901573.1
OG0003378	xenia_longest_isoforms	XP_001639344.1	Xe_006080-T1
OG0003378	spis_longest_isoform_marker	XP_001639344.1	XP_022791343.1, XP_022804772.1
OG0003378	aip_longest_isoforms	XP_001639344.1	XP_020901585.1
OG0003379	aip_longest_isoforms	XP_048590333.1	XP_028516050.1, XP_020901596.1
OG0003379	spis_longest_isoform_marker	XP_048590333.1	XP_022796007.1, XP_022796017.1
OG0003380	xenia_longest_isoforms	XP_001639925.2	Xe_021893-T1
OG0003380	spis_longest_isoform_marker	XP_001639925.2	XP_022794744.1, XP_022794735.1
OG0003380	aip_longest_isoforms	XP_001639925.2	XP_020901617.1
OG0003381	xenia_longest_isoforms	XP_032223477.2	Xe_021707-T1
OG0003381	spis_longest_isoform_marker	XP_032223477.2	XP_022783021.1
OG0003381	aip_longest_isoforms	XP_032223477.2	XP_020901619.1, XP_020901647.1
OG0003382	xenia_longest_isoforms	XP_048584785.1, XP_032235178.2	Xe_002424-T1
OG0003382	spis_longest_isoform_marker	XP_048584785.1, XP_032235178.2	XP_022787765.1
OG0003382	aip_longest_isoforms	XP_048584785.1, XP_032235178.2	XP_020901620.1
OG0003383	xenia_longest_isoforms	XP_032228619.1	Xe_002625-T1
OG0003383	spis_longest_isoform_marker	XP_032228619.1	XP_022788103.1
OG0003383	aip_longest_isoforms	XP_032228619.1	XP_020901641.1, XP_020901631.1
OG0003384	spis_longest_isoform_marker	XP_032239952.2, XP_048581358.1, XP_001626132.1	XP_022806284.1
OG0003384	aip_longest_isoforms	XP_032239952.2, XP_048581358.1, XP_001626132.1	XP_020901664.1
OG0003385	aip_longest_isoforms	XP_048588066.1, XP_001626220.1, XP_048577706.1, XP_048585266.1	XP_020901682.2
OG0003386	xenia_longest_isoforms	XP_048583045.1	Xe_003601-T1
OG0003386	spis_longest_isoform_marker	XP_048583045.1	XP_022808890.1, XP_022800632.1
OG0003386	aip_longest_isoforms	XP_048583045.1	XP_020901686.1
OG0003387	spis_longest_isoform_marker	XP_001632653.3, XP_032222599.1	XP_022804877.1
OG0003387	aip_longest_isoforms	XP_001632653.3	XP_020901695.1
OG0003387	aip_longest_isoforms	XP_032222599.1	XP_020901711.1
OG0003388	xenia_longest_isoforms	XP_032226931.2	Xe_003291-T1
OG0003388	spis_longest_isoform_marker	XP_032226931.2	XP_022784608.1
OG0003388	aip_longest_isoforms	XP_032226931.2	XP_020901717.1, XP_020907111.1
OG0003389	xenia_longest_isoforms	XP_048578933.1, XP_048578935.1	Xe_008118-T1
OG0003389	spis_longest_isoform_marker	XP_048578933.1, XP_048578935.1	XP_022802211.1
OG0003389	aip_longest_isoforms	XP_048578933.1, XP_048578935.1	XP_020901740.1
OG0003390	spis_longest_isoform_marker	XP_048578741.1	XP_022798922.1
OG0003390	aip_longest_isoforms	XP_048578741.1	XP_020901776.1
OG0003390	xenia_longest_isoforms	XP_048578741.1	Xe_005391-T1, Xe_005392-T1
OG0003391	xenia_longest_isoforms	XP_032221701.1	Xe_011770-T1
OG0003391	spis_longest_isoform_marker	XP_032221701.1	XP_022778180.1
OG0003391	aip_longest_isoforms	XP_032221701.1	XP_020912848.1, XP_020901821.1
OG0003392	spis_longest_isoform_marker	XP_001635075.3	XP_022804218.1, XP_022804240.1, XP_022804214.1
OG0003392	aip_longest_isoforms	XP_001635075.3	XP_020901846.1
OG0003393	xenia_longest_isoforms	XP_032221678.2	Xe_012237-T1
OG0003393	spis_longest_isoform_marker	XP_032221678.2	XP_022810375.1
OG0003393	aip_longest_isoforms	XP_032221678.2	XP_020901852.1, XP_020912847.1
OG0003394	xenia_longest_isoforms	XP_001640665.2	Xe_012434-T1
OG0003394	spis_longest_isoform_marker	XP_001640665.2	XP_022786219.1
OG0003394	aip_longest_isoforms	XP_001640665.2	XP_020909404.1, XP_020901854.1
OG0003395	xenia_longest_isoforms	XP_048590417.1	Xe_002656-T1
OG0003395	spis_longest_isoform_marker	XP_048590417.1	XP_022786329.1
OG0003395	aip_longest_isoforms	XP_048590417.1	XP_020910257.1, XP_020901890.2
OG0003396	xenia_longest_isoforms	XP_032228517.2, XP_001630213.2	Xe_000971-T1
OG0003396	spis_longest_isoform_marker	XP_032228517.2, XP_001630213.2	XP_022792855.1
OG0003396	aip_longest_isoforms	XP_032228517.2, XP_001630213.2	XP_020901928.1
OG0003397	spis_longest_isoform_marker	XP_048586392.1, XP_048586158.1	XP_022790331.1
OG0003397	aip_longest_isoforms	XP_048586392.1, XP_048586158.1	XP_028515277.1, XP_020901946.1
OG0003398	xenia_longest_isoforms	XP_032218171.2	Xe_018181-T1, Xe_014640-T1
OG0003398	spis_longest_isoform_marker	XP_032218171.2	XP_022794032.1
OG0003398	aip_longest_isoforms	XP_032218171.2	XP_020901979.1
OG0003399	xenia_longest_isoforms	XP_032233382.2	Xe_016107-T1
OG0003399	aip_longest_isoforms	XP_032233382.2	XP_020902015.1
OG0003399	spis_longest_isoform_marker	XP_032233382.2	XP_022786756.1, XP_022788374.1
OG0003400	xenia_longest_isoforms	XP_001626808.3	Xe_015889-T1
OG0003400	spis_longest_isoform_marker	XP_001626808.3	XP_022800947.1
OG0003400	aip_longest_isoforms	XP_001626808.3	XP_020902047.1, XP_020902046.1
OG0003401	xenia_longest_isoforms	XP_032231184.1	Xe_013916-T1
OG0003401	spis_longest_isoform_marker	XP_032231184.1	XP_022792171.1, XP_022792190.1
OG0003401	aip_longest_isoforms	XP_032231184.1	XP_020902060.1
OG0003402	aip_longest_isoforms	XP_032234902.1, XP_032234903.2, XP_048589673.1	XP_020902089.2, XP_020902064.1
OG0003403	spis_longest_isoform_marker	XP_001630685.1	XP_022801469.1, XP_022801668.1, XP_022800956.1
OG0003403	aip_longest_isoforms	XP_001630685.1	XP_020902075.1
OG0003404	xenia_longest_isoforms	XP_048589320.1	Xe_015680-T1
OG0003404	aip_longest_isoforms	XP_048589320.1	XP_020902088.1
OG0003404	spis_longest_isoform_marker	XP_048589320.1	XP_022795329.1, XP_022795324.1
OG0003405	xenia_longest_isoforms	XP_001635176.2	Xe_013595-T1
OG0003405	spis_longest_isoform_marker	XP_001635176.2	XP_022778845.1, XP_022804899.1
OG0003405	aip_longest_isoforms	XP_001635176.2	XP_020902123.1
OG0003406	xenia_longest_isoforms	XP_048583305.1	Xe_002103-T1
OG0003406	spis_longest_isoform_marker	XP_048583305.1	XP_022784321.1
OG0003406	aip_longest_isoforms	XP_048583305.1	XP_020902136.1, XP_020916061.1
OG0003407	xenia_longest_isoforms	XP_048589998.1	Xe_002754-T1
OG0003407	spis_longest_isoform_marker	XP_048589998.1	XP_022795042.1, XP_022795052.1
OG0003407	aip_longest_isoforms	XP_048589998.1	XP_020902176.1
OG0003408	xenia_longest_isoforms	XP_048582980.1, XP_048582965.1	Xe_020579-T1
OG0003408	spis_longest_isoform_marker	XP_048582980.1, XP_048582965.1	XP_022802070.1
OG0003408	aip_longest_isoforms	XP_048582980.1, XP_048582965.1	XP_020902187.1
OG0003409	xenia_longest_isoforms	XP_048582482.1	Xe_004500-T1
OG0003409	spis_longest_isoform_marker	XP_048582482.1	XP_022807859.1
OG0003409	aip_longest_isoforms	XP_048582482.1	XP_020902196.1, XP_020909985.1
OG0003410	spis_longest_isoform_marker	XP_048589312.1	XP_022787979.1, XP_022787964.1
OG0003410	aip_longest_isoforms	XP_048589312.1	XP_020904712.2, XP_020902245.2
OG0003411	xenia_longest_isoforms	XP_032225702.1	Xe_014555-T1
OG0003411	spis_longest_isoform_marker	XP_032225702.1	XP_022785457.1
OG0003411	aip_longest_isoforms	XP_032225702.1	XP_028515402.1, XP_020902248.1
OG0003412	xenia_longest_isoforms	XP_032239204.2	Xe_011649-T1
OG0003412	spis_longest_isoform_marker	XP_032239204.2	XP_022790085.1
OG0003412	aip_longest_isoforms	XP_032239204.2	XP_020902251.1, XP_028515407.1
OG0003414	xenia_longest_isoforms	XP_032225918.1	Xe_010729-T1
OG0003414	spis_longest_isoform_marker	XP_032225918.1	XP_022810454.1, XP_022777734.1
OG0003414	aip_longest_isoforms	XP_032225918.1	XP_020902263.1
OG0003415	xenia_longest_isoforms	XP_032230267.1	Xe_008052-T1
OG0003415	spis_longest_isoform_marker	XP_032230267.1	XP_022780172.1
OG0003415	aip_longest_isoforms	XP_032230267.1	XP_020912570.1, XP_020902267.1
OG0003416	xenia_longest_isoforms	XP_032228990.1	Xe_011610-T1
OG0003416	spis_longest_isoform_marker	XP_032228990.1	XP_022791434.1, XP_022781377.1
OG0003416	aip_longest_isoforms	XP_032228990.1	XP_020902274.1
OG0003417	xenia_longest_isoforms	XP_001628108.1	Xe_011639-T1
OG0003417	spis_longest_isoform_marker	XP_001628108.1	XP_022781328.1
OG0003417	aip_longest_isoforms	XP_001628108.1	XP_020902300.1, XP_020902284.1
OG0003419	spis_longest_isoform_marker	XP_048588337.1, XP_032234269.2	XP_022797251.1
OG0003419	aip_longest_isoforms	XP_048588337.1	XP_020907997.1
OG0003419	aip_longest_isoforms	XP_032234269.2	XP_020902350.1
OG0003420	xenia_longest_isoforms	XP_048588320.1	Xe_015640-T1
OG0003420	spis_longest_isoform_marker	XP_048588320.1	XP_022779207.1, XP_022779107.1
OG0003420	aip_longest_isoforms	XP_048588320.1	XP_020902365.1
OG0003421	xenia_longest_isoforms	XP_001622941.2	Xe_014851-T1
OG0003421	spis_longest_isoform_marker	XP_001622941.2	XP_022779122.1
OG0003421	aip_longest_isoforms	XP_001622941.2	XP_020902383.1, XP_020902382.1
OG0003423	xenia_longest_isoforms	XP_032220272.1, XP_001622740.2	Xe_005615-T1
OG0003423	spis_longest_isoform_marker	XP_032220272.1, XP_001622740.2	XP_022799799.1
OG0003423	aip_longest_isoforms	XP_032220272.1, XP_001622740.2	XP_020902424.1
OG0003424	xenia_longest_isoforms	XP_048580203.1	Xe_021960-T1, Xe_021964-T1
OG0003424	spis_longest_isoform_marker	XP_048580203.1	XP_022795853.1
OG0003424	aip_longest_isoforms	XP_048580203.1	XP_020902434.1
OG0003425	xenia_longest_isoforms	XP_032241405.2	Xe_022151-T1
OG0003425	spis_longest_isoform_marker	XP_032241405.2	XP_022785177.1, XP_022785141.1
OG0003425	aip_longest_isoforms	XP_032241405.2	XP_020902436.1
OG0003427	xenia_longest_isoforms	XP_048588121.1	Xe_015400-T1, Xe_015401-T1
OG0003427	spis_longest_isoform_marker	XP_048588121.1	XP_022788598.1
OG0003427	aip_longest_isoforms	XP_048588121.1	XP_020902448.1
OG0003428	xenia_longest_isoforms	XP_032230476.1	Xe_015094-T1, Xe_015092-T1
OG0003428	spis_longest_isoform_marker	XP_032230476.1	XP_022791562.1
OG0003428	aip_longest_isoforms	XP_032230476.1	XP_020902462.1
OG0003429	xenia_longest_isoforms	XP_048588950.1	Xe_014339-T1
OG0003429	aip_longest_isoforms	XP_048588950.1	XP_028519172.1, XP_020902465.2
OG0003429	spis_longest_isoform_marker	XP_048588950.1	XP_022806721.1
OG0003430	xenia_longest_isoforms	XP_048588972.1	Xe_015501-T1
OG0003430	spis_longest_isoform_marker	XP_048588972.1	XP_022790370.1
OG0003430	aip_longest_isoforms	XP_048588972.1	XP_020915935.1, XP_020902521.1
OG0003431	aip_longest_isoforms	XP_048578799.1	XP_020902537.1
OG0003431	spis_longest_isoform_marker	XP_048578799.1	XP_022785894.1
OG0003431	xenia_longest_isoforms	XP_048578799.1	Xe_009759-T1
OG0003432	xenia_longest_isoforms	XP_001624774.2	Xe_014341-T1
OG0003432	spis_longest_isoform_marker	XP_001624774.2	XP_022790378.1
OG0003432	aip_longest_isoforms	XP_001624774.2	XP_020902546.1, XP_020915936.1
OG0003433	xenia_longest_isoforms	XP_048588668.1	Xe_015504-T1
OG0003433	spis_longest_isoform_marker	XP_048588668.1	XP_022790359.1
OG0003433	aip_longest_isoforms	XP_048588668.1	XP_020915937.1, XP_020902547.1
OG0003435	spis_longest_isoform_marker	XP_032227677.1	XP_022783774.1
OG0003435	aip_longest_isoforms	XP_032227677.1	XP_020917662.1
OG0003436	spis_longest_isoform_marker	XP_001632704.2, XP_001637267.3	XP_022790363.1
OG0003436	aip_longest_isoforms	XP_001632704.2, XP_001637267.3	XP_020902612.1, XP_020915939.1
OG0003437	xenia_longest_isoforms	XP_048588489.1	Xe_014494-T1
OG0003437	spis_longest_isoform_marker	XP_048588489.1	XP_022780139.1, XP_022804086.1
OG0003437	aip_longest_isoforms	XP_048588489.1	XP_020902619.1
OG0003438	xenia_longest_isoforms	XP_001635928.1	Xe_000474-T1
OG0003438	spis_longest_isoform_marker	XP_001635928.1	XP_022785609.1
OG0003438	aip_longest_isoforms	XP_001635928.1	XP_020902620.1, XP_020902621.1
OG0003439	xenia_longest_isoforms	XP_001627495.1	Xe_014202-T1
OG0003439	spis_longest_isoform_marker	XP_001627495.1	XP_022779114.1
OG0003439	aip_longest_isoforms	XP_001627495.1	XP_020902626.1, XP_020903682.1
OG0003440	xenia_longest_isoforms	XP_032234543.2	Xe_025398-T1, Xe_010107-T1
OG0003440	spis_longest_isoform_marker	XP_032234543.2	XP_022795133.1
OG0003440	aip_longest_isoforms	XP_032234543.2	XP_020902668.1
OG0003441	spis_longest_isoform_marker	XP_032225350.2, XP_048578538.1	XP_022798485.1
OG0003441	aip_longest_isoforms	XP_032225350.2, XP_048578538.1	XP_020902680.1, XP_020909781.1
OG0003442	xenia_longest_isoforms	XP_001625567.2	Xe_015934-T1
OG0003442	aip_longest_isoforms	XP_001625567.2	XP_028516861.1, XP_020902706.1
OG0003442	spis_longest_isoform_marker	XP_001625567.2	XP_022784162.1
OG0003444	xenia_longest_isoforms	XP_048580802.1	Xe_022694-T1, Xe_022689-T1
OG0003444	spis_longest_isoform_marker	XP_048580802.1	XP_022803216.1
OG0003444	aip_longest_isoforms	XP_048580802.1	XP_020902733.1
OG0003445	spis_longest_isoform_marker	XP_032227682.2, XP_032223367.2, XP_032238912.1	XP_022783022.1
