Orthogroup	Species	xenia_longest_isoforms	Orthologs
OG0002431	spis_longest_isoform_marker	Xe_018704-T1, Xe_018695-T1	XP_022805042.1
OG0002431	nvec_longest_isoform	Xe_018704-T1, Xe_018695-T1	XP_048575870.1
OG0002431	aip_longest_isoforms	Xe_018704-T1, Xe_018695-T1	XP_028515927.1, XP_020904282.1
OG0002432	spis_longest_isoform_marker	Xe_014282-T1, Xe_014281-T1, Xe_014287-T1	XP_022801760.1
OG0002432	nvec_longest_isoform	Xe_014282-T1, Xe_014281-T1, Xe_014287-T1	XP_001632006.3
OG0002432	aip_longest_isoforms	Xe_014282-T1, Xe_014281-T1, Xe_014287-T1	XP_020904384.1
OG0002433	nvec_longest_isoform	Xe_019342-T1, Xe_008142-T1	XP_048578814.1
OG0002433	spis_longest_isoform_marker	Xe_019342-T1, Xe_008142-T1	XP_022779939.1
OG0002433	aip_longest_isoforms	Xe_019342-T1, Xe_008142-T1	XP_020904460.1, XP_020916550.2
OG0002435	spis_longest_isoform_marker	Xe_005023-T1	XP_022807113.1, XP_022807111.1
OG0002435	nvec_longest_isoform	Xe_005023-T1	XP_048589825.1
OG0002435	aip_longest_isoforms	Xe_005023-T1	XP_020915834.1, XP_020904590.1
OG0002436	spis_longest_isoform_marker	Xe_015849-T1	XP_022780374.1, XP_022780375.1
OG0002436	aip_longest_isoforms	Xe_015849-T1	XP_020904763.1
OG0002436	nvec_longest_isoform	Xe_015849-T1	XP_001637815.3, XP_001637617.2
OG0002439	spis_longest_isoform_marker	Xe_007422-T1, Xe_007423-T1, Xe_007417-T1	XP_022786900.1
OG0002439	nvec_longest_isoform	Xe_007422-T1, Xe_007423-T1, Xe_007417-T1	XP_048587000.1
OG0002439	aip_longest_isoforms	Xe_007422-T1, Xe_007423-T1, Xe_007417-T1	XP_020905110.1
OG0002440	aip_longest_isoforms	Xe_009455-T1, Xe_009446-T1, Xe_009457-T1	XP_020905119.1
OG0002440	nvec_longest_isoform	Xe_009455-T1, Xe_009446-T1, Xe_009457-T1	XP_032222421.1
OG0002440	spis_longest_isoform_marker	Xe_009455-T1, Xe_009446-T1, Xe_009457-T1	XP_022792041.1
OG0002443	spis_longest_isoform_marker	Xe_015896-T1	XP_022781240.1
OG0002443	nvec_longest_isoform	Xe_015896-T1	XP_032223282.1
OG0002443	aip_longest_isoforms	Xe_015896-T1	XP_020905823.1, XP_020905195.1, XP_020905196.1
OG0002445	aip_longest_isoforms	Xe_020875-T1, Xe_020854-T1, Xe_025272-T1	XP_020905220.1
OG0002445	nvec_longest_isoform	Xe_020875-T1, Xe_020854-T1, Xe_025272-T1	XP_001630325.1
OG0002445	spis_longest_isoform_marker	Xe_020875-T1, Xe_020854-T1, Xe_025272-T1	XP_022806275.1
OG0002447	spis_longest_isoform_marker	Xe_002176-T1	XP_022799321.1
OG0002447	nvec_longest_isoform	Xe_002176-T1	XP_001625482.3
OG0002447	aip_longest_isoforms	Xe_002176-T1	XP_020912321.1, XP_020912153.1, XP_020905397.1
OG0002448	spis_longest_isoform_marker	Xe_012686-T1, Xe_008115-T1, Xe_008114-T1	XP_022780207.1
OG0002448	nvec_longest_isoform	Xe_012686-T1, Xe_008115-T1, Xe_008114-T1	XP_001629586.3
OG0002448	aip_longest_isoforms	Xe_012686-T1, Xe_008115-T1, Xe_008114-T1	XP_020905398.1
OG0002450	spis_longest_isoform_marker	Xe_013507-T1	XP_022794109.1
OG0002450	nvec_longest_isoform	Xe_013507-T1	XP_001634414.2
OG0002450	aip_longest_isoforms	Xe_013507-T1	XP_020905414.1
OG0002450	aip_longest_isoforms	Xe_013505-T1	XP_020905408.2
OG0002451	spis_longest_isoform_marker	Xe_023474-T1, Xe_004085-T1, Xe_009484-T1	XP_022788496.1
OG0002451	aip_longest_isoforms	Xe_023474-T1, Xe_004085-T1, Xe_009484-T1	XP_020905456.1
OG0002451	nvec_longest_isoform	Xe_023474-T1, Xe_004085-T1, Xe_009484-T1	XP_001641486.3
OG0002452	spis_longest_isoform_marker	Xe_015376-T1, Xe_015377-T1, Xe_015520-T1	XP_022794022.1
OG0002452	aip_longest_isoforms	Xe_015376-T1, Xe_015377-T1, Xe_015520-T1	XP_020905541.1
OG0002452	nvec_longest_isoform	Xe_015376-T1, Xe_015377-T1, Xe_015520-T1	XP_001641831.2
OG0002453	spis_longest_isoform_marker	Xe_027212-T1, Xe_003930-T1, Xe_003565-T1	XP_022797732.1
OG0002453	aip_longest_isoforms	Xe_027212-T1, Xe_003930-T1, Xe_003565-T1	XP_020905548.1
OG0002453	nvec_longest_isoform	Xe_027212-T1, Xe_003930-T1, Xe_003565-T1	XP_032217707.1
OG0002454	aip_longest_isoforms	Xe_004796-T1, Xe_004793-T1	XP_020905612.1
OG0002454	nvec_longest_isoform	Xe_004796-T1, Xe_004793-T1	XP_001640519.3
OG0002454	spis_longest_isoform_marker	Xe_004796-T1	XP_022798610.1
OG0002454	spis_longest_isoform_marker	Xe_004793-T1	XP_022798585.1
OG0002455	spis_longest_isoform_marker	Xe_012032-T1	XP_022790958.1, XP_022790976.1
OG0002455	aip_longest_isoforms	Xe_012032-T1	XP_020905631.1, XP_020905619.1
OG0002455	nvec_longest_isoform	Xe_012032-T1	XP_048585811.1
OG0002456	aip_longest_isoforms	Xe_014389-T1	XP_020905654.1
OG0002456	nvec_longest_isoform	Xe_014389-T1	XP_001640626.1, XP_032236876.2
OG0002456	spis_longest_isoform_marker	Xe_014389-T1	XP_022784331.1, XP_022790293.1
OG0002457	spis_longest_isoform_marker	Xe_010738-T1, Xe_010740-T1	XP_022785419.1
OG0002457	nvec_longest_isoform	Xe_010738-T1, Xe_010740-T1	XP_048584715.1
OG0002457	aip_longest_isoforms	Xe_010738-T1, Xe_010740-T1	XP_020905658.1, XP_028517764.1
OG0002458	spis_longest_isoform_marker	Xe_009945-T1, Xe_009944-T1	XP_022794369.1, XP_022794377.1, XP_022793469.1
OG0002458	aip_longest_isoforms	Xe_009945-T1, Xe_009944-T1	XP_020905739.1
OG0002459	nvec_longest_isoform	Xe_007182-T1	XP_048577180.1, XP_048577184.1
OG0002459	spis_longest_isoform_marker	Xe_007182-T1	XP_022791707.1, XP_022791769.1
OG0002459	aip_longest_isoforms	Xe_007182-T1	XP_020905749.1
OG0002460	spis_longest_isoform_marker	Xe_004519-T1	XP_022792090.1, XP_022792070.1, XP_022803725.1
OG0002460	aip_longest_isoforms	Xe_004519-T1	XP_020905783.1
OG0002460	nvec_longest_isoform	Xe_004519-T1	XP_001639622.1
OG0002461	nvec_longest_isoform	Xe_007910-T1	XP_032234182.2
OG0002461	aip_longest_isoforms	Xe_007910-T1	XP_020905825.1
OG0002461	spis_longest_isoform_marker	Xe_007910-T1	XP_022795501.1, XP_022795510.1, XP_022795495.1
OG0002462	nvec_longest_isoform	Xe_007956-T1, Xe_007953-T1	XP_032235546.2
OG0002462	spis_longest_isoform_marker	Xe_007956-T1, Xe_007953-T1	XP_022794301.1, XP_022794323.1
OG0002462	aip_longest_isoforms	Xe_007956-T1, Xe_007953-T1	XP_020905869.1
OG0002463	aip_longest_isoforms	Xe_003160-T1, Xe_003161-T1	XP_020905878.1
OG0002463	spis_longest_isoform_marker	Xe_003160-T1, Xe_003161-T1	XP_022801137.1, XP_022801147.1, XP_022801139.1
OG0002464	spis_longest_isoform_marker	Xe_022005-T1, Xe_022006-T1	XP_022800605.1
OG0002464	nvec_longest_isoform	Xe_022005-T1, Xe_022006-T1	XP_032222456.1
OG0002464	aip_longest_isoforms	Xe_022005-T1, Xe_022006-T1	XP_020905993.1, XP_020905963.1
OG0002465	nvec_longest_isoform	Xe_001389-T1	XP_048579504.1
OG0002465	aip_longest_isoforms	Xe_001389-T1	XP_020905985.1, XP_020912505.1
OG0002465	spis_longest_isoform_marker	Xe_001389-T1	XP_022785356.1, XP_022785632.1
OG0002466	spis_longest_isoform_marker	Xe_029119-T1	XP_022787485.1
OG0002466	aip_longest_isoforms	Xe_029119-T1	XP_020917470.1, XP_020906074.1
OG0002466	nvec_longest_isoform	Xe_029119-T1	XP_001641143.3, XP_032222186.2
OG0002472	spis_longest_isoform_marker	Xe_006692-T1, Xe_006691-T1, Xe_006690-T1	XP_022794201.1
OG0002472	nvec_longest_isoform	Xe_006692-T1, Xe_006691-T1, Xe_006690-T1	XP_048577156.1
OG0002472	aip_longest_isoforms	Xe_006692-T1, Xe_006691-T1, Xe_006690-T1	XP_020906441.1
OG0002473	aip_longest_isoforms	Xe_020762-T1	XP_020906446.1
OG0002473	nvec_longest_isoform	Xe_020762-T1	XP_048576709.1, XP_048576714.1
OG0002473	spis_longest_isoform_marker	Xe_020762-T1	XP_022799834.1, XP_022791327.1
OG0002474	spis_longest_isoform_marker	Xe_005725-T1	XP_022808333.1
OG0002474	aip_longest_isoforms	Xe_005725-T1	XP_020906485.1, XP_020906471.1
OG0002474	nvec_longest_isoform	Xe_005725-T1	XP_048576590.1, XP_032219131.2
OG0002475	spis_longest_isoform_marker	Xe_008369-T1	XP_022797989.1, XP_022786132.1
OG0002475	aip_longest_isoforms	Xe_008369-T1	XP_020909957.1, XP_020906560.1
OG0002475	nvec_longest_isoform	Xe_008369-T1	XP_001635788.3
OG0002476	spis_longest_isoform_marker	Xe_008382-T1	XP_022786488.1, XP_022786547.1
OG0002476	aip_longest_isoforms	Xe_008382-T1	XP_020906566.1
OG0002476	nvec_longest_isoform	Xe_008382-T1	XP_048578827.1, XP_032234978.2
OG0002477	aip_longest_isoforms	Xe_007474-T1, Xe_007475-T1, Xe_007473-T1	XP_020906651.1
OG0002477	nvec_longest_isoform	Xe_007474-T1, Xe_007475-T1, Xe_007473-T1	XP_032221589.1
OG0002477	spis_longest_isoform_marker	Xe_007474-T1, Xe_007475-T1, Xe_007473-T1	XP_022789138.1
OG0002479	spis_longest_isoform_marker	Xe_009208-T1, Xe_009219-T1	XP_022787349.1, XP_022787335.1
OG0002479	aip_longest_isoforms	Xe_009208-T1, Xe_009219-T1	XP_020906855.1
OG0002479	nvec_longest_isoform	Xe_009208-T1, Xe_009219-T1	XP_001629679.3
OG0002481	nvec_longest_isoform	Xe_024433-T1	XP_048580814.1, XP_032240063.2
OG0002481	spis_longest_isoform_marker	Xe_024433-T1	XP_022784076.1, XP_022781961.1
OG0002481	aip_longest_isoforms	Xe_024433-T1	XP_020906954.2
OG0002483	aip_longest_isoforms	Xe_022163-T1	XP_028516702.1, XP_020907099.1
OG0002483	spis_longest_isoform_marker	Xe_022163-T1	XP_022801930.1, XP_022788244.1
OG0002483	nvec_longest_isoform	Xe_022163-T1	XP_032222950.2
OG0002486	aip_longest_isoforms	Xe_005172-T1, Xe_025401-T1, Xe_010110-T1	XP_020907391.1
OG0002486	nvec_longest_isoform	Xe_005172-T1, Xe_025401-T1, Xe_010110-T1	XP_032233489.2
OG0002486	spis_longest_isoform_marker	Xe_005172-T1, Xe_025401-T1, Xe_010110-T1	XP_022800478.1
OG0002487	spis_longest_isoform_marker	Xe_026650-T1, Xe_028629-T1, Xe_022068-T1	XP_022796021.1
OG0002487	nvec_longest_isoform	Xe_026650-T1, Xe_028629-T1, Xe_022068-T1	XP_032241376.1
OG0002487	aip_longest_isoforms	Xe_026650-T1, Xe_028629-T1, Xe_022068-T1	XP_020907392.1
OG0002488	aip_longest_isoforms	Xe_000779-T1	XP_020907400.1
OG0002488	spis_longest_isoform_marker	Xe_000779-T1	XP_022795949.1
OG0002488	nvec_longest_isoform	Xe_000779-T1	XP_032234506.2, XP_032234508.1, XP_048576016.1
OG0002491	spis_longest_isoform_marker	Xe_012109-T1	XP_022792006.1, XP_022792000.1
OG0002491	nvec_longest_isoform	Xe_012109-T1	XP_032226760.1, XP_032220732.2
OG0002491	aip_longest_isoforms	Xe_012109-T1	XP_020907484.1
OG0002493	spis_longest_isoform_marker	Xe_013787-T1	XP_022778975.1
OG0002493	nvec_longest_isoform	Xe_013787-T1	XP_048585389.1
OG0002493	aip_longest_isoforms	Xe_013787-T1	XP_028512447.1, XP_020907547.1, XP_028512448.1
OG0002497	spis_longest_isoform_marker	Xe_024927-T1	XP_022782613.1
OG0002497	nvec_longest_isoform	Xe_024927-T1	XP_032241496.2
OG0002497	spis_longest_isoform_marker	Xe_011785-T1	XP_022803479.1
OG0002497	aip_longest_isoforms	Xe_011785-T1	XP_020907692.1
OG0002499	nvec_longest_isoform	Xe_022232-T1	XP_032239035.2
OG0002499	aip_longest_isoforms	Xe_022232-T1	XP_020907959.1, XP_020908623.1, XP_020908640.1
OG0002499	spis_longest_isoform_marker	Xe_022232-T1	XP_022787504.1
OG0002500	spis_longest_isoform_marker	Xe_025405-T1, Xe_015641-T1, Xe_025406-T1	XP_022788656.1
OG0002500	nvec_longest_isoform	Xe_025405-T1, Xe_015641-T1, Xe_025406-T1	XP_048589103.1
OG0002500	aip_longest_isoforms	Xe_025405-T1, Xe_015641-T1, Xe_025406-T1	XP_020907975.1
OG0002502	spis_longest_isoform_marker	Xe_029010-T1	XP_022793047.1
OG0002502	nvec_longest_isoform	Xe_029010-T1	XP_048581928.1, XP_048582955.1, XP_048582956.1
OG0002502	aip_longest_isoforms	Xe_029010-T1	XP_020908034.1
OG0002504	nvec_longest_isoform	Xe_013227-T1	XP_048577986.1, XP_032226807.1
OG0002504	spis_longest_isoform_marker	Xe_013227-T1	XP_022796746.1, XP_022783681.1
OG0002504	aip_longest_isoforms	Xe_013227-T1	XP_020908220.1
OG0002505	spis_longest_isoform_marker	Xe_021832-T1	XP_022787254.1
OG0002505	aip_longest_isoforms	Xe_021832-T1	XP_028512937.1, XP_020908231.1, XP_028515329.1
OG0002505	nvec_longest_isoform	Xe_021832-T1	XP_048589827.1
OG0002507	spis_longest_isoform_marker	Xe_014639-T1	XP_022801304.1
OG0002507	aip_longest_isoforms	Xe_014639-T1	XP_020916916.1, XP_020908241.1
OG0002507	nvec_longest_isoform	Xe_014639-T1	XP_032236445.2, XP_001630711.3
OG0002509	aip_longest_isoforms	Xe_021847-T1	XP_020908339.2
OG0002509	nvec_longest_isoform	Xe_021847-T1	XP_032231539.2
OG0002509	spis_longest_isoform_marker	Xe_021847-T1	XP_022791657.1, XP_022791629.1, XP_022791641.1
OG0002510	spis_longest_isoform_marker	Xe_011618-T1, Xe_011619-T1	XP_022782295.1
OG0002510	nvec_longest_isoform	Xe_011618-T1, Xe_011619-T1	XP_032235344.1
OG0002510	aip_longest_isoforms	Xe_011618-T1	XP_020908452.1
OG0002510	aip_longest_isoforms	Xe_011619-T1	XP_020910348.1
OG0002511	aip_longest_isoforms	Xe_021407-T1, Xe_002796-T1, Xe_021356-T1, Xe_015992-T1, Xe_021357-T1	XP_020908535.1
OG0002513	spis_longest_isoform_marker	Xe_017189-T1	XP_022802659.1, XP_022802662.1
OG0002513	nvec_longest_isoform	Xe_017189-T1	XP_032227075.1
OG0002513	aip_longest_isoforms	Xe_017189-T1	XP_020908569.1, XP_020911806.1
OG0002515	spis_longest_isoform_marker	Xe_009731-T1	XP_022781402.1, XP_022794921.1
OG0002515	nvec_longest_isoform	Xe_009731-T1	XP_048578224.1
OG0002515	aip_longest_isoforms	Xe_009731-T1	XP_020908655.2, XP_020910583.1
OG0002516	nvec_longest_isoform	Xe_004223-T1, Xe_004342-T1, Xe_004341-T1	XP_048580256.1
OG0002516	aip_longest_isoforms	Xe_004223-T1, Xe_004342-T1, Xe_004341-T1	XP_020908731.1
OG0002516	spis_longest_isoform_marker	Xe_004223-T1, Xe_004342-T1, Xe_004341-T1	XP_022797528.1
OG0002517	nvec_longest_isoform	Xe_003433-T1	XP_001634629.2
OG0002517	aip_longest_isoforms	Xe_003433-T1	XP_020908779.1
OG0002517	spis_longest_isoform_marker	Xe_003433-T1	XP_022783424.1, XP_022777956.1, XP_022783469.1
OG0002518	nvec_longest_isoform	Xe_004945-T1	XP_001639131.1
OG0002518	spis_longest_isoform_marker	Xe_004945-T1	XP_022786708.1, XP_022787937.1
OG0002518	aip_longest_isoforms	Xe_004945-T1	XP_028513366.1, XP_020909100.1
OG0002520	spis_longest_isoform_marker	Xe_012077-T1, Xe_012072-T1	XP_022803277.1, XP_022777471.1
OG0002520	nvec_longest_isoform	Xe_012077-T1, Xe_012072-T1	XP_048586058.1
OG0002520	aip_longest_isoforms	Xe_012077-T1, Xe_012072-T1	XP_020909278.1
OG0002521	aip_longest_isoforms	Xe_001223-T1, Xe_012209-T1, Xe_023970-T1	XP_020909322.1
OG0002521	nvec_longest_isoform	Xe_001223-T1, Xe_012209-T1, Xe_023970-T1	XP_001632289.3
OG0002521	spis_longest_isoform_marker	Xe_001223-T1, Xe_012209-T1, Xe_023970-T1	XP_022784405.1
OG0002522	spis_longest_isoform_marker	Xe_012942-T1	XP_022789818.1
OG0002522	nvec_longest_isoform	Xe_012942-T1	XP_048586707.1, XP_032230455.1
OG0002522	aip_longest_isoforms	Xe_012942-T1	XP_020909432.1, XP_020916999.1
OG0002523	spis_longest_isoform_marker	Xe_014854-T1, Xe_022529-T1, Xe_022530-T1	XP_022785053.1
OG0002523	nvec_longest_isoform	Xe_014854-T1, Xe_022529-T1, Xe_022530-T1	XP_048588211.1
OG0002523	aip_longest_isoforms	Xe_014854-T1, Xe_022529-T1, Xe_022530-T1	XP_020909535.1
OG0002524	spis_longest_isoform_marker	Xe_008885-T1, Xe_008884-T1	XP_022800675.1
OG0002524	aip_longest_isoforms	Xe_008885-T1, Xe_008884-T1	XP_020909555.1
OG0002524	nvec_longest_isoform	Xe_008885-T1, Xe_008884-T1	XP_001626198.2, XP_048587667.1
OG0002525	spis_longest_isoform_marker	Xe_007406-T1	XP_022780876.1
OG0002525	aip_longest_isoforms	Xe_007406-T1	XP_020911514.1, XP_020916529.1, XP_020909562.1
OG0002525	nvec_longest_isoform	Xe_007406-T1	XP_032225938.2
OG0002526	nvec_longest_isoform	Xe_004804-T1	XP_001631988.1
OG0002526	aip_longest_isoforms	Xe_004804-T1	XP_020909670.1
OG0002526	spis_longest_isoform_marker	Xe_004804-T1	XP_022800512.1, XP_022800511.1, XP_022800513.1
OG0002531	spis_longest_isoform_marker	Xe_015011-T1	XP_022806196.1
OG0002531	nvec_longest_isoform	Xe_015011-T1	XP_048589737.1, XP_032233341.2
OG0002531	aip_longest_isoforms	Xe_015011-T1	XP_020910045.1, XP_020910025.1
OG0002533	aip_longest_isoforms	Xe_022526-T1, Xe_014244-T1, Xe_025189-T1	XP_020910041.1
OG0002533	nvec_longest_isoform	Xe_022526-T1, Xe_014244-T1, Xe_025189-T1	XP_001629933.3
OG0002533	spis_longest_isoform_marker	Xe_022526-T1, Xe_014244-T1, Xe_025189-T1	XP_022806665.1
OG0002534	spis_longest_isoform_marker	Xe_014849-T1	XP_022795404.1
OG0002534	aip_longest_isoforms	Xe_014849-T1	XP_020910236.1, XP_020910183.1
OG0002534	nvec_longest_isoform	Xe_014849-T1	XP_048589655.1, XP_048589505.1
OG0002535	spis_longest_isoform_marker	Xe_025423-T1, Xe_015655-T1	XP_022797129.1
OG0002535	aip_longest_isoforms	Xe_025423-T1, Xe_015655-T1	XP_020910322.1, XP_020910188.1, XP_020911096.1
OG0002536	aip_longest_isoforms	Xe_008732-T1	XP_020911278.2
OG0002536	aip_longest_isoforms	Xe_008730-T1	XP_020910270.1
OG0002536	nvec_longest_isoform	Xe_008730-T1	XP_048578451.1
OG0002536	spis_longest_isoform_marker	Xe_008730-T1	XP_022792211.1
OG0002538	spis_longest_isoform_marker	Xe_015090-T1, Xe_010893-T1, Xe_015088-T1	XP_022800456.1
OG0002538	nvec_longest_isoform	Xe_015090-T1, Xe_010893-T1, Xe_015088-T1	XP_032219569.1
OG0002538	aip_longest_isoforms	Xe_015090-T1, Xe_010893-T1, Xe_015088-T1	XP_020910299.1
OG0002539	spis_longest_isoform_marker	Xe_028869-T1	XP_022800936.1, XP_022777960.1
OG0002539	nvec_longest_isoform	Xe_028869-T1	XP_032230859.1
OG0002539	aip_longest_isoforms	Xe_028869-T1	XP_020911228.1, XP_020910321.1
OG0002540	spis_longest_isoform_marker	Xe_021362-T1, Xe_021364-T1	XP_022788279.1
OG0002540	aip_longest_isoforms	Xe_021362-T1, Xe_021364-T1	XP_020910514.1, XP_020910461.1
OG0002540	nvec_longest_isoform	Xe_021362-T1, Xe_021364-T1	XP_001622425.2
OG0002541	nvec_longest_isoform	Xe_021363-T1, Xe_021365-T1	XP_048579816.1
OG0002541	aip_longest_isoforms	Xe_021363-T1, Xe_021365-T1	XP_020910462.1, XP_020910515.1
OG0002541	spis_longest_isoform_marker	Xe_021363-T1, Xe_021365-T1	XP_022788280.1
OG0002542	nvec_longest_isoform	Xe_015852-T1	XP_001630719.1
OG0002542	aip_longest_isoforms	Xe_015852-T1	XP_020910524.1
OG0002542	spis_longest_isoform_marker	Xe_015852-T1	XP_022797118.1, XP_022797116.1, XP_022806475.1
OG0002546	aip_longest_isoforms	Xe_005503-T1	XP_020910770.1, XP_028513221.1
OG0002546	nvec_longest_isoform	Xe_005503-T1	XP_048576874.1
OG0002546	spis_longest_isoform_marker	Xe_005503-T1	XP_022802134.1, XP_022778034.1
OG0002547	aip_longest_isoforms	Xe_001457-T1, Xe_020797-T1, Xe_006381-T1, Xe_024451-T1	XP_020910852.1, XP_028519389.1
OG0002548	spis_longest_isoform_marker	Xe_013521-T1, Xe_013526-T1	XP_022781579.1
OG0002548	nvec_longest_isoform	Xe_013521-T1, Xe_013526-T1	XP_032221598.1
OG0002548	aip_longest_isoforms	Xe_013521-T1, Xe_013526-T1	XP_020910882.1, XP_020910884.1
OG0002549	aip_longest_isoforms	Xe_024254-T1	XP_020910915.1, XP_028514735.1
OG0002549	spis_longest_isoform_marker	Xe_024254-T1	XP_022796154.1, XP_022796117.1
OG0002549	nvec_longest_isoform	Xe_024254-T1	XP_048585225.1
OG0002550	spis_longest_isoform_marker	Xe_007858-T1, Xe_007848-T1, Xe_007859-T1	XP_022783794.1
OG0002550	nvec_longest_isoform	Xe_007858-T1, Xe_007848-T1, Xe_007859-T1	XP_001639310.2
OG0002550	aip_longest_isoforms	Xe_007858-T1, Xe_007848-T1, Xe_007859-T1	XP_020911076.1
OG0002552	nvec_longest_isoform	Xe_014923-T1, Xe_014915-T2	XP_032235659.2
OG0002552	spis_longest_isoform_marker	Xe_014923-T1, Xe_014915-T2	XP_022804067.1
OG0002552	aip_longest_isoforms	Xe_014923-T1	XP_028517838.1
OG0002552	aip_longest_isoforms	Xe_014915-T2	XP_020911176.1
OG0002553	spis_longest_isoform_marker	Xe_018469-T1	XP_022796857.1, XP_022796846.1
OG0002553	aip_longest_isoforms	Xe_018469-T1	XP_020911284.1
OG0002553	nvec_longest_isoform	Xe_018469-T1	XP_048577766.1, XP_001630816.1
OG0002554	spis_longest_isoform_marker	Xe_014500-T2	XP_022786289.1
OG0002554	nvec_longest_isoform	Xe_014500-T2	XP_048589697.1, XP_048589113.1
OG0002554	aip_longest_isoforms	Xe_014500-T2	XP_020911403.1, XP_028518000.1
OG0002558	spis_longest_isoform_marker	Xe_002449-T1	XP_022778393.1
OG0002558	spis_longest_isoform_marker	Xe_002448-T1	XP_022786302.1
OG0002558	nvec_longest_isoform	Xe_002448-T1	XP_048590342.1
OG0002558	aip_longest_isoforms	Xe_002448-T1	XP_020911647.1
OG0002559	aip_longest_isoforms	Xe_015246-T1, Xe_015253-T1	XP_020911686.2
OG0002559	nvec_longest_isoform	Xe_015246-T1, Xe_015253-T1	XP_032242128.2
OG0002559	spis_longest_isoform_marker	Xe_015246-T1	XP_022797527.1
OG0002559	spis_longest_isoform_marker	Xe_015253-T1	XP_022800326.1
OG0002560	spis_longest_isoform_marker	Xe_015430-T1	XP_022787987.1
OG0002560	aip_longest_isoforms	Xe_015430-T1	XP_020911700.1
OG0002560	nvec_longest_isoform	Xe_015430-T1	XP_001641692.3, XP_048582901.1, XP_048582903.1
OG0002561	spis_longest_isoform_marker	Xe_021107-T1, Xe_022306-T1	XP_022806675.1, XP_022808076.1
OG0002561	aip_longest_isoforms	Xe_021107-T1, Xe_022306-T1	XP_020911792.1
OG0002561	nvec_longest_isoform	Xe_021107-T1, Xe_022306-T1	XP_032238064.2
OG0002562	spis_longest_isoform_marker	Xe_001796-T1	XP_022802268.1, XP_022802265.1, XP_022802266.1
OG0002562	nvec_longest_isoform	Xe_001796-T1	XP_001640219.3
OG0002562	aip_longest_isoforms	Xe_001796-T1	XP_020912118.1
OG0002565	spis_longest_isoform_marker	Xe_022428-T1, Xe_022773-T1, Xe_022685-T1	XP_022781219.1
OG0002565	aip_longest_isoforms	Xe_022428-T1, Xe_022773-T1, Xe_022685-T1	XP_020912240.1
OG0002565	nvec_longest_isoform	Xe_022428-T1, Xe_022773-T1, Xe_022685-T1	XP_001633149.1
OG0002566	spis_longest_isoform_marker	Xe_007998-T1, Xe_008007-T1, Xe_008004-T1	XP_022794399.1
OG0002566	nvec_longest_isoform	Xe_007998-T1, Xe_008007-T1, Xe_008004-T1	XP_032230282.1
OG0002566	aip_longest_isoforms	Xe_007998-T1, Xe_008007-T1, Xe_008004-T1	XP_020912537.1
OG0002569	spis_longest_isoform_marker	Xe_001297-T1	XP_022807218.1
OG0002569	aip_longest_isoforms	Xe_001297-T1	XP_020912800.1, XP_020912793.1
OG0002569	nvec_longest_isoform	Xe_001297-T1	XP_001641680.2, XP_048590214.1
OG0002570	aip_longest_isoforms	Xe_020897-T1, Xe_020882-T1	XP_020912872.1
OG0002570	spis_longest_isoform_marker	Xe_020897-T1, Xe_020882-T1	XP_022796138.1, XP_022796141.1
OG0002570	nvec_longest_isoform	Xe_020897-T1, Xe_020882-T1	XP_001630551.2
OG0002571	aip_longest_isoforms	Xe_000534-T2	XP_020913002.1
OG0002571	nvec_longest_isoform	Xe_000534-T2	XP_032233147.1
OG0002571	spis_longest_isoform_marker	Xe_000534-T2	XP_022785604.1, XP_022785624.1, XP_022785623.1
OG0002572	aip_longest_isoforms	Xe_000913-T1	XP_020913012.1
OG0002572	nvec_longest_isoform	Xe_000913-T1	XP_048579308.1
OG0002572	spis_longest_isoform_marker	Xe_000913-T1	XP_022810505.1, XP_022801046.1, XP_022810504.1
OG0002574	aip_longest_isoforms	Xe_014444-T1, Xe_003375-T1	XP_020913027.1, XP_028518494.1
OG0002574	nvec_longest_isoform	Xe_014444-T1, Xe_003375-T1	XP_001629647.2
OG0002574	spis_longest_isoform_marker	Xe_014444-T1, Xe_003375-T1	XP_022789318.1
OG0002575	nvec_longest_isoform	Xe_000628-T1, Xe_000658-T1, Xe_000629-T1	XP_001641544.2
OG0002575	spis_longest_isoform_marker	Xe_000628-T1, Xe_000658-T1, Xe_000629-T1	XP_022805648.1
OG0002575	aip_longest_isoforms	Xe_000628-T1, Xe_000658-T1, Xe_000629-T1	XP_020913078.1
OG0002576	aip_longest_isoforms	Xe_015182-T1	XP_020913482.1
OG0002576	nvec_longest_isoform	Xe_015182-T1	XP_048589044.1
OG0002576	spis_longest_isoform_marker	Xe_015182-T1	XP_022790388.1, XP_022790389.1, XP_022790374.1
OG0002579	spis_longest_isoform_marker	Xe_013771-T1	XP_022793621.1
OG0002579	aip_longest_isoforms	Xe_013771-T1	XP_020913917.1, XP_020913846.1
OG0002579	nvec_longest_isoform	Xe_013771-T1	XP_001634850.2, XP_032220673.2
OG0002580	spis_longest_isoform_marker	Xe_027439-T1	XP_022794546.1, XP_022794537.1
OG0002580	aip_longest_isoforms	Xe_027439-T1	XP_020913978.1
OG0002580	nvec_longest_isoform	Xe_027439-T1	XP_001639087.2, XP_048589582.1
OG0002581	spis_longest_isoform_marker	Xe_021600-T1	XP_022792293.1
OG0002581	nvec_longest_isoform	Xe_021600-T1	XP_032230610.1
OG0002581	nvec_longest_isoform	Xe_015839-T1	XP_048581125.1
