Orthogroup	Species	aip_longest_isoforms	Orthologs
OG0002387	xenia_longest_isoforms	XP_020914264.1, XP_020902288.1	Xe_011515-T1
OG0002387	nvec_longest_isoform	XP_020914264.1	XP_048577776.1
OG0002387	spis_longest_isoform_marker	XP_020914264.1	XP_022794942.1
OG0002387	spis_longest_isoform_marker	XP_020902288.1	XP_022794947.1
OG0002389	xenia_longest_isoforms	XP_020902399.1, XP_020902384.1	Xe_015703-T1
OG0002389	nvec_longest_isoform	XP_020902399.1, XP_020902384.1	XP_032242665.1, XP_001627300.1
OG0002389	spis_longest_isoform_marker	XP_020902399.1, XP_020902384.1	XP_022797441.1
OG0002390	xenia_longest_isoforms	XP_020902445.1	Xe_015403-T1, Xe_015402-T1
OG0002390	spis_longest_isoform_marker	XP_020902445.1	XP_022788645.1, XP_022788630.1
OG0002390	nvec_longest_isoform	XP_020902445.1	XP_001637310.2
OG0002391	xenia_longest_isoforms	XP_020902562.1	Xe_009879-T1, Xe_009886-T1, Xe_009883-T1
OG0002391	spis_longest_isoform_marker	XP_020902562.1	XP_022787372.1
OG0002391	nvec_longest_isoform	XP_020902562.1	XP_048579114.1
OG0002392	xenia_longest_isoforms	XP_020902574.1	Xe_004009-T1, Xe_004014-T1
OG0002392	nvec_longest_isoform	XP_020902574.1	XP_001623503.2
OG0002392	spis_longest_isoform_marker	XP_020902574.1	XP_022790354.1, XP_022790397.1
OG0002393	xenia_longest_isoforms	XP_020902613.1	Xe_015287-T1, Xe_015628-T1, Xe_015631-T1
OG0002393	spis_longest_isoform_marker	XP_020902613.1	XP_022790265.1
OG0002393	nvec_longest_isoform	XP_020902613.1	XP_032229084.1
OG0002394	spis_longest_isoform_marker	XP_020916834.1, XP_020902658.2	XP_022794721.1
OG0002394	nvec_longest_isoform	XP_020916834.1, XP_020902658.2	XP_048589375.1, XP_048589353.1, XP_048583490.1
OG0002395	xenia_longest_isoforms	XP_020902720.1	Xe_008128-T1
OG0002395	spis_longest_isoform_marker	XP_020902720.1	XP_022779841.1
OG0002395	nvec_longest_isoform	XP_020902720.1	XP_001624141.2, XP_048578778.1, XP_048578777.1
OG0002396	xenia_longest_isoforms	XP_020902727.1, XP_020914286.1	Xe_008757-T1
OG0002396	nvec_longest_isoform	XP_020902727.1, XP_020914286.1	XP_032241221.2
OG0002396	spis_longest_isoform_marker	XP_020902727.1, XP_020914286.1	XP_022802608.1, XP_022778261.1
OG0002397	xenia_longest_isoforms	XP_020902779.1, XP_020906579.1	Xe_008497-T1
OG0002397	spis_longest_isoform_marker	XP_020902779.1, XP_020906579.1	XP_022786553.1, XP_022791770.1
OG0002397	nvec_longest_isoform	XP_020902779.1, XP_020906579.1	XP_032223323.1
OG0002398	spis_longest_isoform_marker	XP_028512639.1, XP_020902849.1	XP_022777611.1, XP_022796300.1, XP_022802164.1, XP_022794753.1
OG0002399	spis_longest_isoform_marker	XP_020902862.1, XP_020907950.1	XP_022809446.1, XP_022805305.1, XP_022809495.1
OG0002399	nvec_longest_isoform	XP_020902862.1, XP_020907950.1	XP_048586899.1
OG0002400	xenia_longest_isoforms	XP_020902888.1, XP_020902889.1	Xe_003428-T1
OG0002400	nvec_longest_isoform	XP_020902888.1, XP_020902889.1	XP_048583063.1
OG0002400	spis_longest_isoform_marker	XP_020902888.1, XP_020902889.1	XP_022787167.1, XP_022793089.1
OG0002401	spis_longest_isoform_marker	XP_020902906.1	XP_022806493.1
OG0002401	nvec_longest_isoform	XP_020902906.1	XP_032236314.1
OG0002401	xenia_longest_isoforms	XP_020902906.1	Xe_003098-T1, Xe_001734-T1, Xe_018570-T1
OG0002402	spis_longest_isoform_marker	XP_020903018.1, XP_020903019.1, XP_020903017.1, XP_020903027.1	XP_022795307.1, XP_022795320.1
OG0002403	xenia_longest_isoforms	XP_020903026.1, XP_020903022.1	Xe_021938-T1, Xe_021934-T1
OG0002403	nvec_longest_isoform	XP_020903026.1, XP_020903022.1	XP_032219322.2
OG0002403	spis_longest_isoform_marker	XP_020903026.1, XP_020903022.1	XP_022807137.1
OG0002404	xenia_longest_isoforms	XP_020903032.1, XP_028518563.1	Xe_019295-T1, Xe_019286-T1
OG0002404	spis_longest_isoform_marker	XP_020903032.1, XP_028518563.1	XP_022781469.1
OG0002404	nvec_longest_isoform	XP_020903032.1, XP_028518563.1	XP_032220370.2
OG0002405	nvec_longest_isoform	XP_020903036.1, XP_020903035.1, XP_028515622.1, XP_028515621.1	XP_032219694.2, XP_048584343.1
OG0002406	nvec_longest_isoform	XP_028515459.1, XP_020903079.1	XP_048575348.1
OG0002406	spis_longest_isoform_marker	XP_028515459.1, XP_020903079.1	XP_022800023.1, XP_022800008.1, XP_022780270.1
OG0002407	spis_longest_isoform_marker	XP_020903234.1, XP_020906552.1, XP_020903231.1	XP_022786490.1, XP_022786489.1
OG0002407	nvec_longest_isoform	XP_020903234.1, XP_020906552.1, XP_020903231.1	XP_048578653.1
OG0002408	xenia_longest_isoforms	XP_020906439.1, XP_020903250.2, XP_020907117.1	Xe_007788-T1
OG0002408	spis_longest_isoform_marker	XP_020906439.1, XP_020903250.2, XP_020907117.1	XP_022790135.1
OG0002408	nvec_longest_isoform	XP_020906439.1, XP_020903250.2, XP_020907117.1	XP_048587230.1
OG0002409	xenia_longest_isoforms	XP_020903308.1	Xe_004239-T1, Xe_004240-T1, Xe_004244-T1
OG0002409	spis_longest_isoform_marker	XP_020903308.1	XP_022800879.1
OG0002409	nvec_longest_isoform	XP_020903308.1	XP_032240680.2
OG0002410	spis_longest_isoform_marker	XP_020903319.1, XP_028518340.1, XP_028518277.1	XP_022799582.1, XP_022799548.1
OG0002410	nvec_longest_isoform	XP_020903319.1, XP_028518340.1, XP_028518277.1	XP_032234208.1
OG0002411	xenia_longest_isoforms	XP_020903325.1	Xe_012900-T1
OG0002411	spis_longest_isoform_marker	XP_020903325.1	XP_022789587.1, XP_022809619.1, XP_022792056.1
OG0002411	nvec_longest_isoform	XP_020903325.1	XP_001633532.3
OG0002412	xenia_longest_isoforms	XP_020903345.1, XP_020903338.1	Xe_022523-T1, Xe_012591-T1
OG0002412	spis_longest_isoform_marker	XP_020903345.1, XP_020903338.1	XP_022799550.1
OG0002412	nvec_longest_isoform	XP_020903345.1, XP_020903338.1	XP_048580746.1
OG0002413	spis_longest_isoform_marker	XP_020907626.1, XP_020903415.1	XP_022791610.1
OG0002413	nvec_longest_isoform	XP_020907626.1, XP_020903415.1	XP_048577330.1
OG0002413	xenia_longest_isoforms	XP_020907626.1, XP_020903415.1	Xe_021454-T1
OG0002414	spis_longest_isoform_marker	XP_020903436.1, XP_020916778.2	XP_022789249.1, XP_022789217.1, XP_022778802.1
OG0002414	nvec_longest_isoform	XP_020903436.1, XP_020916778.2	XP_048581515.1
OG0002415	xenia_longest_isoforms	XP_020903498.2	Xe_014808-T1
OG0002415	spis_longest_isoform_marker	XP_020903498.2	XP_022791713.1, XP_022791705.1, XP_022793190.1, XP_022792597.1
OG0002416	xenia_longest_isoforms	XP_020903517.1	Xe_015041-T1, Xe_007452-T1, Xe_015044-T1
OG0002416	spis_longest_isoform_marker	XP_020903517.1	XP_022799724.1
OG0002416	nvec_longest_isoform	XP_020903517.1	XP_001641766.2
OG0002417	spis_longest_isoform_marker	XP_020903535.1, XP_020903532.1	XP_022792242.1, XP_022792241.1, XP_022793020.1
OG0002417	nvec_longest_isoform	XP_020903535.1, XP_020903532.1	XP_001630559.1
OG0002418	nvec_longest_isoform	XP_028512467.1, XP_020903571.1, XP_028513806.1, XP_020909575.1	XP_001622865.1, XP_001624165.3
OG0002419	xenia_longest_isoforms	XP_020903582.1, XP_020916647.1	Xe_015463-T1, Xe_015465-T1
OG0002419	spis_longest_isoform_marker	XP_020903582.1, XP_020916647.1	XP_022779197.1
OG0002419	nvec_longest_isoform	XP_020903582.1, XP_020916647.1	XP_048587988.1
OG0002420	xenia_longest_isoforms	XP_020903618.1	Xe_014359-T1
OG0002420	spis_longest_isoform_marker	XP_020903618.1	XP_022800915.1
OG0002420	nvec_longest_isoform	XP_020903618.1	XP_001635561.1
OG0002421	xenia_longest_isoforms	XP_020903766.2, XP_028515773.1	Xe_014292-T1
OG0002421	nvec_longest_isoform	XP_020903766.2, XP_028515773.1	XP_032229078.2
OG0002421	spis_longest_isoform_marker	XP_020903766.2	XP_022779182.1
OG0002421	spis_longest_isoform_marker	XP_028515773.1	XP_022779221.1
OG0002422	spis_longest_isoform_marker	XP_020903819.1, XP_020903818.1	XP_022790840.1, XP_022790835.1, XP_022790838.1
OG0002422	nvec_longest_isoform	XP_020903819.1, XP_020903818.1	XP_048584661.1
OG0002423	xenia_longest_isoforms	XP_020909108.1, XP_020903853.1	Xe_010537-T1
OG0002423	spis_longest_isoform_marker	XP_020909108.1, XP_020903853.1	XP_022808922.1
OG0002423	nvec_longest_isoform	XP_020909108.1	XP_001640852.3
OG0002423	nvec_longest_isoform	XP_020903853.1	XP_048590359.1
OG0002424	spis_longest_isoform_marker	XP_020903872.1	XP_022807992.1
OG0002424	nvec_longest_isoform	XP_020903872.1	XP_032230040.1
OG0002425	spis_longest_isoform_marker	XP_020915844.1, XP_020903894.2, XP_028513401.1	XP_022777632.1, XP_022787412.1, XP_022808587.1
OG0002426	xenia_longest_isoforms	XP_020904027.1, XP_020904028.1	Xe_010302-T1, Xe_010819-T1
OG0002426	nvec_longest_isoform	XP_020904027.1, XP_020904028.1	XP_032227704.2
OG0002426	spis_longest_isoform_marker	XP_020904027.1, XP_020904028.1	XP_022796101.1
OG0002427	xenia_longest_isoforms	XP_020904061.2	Xe_011496-T1, Xe_011497-T1, Xe_011495-T1
OG0002427	spis_longest_isoform_marker	XP_020904061.2	XP_022795896.1
OG0002427	nvec_longest_isoform	XP_020904061.2	XP_048577562.1
OG0002428	xenia_longest_isoforms	XP_020904190.1	Xe_015993-T1
OG0002428	spis_longest_isoform_marker	XP_020904190.1	XP_022785733.1, XP_022795760.1, XP_022795752.1
OG0002428	nvec_longest_isoform	XP_020904190.1	XP_001641868.2
OG0002429	xenia_longest_isoforms	XP_020904196.1, XP_020904195.1	Xe_014744-T1
OG0002429	spis_longest_isoform_marker	XP_020904196.1, XP_020904195.1	XP_022796435.1, XP_022778340.1
OG0002429	nvec_longest_isoform	XP_020904196.1, XP_020904195.1	XP_001632885.2
OG0002430	xenia_longest_isoforms	XP_020904238.1, XP_020916765.1	Xe_021657-T1
OG0002430	spis_longest_isoform_marker	XP_020904238.1, XP_020916765.1	XP_022806907.1, XP_022785645.1
OG0002430	nvec_longest_isoform	XP_020904238.1, XP_020916765.1	XP_032240483.2
OG0002431	xenia_longest_isoforms	XP_028515927.1, XP_020904282.1	Xe_018704-T1, Xe_018695-T1
OG0002431	spis_longest_isoform_marker	XP_028515927.1, XP_020904282.1	XP_022805042.1
OG0002431	nvec_longest_isoform	XP_028515927.1, XP_020904282.1	XP_048575870.1
OG0002432	xenia_longest_isoforms	XP_020904384.1	Xe_014282-T1, Xe_014281-T1, Xe_014287-T1
OG0002432	spis_longest_isoform_marker	XP_020904384.1	XP_022801760.1
OG0002432	nvec_longest_isoform	XP_020904384.1	XP_001632006.3
OG0002433	xenia_longest_isoforms	XP_020904460.1, XP_020916550.2	Xe_019342-T1, Xe_008142-T1
OG0002433	nvec_longest_isoform	XP_020904460.1, XP_020916550.2	XP_048578814.1
OG0002433	spis_longest_isoform_marker	XP_020904460.1, XP_020916550.2	XP_022779939.1
OG0002434	spis_longest_isoform_marker	XP_020906043.1, XP_020904476.2, XP_028513635.1, XP_020912942.1	XP_022788921.1, XP_022796094.1
OG0002435	xenia_longest_isoforms	XP_020915834.1, XP_020904590.1	Xe_005023-T1
OG0002435	spis_longest_isoform_marker	XP_020915834.1, XP_020904590.1	XP_022807113.1, XP_022807111.1
OG0002435	nvec_longest_isoform	XP_020915834.1, XP_020904590.1	XP_048589825.1
OG0002436	xenia_longest_isoforms	XP_020904763.1	Xe_015849-T1
OG0002436	spis_longest_isoform_marker	XP_020904763.1	XP_022780374.1, XP_022780375.1
OG0002436	nvec_longest_isoform	XP_020904763.1	XP_001637815.3, XP_001637617.2
OG0002438	nvec_longest_isoform	XP_020905052.1	XP_048587738.1, XP_032235562.1, XP_048586954.1, XP_032235529.2, XP_048586957.1
OG0002439	xenia_longest_isoforms	XP_020905110.1	Xe_007422-T1, Xe_007423-T1, Xe_007417-T1
OG0002439	spis_longest_isoform_marker	XP_020905110.1	XP_022786900.1
OG0002439	nvec_longest_isoform	XP_020905110.1	XP_048587000.1
OG0002440	xenia_longest_isoforms	XP_020905119.1	Xe_009455-T1, Xe_009446-T1, Xe_009457-T1
OG0002440	spis_longest_isoform_marker	XP_020905119.1	XP_022792041.1
OG0002440	nvec_longest_isoform	XP_020905119.1	XP_032222421.1
OG0002441	nvec_longest_isoform	XP_028518195.1	XP_048590508.1
OG0002441	nvec_longest_isoform	XP_020905168.2, XP_028513166.1, XP_028513803.1	XP_048590507.1
OG0002442	nvec_longest_isoform	XP_020905186.1, XP_028516168.1, XP_020905308.2, XP_020905270.2, XP_028516176.1	XP_032237547.2
OG0002443	xenia_longest_isoforms	XP_020905823.1, XP_020905195.1, XP_020905196.1	Xe_015896-T1
OG0002443	spis_longest_isoform_marker	XP_020905823.1, XP_020905195.1, XP_020905196.1	XP_022781240.1
OG0002443	nvec_longest_isoform	XP_020905823.1, XP_020905195.1, XP_020905196.1	XP_032223282.1
OG0002444	spis_longest_isoform_marker	XP_020905207.1	XP_022778883.1, XP_022793185.1, XP_022788153.1, XP_022793173.1
OG0002444	nvec_longest_isoform	XP_020905207.1	XP_048589270.1
OG0002445	xenia_longest_isoforms	XP_020905220.1	Xe_020875-T1, Xe_020854-T1, Xe_025272-T1
OG0002445	spis_longest_isoform_marker	XP_020905220.1	XP_022806275.1
OG0002445	nvec_longest_isoform	XP_020905220.1	XP_001630325.1
OG0002446	spis_longest_isoform_marker	XP_020905305.1, XP_028516137.1	XP_022803949.1
OG0002446	nvec_longest_isoform	XP_028516166.1	XP_032237411.2
OG0002446	spis_longest_isoform_marker	XP_028516166.1	XP_022803960.1
OG0002447	xenia_longest_isoforms	XP_020912321.1, XP_020912153.1, XP_020905397.1	Xe_002176-T1
OG0002447	spis_longest_isoform_marker	XP_020912321.1, XP_020912153.1, XP_020905397.1	XP_022799321.1
OG0002447	nvec_longest_isoform	XP_020912321.1, XP_020912153.1, XP_020905397.1	XP_001625482.3
OG0002448	xenia_longest_isoforms	XP_020905398.1	Xe_012686-T1, Xe_008115-T1, Xe_008114-T1
OG0002448	spis_longest_isoform_marker	XP_020905398.1	XP_022780207.1
OG0002448	nvec_longest_isoform	XP_020905398.1	XP_001629586.3
OG0002449	spis_longest_isoform_marker	XP_020909998.1	XP_022807982.1
OG0002449	nvec_longest_isoform	XP_020909998.1	XP_048578031.1
OG0002449	spis_longest_isoform_marker	XP_020906662.1, XP_020905405.1	XP_022797261.1
OG0002450	xenia_longest_isoforms	XP_020905414.1	Xe_013507-T1
OG0002450	spis_longest_isoform_marker	XP_020905414.1	XP_022794109.1
OG0002450	nvec_longest_isoform	XP_020905414.1	XP_001634414.2
OG0002450	xenia_longest_isoforms	XP_020905408.2	Xe_013505-T1
OG0002451	xenia_longest_isoforms	XP_020905456.1	Xe_023474-T1, Xe_004085-T1, Xe_009484-T1
OG0002451	spis_longest_isoform_marker	XP_020905456.1	XP_022788496.1
OG0002451	nvec_longest_isoform	XP_020905456.1	XP_001641486.3
OG0002452	xenia_longest_isoforms	XP_020905541.1	Xe_015376-T1, Xe_015377-T1, Xe_015520-T1
OG0002452	spis_longest_isoform_marker	XP_020905541.1	XP_022794022.1
OG0002452	nvec_longest_isoform	XP_020905541.1	XP_001641831.2
OG0002453	xenia_longest_isoforms	XP_020905548.1	Xe_027212-T1, Xe_003930-T1, Xe_003565-T1
OG0002453	spis_longest_isoform_marker	XP_020905548.1	XP_022797732.1
OG0002453	nvec_longest_isoform	XP_020905548.1	XP_032217707.1
OG0002454	nvec_longest_isoform	XP_020905612.1	XP_001640519.3
OG0002454	spis_longest_isoform_marker	XP_020905612.1	XP_022798610.1, XP_022798585.1
OG0002454	xenia_longest_isoforms	XP_020905612.1	Xe_004796-T1, Xe_004793-T1
OG0002455	xenia_longest_isoforms	XP_020905631.1, XP_020905619.1	Xe_012032-T1
OG0002455	nvec_longest_isoform	XP_020905631.1	XP_048585811.1
OG0002455	spis_longest_isoform_marker	XP_020905631.1	XP_022790958.1
OG0002455	spis_longest_isoform_marker	XP_020905619.1	XP_022790976.1
OG0002456	xenia_longest_isoforms	XP_020905654.1	Xe_014389-T1
OG0002456	spis_longest_isoform_marker	XP_020905654.1	XP_022784331.1
OG0002456	nvec_longest_isoform	XP_020905654.1	XP_001640626.1
OG0002457	xenia_longest_isoforms	XP_020905658.1, XP_028517764.1	Xe_010738-T1, Xe_010740-T1
OG0002457	spis_longest_isoform_marker	XP_020905658.1, XP_028517764.1	XP_022785419.1
OG0002457	nvec_longest_isoform	XP_020905658.1, XP_028517764.1	XP_048584715.1
OG0002458	spis_longest_isoform_marker	XP_020905739.1	XP_022794369.1, XP_022794377.1, XP_022793469.1
OG0002458	xenia_longest_isoforms	XP_020905739.1	Xe_009945-T1, Xe_009944-T1
OG0002459	xenia_longest_isoforms	XP_020905749.1	Xe_007182-T1
OG0002459	spis_longest_isoform_marker	XP_020905749.1	XP_022791769.1
OG0002459	nvec_longest_isoform	XP_020905749.1	XP_048577184.1
OG0002460	xenia_longest_isoforms	XP_020905783.1	Xe_004519-T1
OG0002460	nvec_longest_isoform	XP_020905783.1	XP_001639622.1
OG0002460	spis_longest_isoform_marker	XP_020905783.1	XP_022792090.1, XP_022792070.1, XP_022803725.1
OG0002461	xenia_longest_isoforms	XP_020905825.1	Xe_007910-T1
OG0002461	spis_longest_isoform_marker	XP_020905825.1	XP_022795501.1, XP_022795510.1, XP_022795495.1
OG0002461	nvec_longest_isoform	XP_020905825.1	XP_032234182.2
OG0002462	xenia_longest_isoforms	XP_020905869.1	Xe_007956-T1, Xe_007953-T1
OG0002462	nvec_longest_isoform	XP_020905869.1	XP_032235546.2
OG0002462	spis_longest_isoform_marker	XP_020905869.1	XP_022794301.1, XP_022794323.1
OG0002463	xenia_longest_isoforms	XP_020905878.1	Xe_003160-T1, Xe_003161-T1
OG0002463	spis_longest_isoform_marker	XP_020905878.1	XP_022801137.1, XP_022801147.1, XP_022801139.1
OG0002464	xenia_longest_isoforms	XP_020905993.1, XP_020905963.1	Xe_022005-T1, Xe_022006-T1
OG0002464	spis_longest_isoform_marker	XP_020905993.1, XP_020905963.1	XP_022800605.1
OG0002464	nvec_longest_isoform	XP_020905993.1, XP_020905963.1	XP_032222456.1
OG0002465	xenia_longest_isoforms	XP_020905985.1, XP_020912505.1	Xe_001389-T1
OG0002465	nvec_longest_isoform	XP_020905985.1, XP_020912505.1	XP_048579504.1
OG0002465	spis_longest_isoform_marker	XP_020905985.1	XP_022785356.1
OG0002465	spis_longest_isoform_marker	XP_020912505.1	XP_022785632.1
OG0002466	xenia_longest_isoforms	XP_020917470.1, XP_020906074.1	Xe_029119-T1
OG0002466	spis_longest_isoform_marker	XP_020917470.1, XP_020906074.1	XP_022787485.1
OG0002466	nvec_longest_isoform	XP_020917470.1	XP_001641143.3
OG0002466	nvec_longest_isoform	XP_020906074.1	XP_032222186.2
OG0002467	spis_longest_isoform_marker	XP_020906097.1	XP_022797094.1
OG0002467	nvec_longest_isoform	XP_020906097.1	XP_032243202.2, XP_048587981.1, XP_048587980.1, XP_048587982.1
OG0002468	spis_longest_isoform_marker	XP_020906292.1, XP_020906296.2, XP_028516451.1, XP_020913467.1	XP_022795407.1
OG0002468	nvec_longest_isoform	XP_020906292.1, XP_020906296.2, XP_028516451.1, XP_020913467.1	XP_048590720.1
OG0002469	spis_longest_isoform_marker	XP_020906308.1, XP_020906309.1	XP_022796793.1, XP_022796802.1, XP_022778105.1, XP_022796804.1
OG0002470	spis_longest_isoform_marker	XP_020906389.1, XP_020906371.1	XP_022804538.1, XP_022804554.1, XP_022804539.1
OG0002470	nvec_longest_isoform	XP_020906389.1, XP_020906371.1	XP_032235530.2
OG0002471	nvec_longest_isoform	XP_020906392.1	XP_032230182.2
OG0002471	spis_longest_isoform_marker	XP_020906392.1	XP_022778681.1, XP_022778689.1, XP_022778250.1, XP_022808679.1
OG0002472	xenia_longest_isoforms	XP_020906441.1	Xe_006692-T1, Xe_006691-T1, Xe_006690-T1
OG0002472	spis_longest_isoform_marker	XP_020906441.1	XP_022794201.1
OG0002472	nvec_longest_isoform	XP_020906441.1	XP_048577156.1
OG0002473	xenia_longest_isoforms	XP_020906446.1	Xe_020762-T1
OG0002473	spis_longest_isoform_marker	XP_020906446.1	XP_022799834.1, XP_022791327.1
OG0002473	nvec_longest_isoform	XP_020906446.1	XP_048576709.1, XP_048576714.1
OG0002474	xenia_longest_isoforms	XP_020906485.1, XP_020906471.1	Xe_005725-T1
OG0002474	spis_longest_isoform_marker	XP_020906485.1, XP_020906471.1	XP_022808333.1
OG0002474	nvec_longest_isoform	XP_020906485.1	XP_048576590.1
OG0002474	nvec_longest_isoform	XP_020906471.1	XP_032219131.2
OG0002475	xenia_longest_isoforms	XP_020909957.1, XP_020906560.1	Xe_008369-T1
OG0002475	spis_longest_isoform_marker	XP_020909957.1, XP_020906560.1	XP_022797989.1, XP_022786132.1
OG0002475	nvec_longest_isoform	XP_020909957.1, XP_020906560.1	XP_001635788.3
OG0002476	xenia_longest_isoforms	XP_020906566.1	Xe_008382-T1
OG0002476	spis_longest_isoform_marker	XP_020906566.1	XP_022786488.1
OG0002476	nvec_longest_isoform	XP_020906566.1	XP_048578827.1
OG0002477	xenia_longest_isoforms	XP_020906651.1	Xe_007474-T1, Xe_007475-T1, Xe_007473-T1
OG0002477	spis_longest_isoform_marker	XP_020906651.1	XP_022789138.1
OG0002477	nvec_longest_isoform	XP_020906651.1	XP_032221589.1
OG0002479	xenia_longest_isoforms	XP_020906855.1	Xe_009208-T1, Xe_009219-T1
OG0002479	spis_longest_isoform_marker	XP_020906855.1	XP_022787349.1, XP_022787335.1
OG0002479	nvec_longest_isoform	XP_020906855.1	XP_001629679.3
OG0002480	spis_longest_isoform_marker	XP_020906864.1	XP_022778175.1, XP_022778172.1, XP_022801780.1
OG0002480	nvec_longest_isoform	XP_020906864.1	XP_001632983.3, XP_048578240.1
OG0002481	xenia_longest_isoforms	XP_020906954.2	Xe_024433-T1
OG0002481	spis_longest_isoform_marker	XP_020906954.2	XP_022781961.1
OG0002481	nvec_longest_isoform	XP_020906954.2	XP_032240063.2
OG0002482	nvec_longest_isoform	XP_028518458.1, XP_020907079.1, XP_028514134.1, XP_020915461.1, XP_020916894.2	XP_048579625.1
OG0002483	xenia_longest_isoforms	XP_028516702.1, XP_020907099.1	Xe_022163-T1
OG0002483	nvec_longest_isoform	XP_028516702.1	XP_032222950.2
OG0002483	spis_longest_isoform_marker	XP_028516702.1	XP_022801930.1
OG0002483	spis_longest_isoform_marker	XP_020907099.1	XP_022788244.1
OG0002485	spis_longest_isoform_marker	XP_020915483.2, XP_020907280.1	XP_022784454.1
OG0002485	nvec_longest_isoform	XP_020915483.2	XP_032219208.2, XP_032239786.2
OG0002485	nvec_longest_isoform	XP_020907280.1	XP_001636449.2
OG0002486	xenia_longest_isoforms	XP_020907391.1	Xe_005172-T1, Xe_025401-T1, Xe_010110-T1
OG0002486	spis_longest_isoform_marker	XP_020907391.1	XP_022800478.1
OG0002486	nvec_longest_isoform	XP_020907391.1	XP_032233489.2
OG0002487	xenia_longest_isoforms	XP_020907392.1	Xe_026650-T1, Xe_028629-T1, Xe_022068-T1
OG0002487	spis_longest_isoform_marker	XP_020907392.1	XP_022796021.1
OG0002487	nvec_longest_isoform	XP_020907392.1	XP_032241376.1
OG0002488	xenia_longest_isoforms	XP_020907400.1	Xe_000779-T1
OG0002488	nvec_longest_isoform	XP_020907400.1	XP_032234506.2, XP_032234508.1, XP_048576016.1
OG0002488	spis_longest_isoform_marker	XP_020907400.1	XP_022795949.1
OG0002489	spis_longest_isoform_marker	XP_020907409.1	XP_022779117.1
OG0002489	nvec_longest_isoform	XP_020907409.1	XP_001638155.3
OG0002489	nvec_longest_isoform	XP_020907403.2	XP_032218712.2
OG0002489	spis_longest_isoform_marker	XP_020907403.2	XP_022779169.1
OG0002490	nvec_longest_isoform	XP_020907455.1	XP_048586161.1, XP_048586160.1, XP_048578245.1, XP_048586320.1, XP_048587372.1
OG0002491	xenia_longest_isoforms	XP_020907484.1	Xe_012109-T1
OG0002491	spis_longest_isoform_marker	XP_020907484.1	XP_022792000.1
OG0002491	nvec_longest_isoform	XP_020907484.1	XP_032220732.2
OG0002492	spis_longest_isoform_marker	XP_020907551.1, XP_020910638.1, XP_020907540.1, XP_020907813.1, XP_020907526.1	XP_022806377.1
OG0002493	xenia_longest_isoforms	XP_028512447.1, XP_020907547.1, XP_028512448.1	Xe_013787-T1
OG0002493	spis_longest_isoform_marker	XP_028512447.1, XP_020907547.1, XP_028512448.1	XP_022778975.1
OG0002493	nvec_longest_isoform	XP_028512447.1, XP_020907547.1, XP_028512448.1	XP_048585389.1
OG0002494	spis_longest_isoform_marker	XP_028517108.1, XP_020907580.1, XP_028517951.1	XP_022794720.1
OG0002494	nvec_longest_isoform	XP_028517108.1, XP_020907580.1, XP_028517951.1	XP_032219171.1, XP_032220244.2
OG0002495	spis_longest_isoform_marker	XP_020908254.1, XP_020907649.2	XP_022797780.1, XP_022797775.1, XP_022793629.1
OG0002495	nvec_longest_isoform	XP_020908254.1, XP_020907649.2	XP_032222472.2
OG0002496	nvec_longest_isoform	XP_020907662.1, XP_020916245.1	XP_001622599.2, XP_048587077.1, XP_001639519.2, XP_032227941.1
OG0002497	xenia_longest_isoforms	XP_020907692.1	Xe_011785-T1
OG0002497	spis_longest_isoform_marker	XP_020907692.1	XP_022803479.1
OG0002498	spis_longest_isoform_marker	XP_020908212.1, XP_020917767.1, XP_020907845.1	XP_022784906.1, XP_022810425.1
OG0002498	nvec_longest_isoform	XP_020908212.1, XP_020917767.1, XP_020907845.1	XP_048584023.1
OG0002499	xenia_longest_isoforms	XP_020907959.1, XP_020908623.1, XP_020908640.1	Xe_022232-T1
OG0002499	spis_longest_isoform_marker	XP_020907959.1, XP_020908623.1, XP_020908640.1	XP_022787504.1
OG0002499	nvec_longest_isoform	XP_020907959.1, XP_020908623.1, XP_020908640.1	XP_032239035.2
OG0002500	xenia_longest_isoforms	XP_020907975.1	Xe_025405-T1, Xe_015641-T1, Xe_025406-T1
OG0002500	spis_longest_isoform_marker	XP_020907975.1	XP_022788656.1
OG0002500	nvec_longest_isoform	XP_020907975.1	XP_048589103.1
OG0002501	spis_longest_isoform_marker	XP_020908069.1, XP_020907991.1, XP_028516981.1	XP_022802152.1
OG0002501	nvec_longest_isoform	XP_020908069.1, XP_020907991.1	XP_032218675.1
OG0002501	nvec_longest_isoform	XP_028516981.1	XP_048584631.1
OG0002502	xenia_longest_isoforms	XP_020908034.1	Xe_029010-T1
OG0002502	spis_longest_isoform_marker	XP_020908034.1	XP_022793047.1
OG0002502	nvec_longest_isoform	XP_020908034.1	XP_048581928.1, XP_048582955.1, XP_048582956.1
OG0002503	spis_longest_isoform_marker	XP_020908159.2	XP_022795072.1
OG0002503	nvec_longest_isoform	XP_020908159.2	XP_048586167.1, XP_032233029.2, XP_032226847.1, XP_048587828.1
OG0002504	xenia_longest_isoforms	XP_020908220.1	Xe_013227-T1
OG0002504	spis_longest_isoform_marker	XP_020908220.1	XP_022783681.1
OG0002504	nvec_longest_isoform	XP_020908220.1	XP_032226807.1
OG0002505	xenia_longest_isoforms	XP_028512937.1, XP_020908231.1, XP_028515329.1	Xe_021832-T1
