Orthogroup	Species	spis_longest_isoform_marker	Orthologs
OG0000712	xenia_longest_isoforms	XP_022803463.1	Xe_024547-T1, Xe_020390-T1, Xe_020391-T1, Xe_020415-T1, Xe_020425-T1, Xe_020418-T1, Xe_020389-T1, Xe_020416-T1, Xe_007551-T1, Xe_007636-T1, Xe_024071-T1, Xe_024053-T1
OG0000724	xenia_longest_isoforms	XP_022794248.1, XP_022789618.1, XP_022787869.1, XP_022783618.1	Xe_008283-T1
OG0000724	aip_longest_isoforms	XP_022794248.1	XP_020912070.1
OG0000724	nvec_longest_isoform	XP_022794248.1	XP_032238810.1, XP_032219175.2
OG0000724	aip_longest_isoforms	XP_022789618.1	XP_020917556.1
OG0000724	nvec_longest_isoform	XP_022789618.1	XP_032227351.2
OG0000724	nvec_longest_isoform	XP_022787869.1, XP_022783618.1	XP_001632395.1
OG0000724	aip_longest_isoforms	XP_022787869.1, XP_022783618.1	XP_020892074.1
OG0000725	xenia_longest_isoforms	XP_022807768.1	Xe_028818-T1
OG0000725	nvec_longest_isoform	XP_022807768.1	XP_048579013.1
OG0000725	aip_longest_isoforms	XP_022807768.1	XP_020900836.1, XP_028513004.1, XP_028517255.1, XP_028519643.1, XP_020892415.1, XP_020894230.1, XP_028513516.1, XP_028514436.1, XP_028518525.1
OG0000727	xenia_longest_isoforms	XP_022798304.1, XP_022803574.1	Xe_013573-T1, Xe_013578-T1
OG0000727	aip_longest_isoforms	XP_022798304.1	XP_020912093.1, XP_020893515.1
OG0000727	nvec_longest_isoform	XP_022798304.1	XP_048587800.1, XP_032240876.2, XP_048581595.1, XP_032223600.2, XP_048582057.1
OG0000727	nvec_longest_isoform	XP_022803574.1	XP_048587420.1
OG0000728	xenia_longest_isoforms	XP_022792733.1	Xe_029082-T1
OG0000728	nvec_longest_isoform	XP_022792733.1	XP_048590353.1
OG0000728	aip_longest_isoforms	XP_022792733.1	XP_020897242.1, XP_028514411.1, XP_020915649.1, XP_020896665.1, XP_020907029.1, XP_020904401.1
OG0000729	aip_longest_isoforms	XP_022802244.1	XP_020910654.1, XP_020896255.1, XP_028517882.1, XP_020917163.1, XP_020897478.1, XP_020898872.1, XP_020898873.1, XP_028513006.1, XP_020893638.1
OG0000729	nvec_longest_isoform	XP_022802244.1	XP_001635357.2, XP_001631336.2
OG0000730	nvec_longest_isoform	XP_022782483.1	XP_001625908.2
OG0000730	aip_longest_isoforms	XP_022782483.1	XP_020894932.1
OG0000730	xenia_longest_isoforms	XP_022782483.1	Xe_024155-T1, Xe_023902-T1, Xe_010857-T1, Xe_026757-T1, Xe_021301-T1, Xe_023822-T1, Xe_004104-T1, Xe_023820-T1, Xe_023900-T1
OG0000731	xenia_longest_isoforms	XP_022788875.1	Xe_014820-T1, Xe_009860-T1, Xe_014749-T1
OG0000731	nvec_longest_isoform	XP_022788875.1	XP_032223018.2
OG0000731	aip_longest_isoforms	XP_022788875.1	XP_020911175.1
OG0000731	xenia_longest_isoforms	XP_022788849.1, XP_022801786.1	Xe_021826-T1
OG0000731	aip_longest_isoforms	XP_022788849.1	XP_020911159.1
OG0000731	nvec_longest_isoform	XP_022788849.1	XP_032238384.2
OG0000731	aip_longest_isoforms	XP_022801786.1	XP_020894992.1
OG0000732	xenia_longest_isoforms	XP_022790428.1	Xe_028405-T1, Xe_028393-T1, Xe_028281-T1, Xe_022770-T1, Xe_023152-T1, Xe_023332-T1, Xe_023736-T1, Xe_023705-T1, Xe_023652-T1
OG0000732	nvec_longest_isoform	XP_022790428.1	XP_001626232.1
OG0000732	aip_longest_isoforms	XP_022790428.1	XP_020895118.1
OG0000733	aip_longest_isoforms	XP_022805385.1, XP_022805378.1, XP_022805386.1	XP_020896659.2, XP_020912968.2, XP_020896667.2, XP_020900616.2, XP_020900602.2, XP_020911562.2, XP_020895504.2, XP_028514903.1
OG0000733	nvec_longest_isoform	XP_022805385.1, XP_022805378.1, XP_022805386.1	XP_048590040.1
OG0000734	xenia_longest_isoforms	XP_022798879.1, XP_022798882.1, XP_022798881.1	Xe_005005-T1
OG0000734	nvec_longest_isoform	XP_022798879.1, XP_022798882.1, XP_022798881.1	XP_032241445.2, XP_001623696.2, XP_048582162.1, XP_032236217.1
OG0000734	aip_longest_isoforms	XP_022798879.1, XP_022798882.1, XP_022798881.1	XP_020907112.1, XP_020895794.1, XP_020895795.1, XP_028513567.1
OG0000735	aip_longest_isoforms	XP_022809108.1, XP_022780133.1	XP_028518819.1
OG0000735	aip_longest_isoforms	XP_022808714.1, XP_022777829.1	XP_028512630.1, XP_028514738.1
OG0000735	aip_longest_isoforms	XP_022778990.1	XP_020896006.1, XP_020915646.1
OG0000736	nvec_longest_isoform	XP_022784024.1	XP_048576431.1, XP_048590618.1
OG0000736	aip_longest_isoforms	XP_022784024.1	XP_028516279.1
OG0000736	aip_longest_isoforms	XP_022796387.1, XP_022785069.1, XP_022789151.1, XP_022777809.1, XP_022801881.1	XP_020896007.1
OG0000736	nvec_longest_isoform	XP_022796387.1, XP_022785069.1, XP_022789151.1, XP_022777809.1, XP_022801881.1	XP_032219971.2, XP_048585406.1
OG0000737	nvec_longest_isoform	XP_022792057.1, XP_022792027.1	XP_048587361.1
OG0000737	aip_longest_isoforms	XP_022792057.1	XP_020897990.1
OG0000737	aip_longest_isoforms	XP_022792027.1	XP_020897972.1
OG0000737	aip_longest_isoforms	XP_022780694.1, XP_022800427.1, XP_022808624.1	XP_020896627.2
OG0000737	nvec_longest_isoform	XP_022780694.1	XP_001639899.3
OG0000737	nvec_longest_isoform	XP_022800427.1, XP_022808624.1	XP_001626824.3
OG0000738	xenia_longest_isoforms	XP_022784093.1	Xe_018680-T1
OG0000738	nvec_longest_isoform	XP_022784093.1	XP_048587467.1, XP_048587373.1, XP_032220645.1, XP_032220653.1, XP_001641290.2, XP_001640046.3
OG0000738	aip_longest_isoforms	XP_022784093.1	XP_020913847.1, XP_020913650.1, XP_020897048.1, XP_028516850.1
OG0000739	nvec_longest_isoform	XP_022801064.1, XP_022801060.1, XP_022801062.1, XP_022801053.1, XP_022801044.1, XP_022787560.1, XP_022787513.1, XP_022787517.1, XP_022795842.1, XP_022795855.1	XP_032235860.1
OG0000739	aip_longest_isoforms	XP_022801064.1, XP_022801060.1, XP_022801062.1, XP_022801053.1, XP_022801044.1, XP_022787560.1, XP_022787513.1, XP_022787517.1, XP_022795842.1, XP_022795855.1	XP_020897063.1
OG0000741	xenia_longest_isoforms	XP_022794205.1, XP_022791098.1, XP_022791102.1, XP_022791093.1, XP_022791128.1, XP_022791127.1, XP_022791124.1	Xe_005274-T1, Xe_022647-T1
OG0000741	aip_longest_isoforms	XP_022794205.1, XP_022791098.1, XP_022791102.1, XP_022791093.1, XP_022791128.1, XP_022791127.1, XP_022791124.1	XP_020897742.1
OG0000741	nvec_longest_isoform	XP_022794205.1, XP_022791098.1, XP_022791102.1, XP_022791093.1, XP_022791128.1, XP_022791127.1, XP_022791124.1	XP_001639357.2, XP_032226160.2
OG0000743	xenia_longest_isoforms	XP_022787461.1, XP_022797760.1, XP_022795140.1, XP_022782734.1, XP_022791537.1, XP_022789308.1	Xe_002028-T1
OG0000743	aip_longest_isoforms	XP_022787461.1	XP_020908628.1, XP_020898716.1
OG0000743	nvec_longest_isoform	XP_022787461.1	XP_048580314.1
OG0000743	nvec_longest_isoform	XP_022797760.1, XP_022795140.1, XP_022782734.1, XP_022791537.1, XP_022789308.1	XP_048579533.1
OG0000743	aip_longest_isoforms	XP_022797760.1, XP_022795140.1, XP_022782734.1, XP_022791537.1, XP_022789308.1	XP_020915359.2
OG0000744	xenia_longest_isoforms	XP_022803491.1, XP_022803502.1, XP_022806679.1	Xe_014495-T1, Xe_013459-T1, Xe_009770-T1, Xe_009773-T1, Xe_009771-T1
OG0000744	aip_longest_isoforms	XP_022803491.1, XP_022803502.1	XP_020898755.1
OG0000744	nvec_longest_isoform	XP_022803491.1, XP_022803502.1	XP_048577872.1
OG0000744	nvec_longest_isoform	XP_022806679.1	XP_032240300.2
OG0000744	aip_longest_isoforms	XP_022806679.1	XP_020902669.1
OG0000745	xenia_longest_isoforms	XP_022810238.1, XP_022795039.1, XP_022806797.1	Xe_020479-T1
OG0000745	aip_longest_isoforms	XP_022810238.1, XP_022795039.1	XP_020898979.1
OG0000745	nvec_longest_isoform	XP_022810238.1, XP_022795039.1	XP_032238680.2, XP_032242861.1
OG0000745	nvec_longest_isoform	XP_022806797.1	XP_032230762.2
OG0000745	aip_longest_isoforms	XP_022806797.1	XP_020899148.1, XP_020901183.2, XP_020901146.1, XP_028515089.1
OG0000746	xenia_longest_isoforms	XP_022806138.1, XP_022809676.1, XP_022806510.1	Xe_019705-T1
OG0000746	nvec_longest_isoform	XP_022806138.1, XP_022809676.1, XP_022806510.1	XP_048576286.1
OG0000746	aip_longest_isoforms	XP_022806138.1, XP_022809676.1, XP_022806510.1	XP_028517175.1, XP_020912429.1, XP_020899459.1, XP_020915729.1, XP_020902180.1, XP_020906532.1, XP_020915000.1
OG0000747	xenia_longest_isoforms	XP_022806532.1, XP_022793675.1, XP_022791500.1, XP_022800416.1	Xe_006872-T1, Xe_024871-T1, Xe_026096-T1, Xe_028253-T1, Xe_023750-T1
OG0000747	aip_longest_isoforms	XP_022806532.1, XP_022793675.1	XP_020899873.1
OG0000747	aip_longest_isoforms	XP_022791500.1	XP_020907818.1
OG0000747	aip_longest_isoforms	XP_022800416.1	XP_020911011.1
OG0000748	xenia_longest_isoforms	XP_022779586.1, XP_022784702.1, XP_022808255.1, XP_022808347.1	Xe_013878-T1
OG0000748	nvec_longest_isoform	XP_022779586.1	XP_001633647.1
OG0000748	nvec_longest_isoform	XP_022784702.1	XP_032240072.2
OG0000748	aip_longest_isoforms	XP_022784702.1	XP_020899883.1
OG0000748	aip_longest_isoforms	XP_022808255.1, XP_022808347.1	XP_028515045.1
OG0000748	nvec_longest_isoform	XP_022808255.1	XP_032239185.2
OG0000748	nvec_longest_isoform	XP_022808347.1	XP_001633935.2, XP_032239179.2
OG0000749	xenia_longest_isoforms	XP_022806631.1, XP_022806621.1, XP_022780080.1, XP_022779975.1, XP_022780057.1, XP_022780025.1	Xe_013402-T1
OG0000749	nvec_longest_isoform	XP_022806631.1, XP_022806621.1	XP_048584831.1
OG0000749	aip_longest_isoforms	XP_022806631.1, XP_022806621.1	XP_020899920.1
OG0000749	nvec_longest_isoform	XP_022780080.1	XP_001641815.2
OG0000749	aip_longest_isoforms	XP_022780080.1	XP_020906513.1
OG0000749	aip_longest_isoforms	XP_022779975.1, XP_022780057.1, XP_022780025.1	XP_020900969.1
OG0000752	xenia_longest_isoforms	XP_022803029.1, XP_022807451.1, XP_022803031.1, XP_022803034.1	Xe_009154-T1
OG0000752	aip_longest_isoforms	XP_022803029.1, XP_022807451.1, XP_022803031.1, XP_022803034.1	XP_028518025.1, XP_020900661.2
OG0000752	nvec_longest_isoform	XP_022803029.1, XP_022807451.1, XP_022803031.1, XP_022803034.1	XP_032236818.2, XP_048585475.1, XP_048582141.1, XP_048582144.1, XP_048582140.1
OG0000754	aip_longest_isoforms	XP_022788167.1, XP_022810516.1, XP_022803869.1	XP_020900838.1
OG0000754	aip_longest_isoforms	XP_022797600.1, XP_022779522.1	XP_028519654.1, XP_028514414.1, XP_028518011.1
OG0000754	nvec_longest_isoform	XP_022797600.1, XP_022779522.1	XP_048575670.1, XP_048583758.1, XP_048589460.1
OG0000755	xenia_longest_isoforms	XP_022786199.1, XP_022805770.1, XP_022786110.1, XP_022786111.1, XP_022786957.1	Xe_008656-T1, Xe_008618-T2
OG0000755	nvec_longest_isoform	XP_022805770.1, XP_022786110.1, XP_022786111.1	XP_032220951.1
OG0000755	aip_longest_isoforms	XP_022805770.1, XP_022786110.1, XP_022786111.1	XP_020902929.1, XP_020900921.1
OG0000755	nvec_longest_isoform	XP_022786957.1	XP_048581124.1
OG0000756	xenia_longest_isoforms	XP_022786300.1, XP_022788065.1, XP_022786322.1	Xe_027561-T1, Xe_027258-T1, Xe_027252-T1
OG0000756	aip_longest_isoforms	XP_022786300.1, XP_022788065.1, XP_022786322.1	XP_020908193.1, XP_020908192.1, XP_020908195.1, XP_020908194.1, XP_020901741.1
OG0000756	nvec_longest_isoform	XP_022786300.1, XP_022788065.1, XP_022786322.1	XP_048585789.1
OG0000757	aip_longest_isoforms	XP_022802846.1	XP_020907843.1, XP_028516902.1, XP_020907836.1, XP_020902243.2, XP_028516905.1, XP_020912636.1, XP_028518370.1, XP_020907842.1, XP_028516901.1, XP_020912626.1, XP_020907856.2
OG0000758	nvec_longest_isoform	XP_022801792.1, XP_022788126.1, XP_022801768.1, XP_022796164.1	XP_032226584.2, XP_048577834.1, XP_032226763.1, XP_032226762.1
OG0000758	aip_longest_isoforms	XP_022801792.1, XP_022788126.1, XP_022801768.1, XP_022796164.1	XP_020904426.1, XP_028513258.1, XP_020903895.1, XP_020902433.1
OG0000760	xenia_longest_isoforms	XP_022799558.1	Xe_028371-T1, Xe_028297-T1, Xe_028762-T1, Xe_023824-T1, Xe_028607-T1, Xe_010595-T1, Xe_028298-T1, Xe_022412-T1, Xe_012641-T1
OG0000760	nvec_longest_isoform	XP_022799558.1	XP_032238611.1
OG0000760	aip_longest_isoforms	XP_022799558.1	XP_020903324.1
OG0000761	xenia_longest_isoforms	XP_022780842.1, XP_022780713.1, XP_022780840.1, XP_022780843.1, XP_022780772.1, XP_022780844.1, XP_022780761.1, XP_022780711.1, XP_022780712.1	Xe_008406-T1
OG0000761	aip_longest_isoforms	XP_022780842.1, XP_022780713.1, XP_022780840.1, XP_022780843.1, XP_022780772.1, XP_022780844.1, XP_022780761.1, XP_022780711.1, XP_022780712.1	XP_020903759.1
OG0000761	nvec_longest_isoform	XP_022780842.1, XP_022780713.1, XP_022780840.1, XP_022780843.1, XP_022780772.1, XP_022780844.1, XP_022780761.1, XP_022780711.1, XP_022780712.1	XP_032220706.2
OG0000762	nvec_longest_isoform	XP_022808129.1, XP_022785149.1, XP_022805836.1, XP_022808271.1, XP_022810035.1, XP_022809537.1	XP_032224535.1
OG0000762	aip_longest_isoforms	XP_022808129.1, XP_022785149.1, XP_022805836.1, XP_022808271.1, XP_022810035.1, XP_022809537.1	XP_028516287.1, XP_020905733.2, XP_028517428.1, XP_020912974.1, XP_028515213.1
OG0000763	nvec_longest_isoform	XP_022783489.1	XP_001635365.1
OG0000763	aip_longest_isoforms	XP_022783489.1	XP_028516468.1
OG0000763	xenia_longest_isoforms	XP_022783489.1	Xe_000303-T1
OG0000763	xenia_longest_isoforms	XP_022783510.1, XP_022783488.1, XP_022783470.1	Xe_000304-T1
OG0000763	aip_longest_isoforms	XP_022783510.1, XP_022783488.1	XP_020906316.1
OG0000763	nvec_longest_isoform	XP_022783510.1, XP_022783488.1	XP_001635326.1
OG0000763	aip_longest_isoforms	XP_022783470.1	XP_020906314.1
OG0000763	nvec_longest_isoform	XP_022783470.1	XP_001635327.2
OG0000764	xenia_longest_isoforms	XP_022796973.1, XP_022797363.1	Xe_003245-T1, Xe_003243-T1
OG0000764	nvec_longest_isoform	XP_022796973.1	XP_048581666.1
OG0000764	aip_longest_isoforms	XP_022796973.1	XP_020907370.1
OG0000764	aip_longest_isoforms	XP_022797363.1	XP_020914508.1, XP_020913424.2
OG0000764	nvec_longest_isoform	XP_022797363.1	XP_048585639.1, XP_032240750.1
OG0000765	xenia_longest_isoforms	XP_022784598.1, XP_022784591.1, XP_022790883.1, XP_022790884.1	Xe_009741-T1
OG0000765	aip_longest_isoforms	XP_022784598.1	XP_020907198.1, XP_020907199.1, XP_020907259.1
OG0000765	nvec_longest_isoform	XP_022784598.1	XP_032230604.1
OG0000765	nvec_longest_isoform	XP_022784591.1	XP_032230581.1
OG0000765	aip_longest_isoforms	XP_022784591.1	XP_020907217.1
OG0000765	nvec_longest_isoform	XP_022790883.1, XP_022790884.1	XP_001637129.2
OG0000766	xenia_longest_isoforms	XP_022794386.1, XP_022799068.1, XP_022799075.1, XP_022799050.1, XP_022777838.1	Xe_011948-T1
OG0000766	nvec_longest_isoform	XP_022794386.1, XP_022799068.1, XP_022799075.1, XP_022799050.1, XP_022777838.1	XP_032231671.2, XP_001626001.2, XP_048587719.1, XP_001635435.2
OG0000766	aip_longest_isoforms	XP_022794386.1, XP_022799068.1, XP_022799075.1, XP_022799050.1, XP_022777838.1	XP_020917568.1, XP_020907376.1
OG0000768	aip_longest_isoforms	XP_022797082.1	XP_020914917.1
OG0000768	nvec_longest_isoform	XP_022797082.1	XP_048587229.1
OG0000768	aip_longest_isoforms	XP_022805618.1, XP_022805621.1, XP_022805617.1, XP_022805622.1, XP_022805620.1, XP_022797087.1	XP_020907731.2, XP_020907733.1
OG0000768	nvec_longest_isoform	XP_022805618.1, XP_022805621.1, XP_022805617.1, XP_022805622.1, XP_022805620.1, XP_022797087.1	XP_048582177.1
OG0000769	xenia_longest_isoforms	XP_022803401.1, XP_022794488.1, XP_022792390.1, XP_022792389.1, XP_022792391.1, XP_022796942.1	Xe_018561-T1
OG0000769	nvec_longest_isoform	XP_022803401.1	XP_032218011.1
OG0000769	aip_longest_isoforms	XP_022803401.1	XP_020907833.1
OG0000769	aip_longest_isoforms	XP_022794488.1, XP_022792390.1, XP_022792389.1, XP_022792391.1, XP_022796942.1	XP_020913115.1, XP_020908692.1
OG0000769	nvec_longest_isoform	XP_022794488.1, XP_022792390.1, XP_022792389.1, XP_022792391.1, XP_022796942.1	XP_032231249.2
OG0000770	xenia_longest_isoforms	XP_022781103.1, XP_022781134.1, XP_022790213.1, XP_022778455.1	Xe_007239-T1, Xe_026111-T1, Xe_027255-T1
OG0000770	aip_longest_isoforms	XP_022781103.1, XP_022781134.1	XP_020907966.1
OG0000770	nvec_longest_isoform	XP_022790213.1, XP_022778455.1	XP_048585045.1
OG0000770	aip_longest_isoforms	XP_022790213.1, XP_022778455.1	XP_028517104.1, XP_028515939.1, XP_020911939.1
OG0000771	aip_longest_isoforms	XP_022778299.1, XP_022796603.1, XP_022808195.1, XP_022798053.1	XP_020912823.1, XP_020911312.1
OG0000771	aip_longest_isoforms	XP_022806125.1	XP_028517964.1, XP_020908435.2, XP_020913435.1, XP_020913437.2, XP_020908437.1
OG0000772	xenia_longest_isoforms	XP_022780605.1, XP_022780626.1	Xe_008439-T1, Xe_013348-T1, Xe_008864-T1
OG0000772	aip_longest_isoforms	XP_022780605.1, XP_022780626.1	XP_020908549.2
OG0000772	nvec_longest_isoform	XP_022780605.1	XP_001632411.1
OG0000772	nvec_longest_isoform	XP_022780626.1	XP_048584452.1, XP_048584453.1
OG0000773	xenia_longest_isoforms	XP_022788744.1, XP_022785512.1, XP_022789220.1, XP_022785578.1	Xe_004952-T1
OG0000773	aip_longest_isoforms	XP_022788744.1, XP_022785512.1, XP_022789220.1, XP_022785578.1	XP_028517317.1, XP_020909013.2
OG0000773	nvec_longest_isoform	XP_022788744.1, XP_022785512.1, XP_022789220.1, XP_022785578.1	XP_032225402.2, XP_032233121.2, XP_048588868.1, XP_032237653.2, XP_048589011.1
OG0000776	xenia_longest_isoforms	XP_022781136.1	Xe_010308-T1, Xe_010309-T1, Xe_010304-T1, Xe_010823-T1, Xe_010306-T1, Xe_010820-T1, Xe_010303-T1, Xe_010830-T1, Xe_010832-T1
OG0000776	aip_longest_isoforms	XP_022781136.1	XP_020910337.1
OG0000776	nvec_longest_isoform	XP_022781136.1	XP_048577704.1
OG0000777	xenia_longest_isoforms	XP_022807455.1, XP_022804917.1, XP_022810218.1, XP_022782134.1	Xe_004028-T1, Xe_003989-T1, Xe_004029-T1, Xe_004037-T1, Xe_003890-T1
OG0000777	nvec_longest_isoform	XP_022807455.1, XP_022804917.1, XP_022810218.1, XP_022782134.1	XP_048577894.1
OG0000777	aip_longest_isoforms	XP_022807455.1, XP_022804917.1, XP_022810218.1, XP_022782134.1	XP_028514945.1, XP_020912270.1
OG0000778	xenia_longest_isoforms	XP_022792429.1, XP_022797240.1, XP_022797266.1, XP_022797286.1, XP_022797268.1, XP_022797284.1, XP_022802264.1	Xe_012694-T1
OG0000778	aip_longest_isoforms	XP_022797240.1, XP_022797266.1, XP_022797286.1, XP_022797268.1, XP_022797284.1	XP_020912277.1
OG0000778	nvec_longest_isoform	XP_022797240.1, XP_022797266.1, XP_022797286.1, XP_022797268.1, XP_022797284.1	XP_048577261.1, XP_048578099.1
OG0000778	nvec_longest_isoform	XP_022802264.1	XP_032218286.2
OG0000779	xenia_longest_isoforms	XP_022781672.1, XP_022781642.1	Xe_013627-T1
OG0000779	nvec_longest_isoform	XP_022781672.1	XP_001635198.3
OG0000779	aip_longest_isoforms	XP_022781672.1	XP_020913616.1
OG0000779	aip_longest_isoforms	XP_022781642.1	XP_020913607.1
OG0000779	nvec_longest_isoform	XP_022781642.1	XP_032240537.1
OG0000779	xenia_longest_isoforms	XP_022781668.1, XP_022781675.1	Xe_013961-T2
OG0000779	aip_longest_isoforms	XP_022781668.1, XP_022781675.1	XP_020913672.1
OG0000779	nvec_longest_isoform	XP_022781668.1, XP_022781675.1	XP_032240634.2
OG0000780	xenia_longest_isoforms	XP_022784310.1	Xe_003178-T1
OG0000780	aip_longest_isoforms	XP_022784310.1	XP_020914347.1
OG0000780	nvec_longest_isoform	XP_022784310.1	XP_048583520.1
OG0000780	xenia_longest_isoforms	XP_022778237.1	Xe_025598-T1, Xe_025569-T1, Xe_001521-T1, Xe_003179-T1, Xe_025580-T1, Xe_003187-T2, Xe_001515-T1
OG0000782	xenia_longest_isoforms	XP_022782349.1	Xe_016443-T1, Xe_016435-T1, Xe_016454-T1, Xe_016433-T1, Xe_016448-T1, Xe_016463-T1, Xe_016427-T1, Xe_016453-T1, Xe_016442-T1
OG0000782	aip_longest_isoforms	XP_022782349.1	XP_020915657.2
OG0000782	nvec_longest_isoform	XP_022782349.1	XP_048575965.1
OG0000784	xenia_longest_isoforms	XP_022807798.1, XP_022783173.1, XP_022807723.1	Xe_028042-T1, Xe_028034-T1
OG0000784	nvec_longest_isoform	XP_022777811.1, XP_022778829.1	XP_048579329.1
OG0000784	xenia_longest_isoforms	XP_022777811.1, XP_022778829.1	Xe_023696-T1, Xe_028404-T1, Xe_028423-T1
OG0000784	aip_longest_isoforms	XP_022777811.1, XP_022778829.1	XP_020916250.1
OG0000785	aip_longest_isoforms	XP_022804262.1	XP_020916728.1, XP_028514608.1
OG0000785	nvec_longest_isoform	XP_022804262.1	XP_048583876.1, XP_048582170.1, XP_048578265.1, XP_048586643.1, XP_048583330.1, XP_048582688.1, XP_048579044.1, XP_048582251.1, XP_048588879.1
OG0000786	aip_longest_isoforms	XP_022787549.1	XP_028512552.1
OG0000786	nvec_longest_isoform	XP_022787549.1	XP_032240116.2, XP_032234201.1, XP_001632441.2, XP_032218175.2, XP_048580768.1, XP_032225021.1, XP_048581409.1, XP_048581004.1, XP_048575677.1, XP_048581513.1
OG0000787	xenia_longest_isoforms	XP_022792580.1, XP_022792577.1, XP_022792601.1, XP_022792573.1, XP_022792579.1, XP_022792593.1	Xe_021671-T1, Xe_021670-T1
OG0000787	nvec_longest_isoform	XP_022792580.1, XP_022792577.1, XP_022792601.1, XP_022792573.1, XP_022792579.1, XP_022792593.1	XP_001625276.3
OG0000787	aip_longest_isoforms	XP_022792580.1, XP_022792577.1, XP_022792601.1, XP_022792573.1, XP_022792579.1, XP_022792593.1	XP_028513250.1, XP_028513236.1, XP_028513251.1
OG0000789	xenia_longest_isoforms	XP_022787160.1, XP_022809241.1, XP_022786423.1	Xe_006797-T1, Xe_006784-T1, Xe_006787-T1, Xe_006798-T1, Xe_006786-T1, Xe_006803-T1, Xe_006852-T1
OG0000789	aip_longest_isoforms	XP_022787160.1, XP_022809241.1, XP_022786423.1	XP_028517431.1
OG0000789	nvec_longest_isoform	XP_022787160.1, XP_022809241.1, XP_022786423.1	XP_048585980.1
OG0000790	aip_longest_isoforms	XP_022787865.1, XP_022800151.1, XP_022805915.1, XP_022804913.1, XP_022810046.1, XP_022777579.1, XP_022808764.1, XP_022804725.1, XP_022805665.1, XP_022806165.1, XP_022806929.1	XP_028517943.1
OG0000792	nvec_longest_isoform	XP_022801791.1	XP_001626591.1
OG0000792	xenia_longest_isoforms	XP_022801791.1	Xe_009487-T1, Xe_024611-T1, Xe_009497-T1, Xe_009499-T1, Xe_009491-T1, Xe_009492-T1, Xe_000983-T1, Xe_009488-T1, Xe_009500-T1, Xe_012261-T1
OG0000793	nvec_longest_isoform	XP_022787380.1	XP_032233951.2, XP_032234788.2, XP_048583887.1, XP_048583878.1, XP_048583886.1, XP_001630117.3, XP_032234518.1, XP_001637629.3
OG0000793	nvec_longest_isoform	XP_022794090.1	XP_048586374.1, XP_048577002.1
OG0000794	nvec_longest_isoform	XP_022794456.1, XP_022779801.1, XP_022778341.1, XP_022794661.1	XP_048577621.1, XP_048589099.1
OG0000794	nvec_longest_isoform	XP_022809759.1	XP_032221464.2, XP_048577572.1, XP_048581052.1, XP_048577071.1, XP_048587231.1
OG0000795	nvec_longest_isoform	XP_022799919.1	XP_032239229.1, XP_032239199.1, XP_032230743.1, XP_048579785.1, XP_048585379.1, XP_032222081.1, XP_032233530.1, XP_048589479.1, XP_032240050.2, XP_048578373.1, XP_032237714.2
OG0000797	nvec_longest_isoform	XP_022785305.1	XP_048579340.1, XP_048579344.1, XP_048579696.1, XP_048579341.1, XP_048579345.1, XP_048579698.1, XP_048579694.1, XP_048579692.1, XP_048579699.1, XP_048579685.1, XP_032233161.2
OG0000803	xenia_longest_isoforms	XP_022783535.1	Xe_020537-T1, Xe_020545-T1, Xe_020546-T1, Xe_020542-T1, Xe_020540-T1, Xe_020543-T1, Xe_020541-T1, Xe_020547-T1, Xe_020548-T1, Xe_020539-T1, Xe_020538-T1
OG0000807	xenia_longest_isoforms	XP_022796391.1, XP_022806308.1, XP_022803329.1, XP_022801884.1, XP_022801882.1, XP_022800373.1, XP_022800357.1, XP_022801893.1, XP_022803327.1, XP_022803326.1, XP_022803328.1	Xe_023161-T1
OG0000834	aip_longest_isoforms	XP_022777700.1, XP_022787635.1, XP_022787607.1, XP_022796004.1, XP_022795983.1, XP_022777607.1, XP_022796005.1, XP_022796003.1, XP_022796015.1	XP_020891889.1, XP_020896782.1
OG0000835	aip_longest_isoforms	XP_022796878.1	XP_020912006.2, XP_028519408.1, XP_028519409.1
OG0000835	nvec_longest_isoform	XP_022796878.1	XP_048581503.1
OG0000835	nvec_longest_isoform	XP_022784919.1, XP_022784924.1	XP_001633539.2, XP_048589010.1
OG0000835	aip_longest_isoforms	XP_022784919.1, XP_022784924.1	XP_020916503.1, XP_020892218.1
OG0000836	aip_longest_isoforms	XP_022801524.1, XP_022801544.1, XP_022801526.1, XP_022801527.1	XP_020892475.1
OG0000836	nvec_longest_isoform	XP_022801524.1, XP_022801544.1, XP_022801526.1, XP_022801527.1	XP_032239144.2, XP_048586611.1, XP_048576422.1, XP_048581591.1, XP_048579804.1, XP_001639919.2
OG0000838	xenia_longest_isoforms	XP_022794190.1	Xe_006711-T1, Xe_006763-T1, Xe_006710-T1, Xe_006704-T1, Xe_006774-T1, Xe_006701-T1, Xe_006779-T1, Xe_006712-T1
OG0000838	nvec_longest_isoform	XP_022794190.1	XP_048577213.1
OG0000838	aip_longest_isoforms	XP_022794190.1	XP_020892963.1
OG0000839	xenia_longest_isoforms	XP_022805326.1, XP_022789943.1, XP_022803267.1	Xe_009987-T1
OG0000839	aip_longest_isoforms	XP_022805326.1	XP_020917433.1
OG0000839	nvec_longest_isoform	XP_022805326.1	XP_032218237.1
OG0000839	nvec_longest_isoform	XP_022789943.1	XP_032239816.1
OG0000839	aip_longest_isoforms	XP_022789943.1	XP_020893172.1
